char_id,gender,age,group,fat_score,muscle_score,height_score,chest_height_score,hip_length_score,thigh_length_score,lower_leg_length_score,upper_arm_length_score,forearm_length_score,neck_length_score,height_cm_x,training_pattern,hip_score,waist_def_score,somatotype,height_cm_y,neck_circ_cm,chest_circ_cm,waist_circ_cm,hip_circ_cm,mid_thigh_circ_cm,calf_circ_cm,bicep_circ_cm,elbow_circ_cm,forearm_circ_cm,wrist_circ_cm,upper_arm_length_cm,forearm_length_cm,total_arm_length_cm,upper_leg_length_cm,lower_leg_length_cm,total_leg_length_cm
char_12739,female,32,obese,0.9304,0.2822,0.2976,0.3408,0.4053,0.5539,0.539,0.3963,0.6408,0.5539,,balanced,0.7817,0.35,apple,156.44,55.59,142.58,184.39,204.02,110.89,49.67,46.1,37.93,33.92,21.49,20.76,20.82,41.58,37.57,38.21,75.77
char_12781,female,25,overweight,0.4933,0.1932,0.3009,0.7001,0.839,0.539,0.7463,0.663,0.7413,0.7038,,balanced,0.8757,0.283,apple,162.58,43.77,121.98,133.2,147.75,78.82,39.97,36.74,30.69,27.33,17.97,22.64,21.64,44.29,37.52,41.2,78.71
char_12795,female,21,obese,0.916,0.2657,0.3048,0.724,0.5989,0.5916,0.5426,0.804,0.6064,0.504,,balanced,0.742,0.634,apple,162.0,58.07,283.28,180.78,199.24,107.82,47.78,50.35,38.76,32.16,20.93,23.58,20.81,44.39,38.39,38.61,76.98
char_12808,female,31,athletic_lean,0.1054,0.5924,0.3038,0.4761,0.4743,0.5317,0.6063,0.7029,0.441,0.741,,pull_dominant,0.3268,0.6324,v_shape,158.68,35.82,95.19,86.88,101.45,57.96,32.76,33.2,25.64,20.94,14.59,23.03,19.61,42.63,37.48,39.41,76.88
char_12830,female,40,athletic_hyper,0.1274,0.8026,0.2953,0.9351,0.846,0.6743,0.6351,0.6624,0.6779,0.786,,push_dominant,0.794,0.4542,pear,164.69,38.24,117.32,94.79,112.11,63.35,32.61,31.75,26.09,23.02,15.44,22.39,21.19,43.58,39.0,39.38,78.36
char_12855,female,16,obese,0.8463,0.27,0.3098,0.5593,0.3511,0.5246,0.6511,0.4447,0.5656,0.6452,,balanced,0.6584,0.8221,pear,161.53,54.52,148.44,170.75,188.99,102.05,48.66,44.14,36.25,31.71,20.54,21.19,20.59,41.78,37.72,40.31,78.02
char_12879,female,22,athletic_hyper,0.1215,0.6914,0.2949,0.379,0.3757,0.4404,0.5806,0.4955,0.6757,0.5333,,upper_dominant,0.6215,0.6145,rectangle,155.44,37.15,97.29,90.95,106.39,60.28,33.84,32.19,26.46,24.42,15.68,21.42,21.05,42.47,35.83,38.6,74.42
char_12931,female,27,athletic_hyper,0.0899,0.8178,0.2952,0.4967,0.484,0.331,0.5321,0.3006,0.3207,0.2321,,lower_dominant,0.4775,0.5302,hourglass,156.36,35.53,109.95,87.5,105.48,60.56,34.96,29.39,24.37,21.42,14.82,19.72,18.63,38.35,34.33,37.85,72.18
char_12981,female,25,underweight,0.0742,0.051,0.3372,0.6372,0.6621,0.5759,0.5466,0.414,0.3641,0.3621,,balanced,0.2562,0.2334,apple,165.13,31.55,97.58,78.66,91.19,50.02,28.11,22.75,20.57,17.61,13.47,21.55,19.8,41.35,39.54,40.18,79.72
char_13043,female,34,underweight,0.0567,0.0828,0.2951,0.4555,0.4262,0.6733,0.3897,0.3733,0.4227,0.5996,,balanced,0.8176,0.5443,pear,157.28,30.93,86.73,76.82,95.38,52.06,26.2,22.16,20.31,17.97,13.48,20.4,19.2,39.6,38.93,36.09,75.01
char_13062,female,23,underweight,0.0402,0.1648,0.2958,0.5265,0.317,0.617,0.5843,0.5413,0.6107,0.5932,,balanced,0.2418,0.492,v_shape,159.55,31.19,88.39,74.23,89.35,49.98,28.13,24.79,21.62,19.49,13.88,21.65,20.57,42.22,38.21,38.77,76.98
char_13063,female,31,normal,0.2914,0.265,0.2954,0.3814,0.3841,0.4722,0.6814,0.499,0.4171,0.6396,,balanced,0.6103,0.5484,rectangle,157.44,38.66,102.21,107.6,123.41,68.09,37.34,33.47,27.4,23.67,16.16,21.35,19.21,40.56,36.34,40.03,76.36
char_13064,female,24,normal,0.2019,0.2006,0.2964,0.6361,0.3361,0.4501,0.4794,0.5867,0.5918,0.5732,,balanced,0.2967,0.5429,v_shape,157.74,36.77,111.03,96.15,109.08,60.9,33.02,32.3,26.59,23.93,15.9,21.78,20.48,42.25,36.0,37.3,73.3
char_13076,female,16,obese,0.8756,0.3447,0.3107,0.6888,0.514,0.4812,0.6929,0.3929,0.5173,0.6844,,balanced,0.2552,0.6634,apple,163.3,57.02,158.28,170.9,185.19,99.82,49.75,43.96,36.28,31.35,20.54,20.71,20.27,40.98,37.15,40.91,78.05
char_13120,female,31,normal,0.2478,0.1969,0.2966,0.6006,0.4444,0.5486,0.6591,0.6081,0.4256,0.3591,,balanced,0.5486,0.5133,rectangle,161.27,37.78,111.63,102.58,118.24,65.79,36.08,33.75,27.06,22.92,15.79,21.93,19.31,41.25,37.43,39.81,77.22
char_13222,female,34,athletic_lean,0.1191,0.4733,0.2957,0.5851,0.7282,0.4282,0.5347,0.5263,0.5204,0.6279,,upper_dominant,0.7939,0.63,pear,157.26,36.13,102.87,90.64,105.3,58.4,31.69,29.9,24.92,21.99,14.98,21.42,19.95,41.37,35.73,38.02,73.74
char_13249,female,24,overweight,0.494,0.1883,0.339,0.504,0.5491,0.5978,0.3505,0.6282,0.5045,0.3282,,balanced,0.2897,0.8603,v_shape,161.15,43.8,122.99,126.76,141.95,78.57,37.73,40.12,31.68,27.04,17.89,23.26,20.88,44.14,39.98,37.57,77.54
char_13291,female,28,normal,0.3075,0.244,0.2907,0.4313,0.3318,0.4021,0.5816,0.4923,0.4311,0.2816,,balanced,0.8927,0.7684,pear,156.11,39.26,111.26,110.28,128.51,70.44,37.56,35.0,28.25,24.66,16.51,21.04,19.2,40.23,35.18,38.42,73.59
char_13293,female,22,overweight,0.4356,0.2973,0.296,0.3395,0.4033,0.596,0.5716,0.296,0.5034,0.2976,,balanced,0.759,0.4895,pear,157.88,42.39,113.58,125.57,144.3,79.54,40.3,34.2,29.35,26.94,17.63,19.88,19.81,39.69,38.08,38.59,76.66
char_13302,female,19,normal,0.3335,0.2802,0.2965,0.4388,0.442,0.6842,0.4183,0.4749,0.7183,0.4504,,balanced,0.7424,0.5848,pear,157.4,39.83,107.43,113.43,132.35,73.63,35.29,33.58,28.47,26.48,17.11,21.25,21.35,42.6,39.24,36.54,75.77
char_13373,female,32,normal,0.2903,0.195,0.2954,0.5257,0.5719,0.4796,0.3335,0.3029,0.2719,0.3204,,balanced,0.4919,0.8776,rectangle,155.99,38.93,117.44,106.4,122.32,68.5,34.45,31.13,26.45,23.06,16.0,19.61,18.17,37.78,36.4,35.27,71.66
char_13409,female,29,overweight,0.421,0.311,0.2922,0.4888,0.5905,0.6319,0.4687,0.767,0.7687,0.4722,,balanced,0.5748,0.67,rectangle,156.9,42.08,111.68,121.59,138.16,76.05,36.85,39.43,31.21,27.65,17.76,23.33,21.64,44.97,38.32,37.01,75.33
char_13500,female,22,athletic_lean,0.0899,0.5368,0.296,0.3322,0.3756,0.5769,0.4089,0.3601,0.5849,0.2849,,upper_dominant,0.3123,0.3167,v_shape,155.24,35.4,94.73,85.75,100.79,58.23,30.98,29.04,24.78,23.3,15.2,20.36,20.39,40.75,37.73,36.36,74.08
char_13548,female,14,obese,0.6803,0.2599,0.3088,0.4844,0.7122,0.4786,0.6302,0.4122,0.6759,0.7009,,balanced,0.5434,0.4273,apple,159.11,48.7,128.72,151.71,165.78,88.87,44.19,39.2,33.35,30.24,19.49,21.11,21.34,42.45,37.04,39.96,76.99
char_13616,female,21,obese,0.9263,0.2372,0.2973,0.5655,0.3293,0.3824,0.5623,0.2655,0.5163,0.5307,,balanced,0.863,0.5634,apple,158.03,57.87,160.79,183.53,202.4,109.91,50.12,44.59,37.14,32.91,21.19,19.46,19.93,39.39,35.22,38.46,73.67
char_13639,female,30,obese,0.8996,0.2755,0.2987,0.7991,0.4991,0.6662,0.6781,0.6125,0.5547,0.6024,,balanced,0.6755,0.5703,apple,165.0,57.73,288.06,178.78,197.2,106.65,49.04,46.73,37.29,31.36,20.65,21.97,20.27,42.24,39.15,40.2,79.34
char_13641,female,37,overweight,0.4414,0.2888,0.2911,0.2944,0.5305,0.2869,0.2928,0.421,0.2305,0.2768,,balanced,0.8489,0.6689,pear,149.75,42.71,117.36,126.25,143.02,77.81,38.14,38.55,30.26,25.23,17.16,20.53,17.79,38.32,33.61,34.46,68.06
char_13667,female,27,normal,0.2209,0.1233,0.2949,0.4246,0.6105,0.4641,0.6312,0.3917,0.3566,0.3312,,balanced,0.4172,0.655,rectangle,157.84,36.52,101.2,98.75,112.83,63.06,35.39,29.88,25.45,22.4,15.56,20.44,18.76,39.21,36.21,39.32,75.52
char_13669,female,23,overweight,0.4746,0.187,0.2956,0.5163,0.2747,0.2935,0.465,0.4225,0.2698,0.5698,,balanced,0.5281,0.6332,rectangle,154.94,43.66,128.97,126.67,140.71,76.11,39.7,37.46,30.14,25.27,17.32,20.48,18.17,38.66,33.88,37.02,70.9
char_13672,female,23,athletic_lean,0.1418,0.5603,0.3496,0.5053,0.4919,0.315,0.579,0.3065,0.4059,0.6065,,pull_dominant,0.6961,0.7338,pear,161.9,37.07,106.54,92.93,108.39,60.54,34.91,28.69,24.79,22.43,15.19,21.12,20.4,41.52,36.65,41.11,77.75
char_13689,female,31,overweight,0.4416,0.2609,0.2949,0.2675,0.4797,0.2827,0.2576,0.4119,0.5116,0.5576,,balanced,0.2395,0.2733,apple,148.46,42.3,111.15,122.98,133.92,72.95,36.91,37.05,30.4,27.35,17.77,20.75,19.85,40.6,33.66,34.15,67.8
char_13715,female,27,normal,0.2887,0.1724,0.296,0.6337,0.6157,0.5074,0.4486,0.6958,0.7293,0.7486,,balanced,0.321,0.6043,v_shape,157.11,38.53,109.1,104.88,117.47,64.68,33.4,34.21,28.11,25.35,16.63,22.74,21.45,44.18,36.75,36.88,73.63
char_13779,female,36,obese,0.7292,0.1929,0.2985,0.5429,0.799,0.499,0.7539,0.7745,0.5162,0.7532,,balanced,0.389,0.3479,apple,160.09,49.62,130.08,155.82,168.13,89.71,45.53,45.11,34.93,28.44,19.17,23.48,20.02,43.49,36.85,41.18,78.02
char_13811,female,31,athletic_lean,0.0691,0.5099,0.294,0.5093,0.3049,0.3564,0.4582,0.6049,0.4881,0.3636,,balanced,0.5198,0.4098,rectangle,154.93,34.36,102.4,82.9,98.41,55.35,31.07,31.68,24.95,21.47,14.59,21.88,19.69,41.57,34.64,36.87,71.5
char_13816,female,28,athletic_lean,0.0946,0.555,0.2529,0.8668,0.7243,0.7341,0.8058,0.8361,0.5668,0.6438,,balanced,0.833,0.8804,pear,162.82,35.5,108.89,86.64,106.03,59.78,32.7,31.7,24.88,20.33,14.37,22.46,19.29,41.76,37.97,39.83,77.8
char_13824,female,40,underweight,0.0322,0.0962,0.2962,0.3984,0.537,0.5037,0.6287,0.5576,0.3287,0.5445,,balanced,0.5147,0.5636,rectangle,157.45,30.09,79.72,71.96,87.27,46.95,27.6,23.99,20.3,16.34,12.93,21.85,18.58,40.44,36.69,39.37,76.06
char_13908,female,29,athletic_hyper,0.0796,0.8099,0.2962,0.5329,0.7975,0.7154,0.4975,0.5568,0.601,0.6263,,balanced,0.7211,0.6615,pear,159.41,35.99,97.39,87.65,107.84,62.21,30.96,30.47,25.05,22.24,15.0,21.92,20.66,42.59,39.6,37.54,77.13
char_13945,female,38,obese,0.8941,0.2488,0.2992,0.4682,0.6143,0.755,0.5292,0.7682,0.5341,0.6976,,balanced,0.3164,0.5401,apple,159.8,54.62,139.83,173.96,190.83,103.88,47.07,49.84,38.06,31.12,20.56,23.5,20.16,43.65,40.35,38.21,78.55
char_13956,female,27,athletic_hyper,0.1039,0.7336,0.2105,0.4382,0.5257,0.2353,0.2694,0.2257,0.2833,0.4802,,pull_dominant,0.6201,0.8597,rectangle,142.01,36.87,109.15,89.07,104.71,59.46,31.7,29.34,24.65,21.83,14.96,17.04,16.28,33.32,29.19,30.35,59.54
char_14008,female,28,obese,0.9082,0.2499,0.2951,0.6733,0.4389,0.4318,0.6577,0.5598,0.4922,0.3733,,balanced,0.4396,0.5651,apple,160.66,58.1,288.44,176.66,192.05,103.5,50.16,47.93,37.78,31.83,20.8,21.48,19.74,41.22,35.78,39.68,75.45
char_14043,female,26,overweight,0.5924,0.2312,0.2947,0.6838,0.4457,0.5125,0.3838,0.5941,0.6526,0.491,,balanced,0.5362,0.8466,rectangle,157.77,47.35,139.72,139.66,155.54,84.38,39.82,40.97,33.14,29.3,18.89,21.77,20.86,42.63,36.79,35.93,72.72
char_14048,female,31,obese,0.7481,0.1732,0.2918,0.4672,0.5877,0.615,0.6446,0.7201,0.5045,0.4201,,balanced,0.5153,0.2825,apple,159.26,50.09,132.49,159.5,175.37,94.52,45.66,46.19,35.61,29.43,19.53,22.88,19.77,42.65,38.13,39.4,77.53
char_14053,female,40,normal,0.2664,0.1898,0.2965,0.3067,0.5937,0.4699,0.6067,0.5518,0.3431,0.5093,,balanced,0.6697,0.6125,pear,156.03,37.62,97.49,105.13,120.98,66.82,36.24,33.85,27.1,22.7,15.8,21.79,18.72,40.51,36.36,39.06,75.41
char_14072,female,19,normal,0.3032,0.2553,0.2949,0.3659,0.5974,0.6195,0.5226,0.3658,0.5817,0.3195,,balanced,0.4966,0.2928,rectangle,157.32,38.89,102.75,110.1,125.71,70.32,36.24,31.4,27.3,25.52,16.73,20.41,20.34,40.75,38.32,37.88,76.19
char_14091,female,20,obese,0.887,0.1663,0.2267,0.6612,0.5017,0.588,0.3625,0.5175,0.5675,0.3612,,balanced,0.8198,0.8315,apple,151.36,56.47,295.33,177.32,197.39,108.08,45.73,46.41,37.15,32.12,20.82,19.49,18.64,38.13,34.77,32.5,67.26
char_14103,female,35,athletic_hyper,0.1241,0.8407,0.2968,0.4019,0.2093,0.4965,0.5093,0.4655,0.4546,0.3658,,upper_dominant,0.277,0.7423,v_shape,156.54,38.42,107.1,90.99,106.66,62.48,34.65,35.05,27.48,24.25,15.82,21.16,19.65,40.81,36.61,37.65,74.25
char_14139,female,29,overweight,0.397,0.2991,0.2915,0.6052,0.6394,0.5018,0.4995,0.6035,0.3394,0.5088,,balanced,0.7807,0.5181,pear,158.02,42.07,122.53,121.39,137.6,75.08,37.48,37.33,29.45,24.33,16.74,21.75,18.59,40.34,36.55,37.37,73.91
char_14141,female,34,underweight,0.1101,0.1381,0.2953,0.2858,0.5858,0.2868,0.5445,0.3819,0.3552,0.39,,balanced,0.3142,0.3977,apple,152.77,33.31,87.44,85.19,96.87,53.52,31.99,27.24,23.29,20.54,14.54,20.5,18.75,39.26,33.76,38.1,71.86
char_14149,female,32,obese,0.8057,0.2152,0.2941,0.5962,0.3819,0.55,0.6807,0.6819,0.6268,0.4895,,balanced,0.4297,0.3975,apple,160.75,52.98,145.16,165.03,180.2,96.66,47.43,46.82,36.75,31.37,20.29,22.54,20.68,43.21,37.33,39.99,77.31
char_14156,female,24,obese,0.8365,0.1777,0.2912,0.5315,0.6829,0.3829,0.4408,0.5018,0.4963,0.525,,balanced,0.5842,0.4167,apple,154.84,53.75,146.63,170.12,184.75,99.2,45.75,45.07,36.19,30.96,20.3,21.12,19.67,40.79,34.91,36.51,71.42
char_14173,female,27,normal,0.3242,0.2362,0.2943,0.2872,0.585,0.3519,0.5827,0.414,0.285,0.4825,,balanced,0.5362,0.4333,rectangle,153.91,39.25,102.41,111.63,125.17,68.65,37.87,33.77,27.58,23.4,16.22,20.7,18.25,38.94,34.65,38.59,73.24
char_14176,female,26,obese,0.8624,0.1965,0.2959,0.6621,0.3621,0.5043,0.5896,0.4371,0.3881,0.6153,,balanced,0.4278,0.6112,apple,160.66,55.79,157.63,170.91,186.78,100.7,48.22,44.47,35.95,30.24,20.19,20.59,19.01,39.6,36.79,38.81,75.59
char_14201,female,38,obese,0.8481,0.163,0.2933,0.3312,0.6163,0.577,0.3163,0.5378,0.5788,0.532,,balanced,0.4666,0.5142,apple,153.3,52.59,135.64,170.07,186.52,101.28,44.94,46.26,36.92,32.03,20.66,21.67,20.3,41.97,37.63,34.96,72.59
char_14220,female,22,obese,0.7647,0.2742,0.3037,0.3436,0.3977,0.4908,0.6436,0.4115,0.4112,0.6123,,balanced,0.3462,0.7563,apple,157.9,50.92,132.66,158.16,173.99,94.28,47.27,42.92,34.74,29.69,19.66,20.94,19.36,40.29,36.98,39.91,76.87
char_14221,female,26,overweight,0.3895,0.3095,0.3014,0.618,0.5834,0.4669,0.4017,0.3454,0.6454,0.3649,,balanced,0.3701,0.434,apple,157.79,42.14,125.65,118.19,131.35,72.36,36.67,32.98,28.82,27.17,17.51,20.16,20.94,41.1,36.48,36.48,72.96
char_14233,female,31,athletic_lean,0.0606,0.6062,0.2941,0.5639,0.4369,0.5985,0.3452,0.4989,0.3817,0.2985,,balanced,0.3285,0.6691,v_shape,157.51,34.65,106.39,81.12,98.99,57.7,29.75,30.02,24.08,20.34,14.23,21.02,18.93,39.96,37.93,35.4,73.32
char_14240,female,19,obese,0.7515,0.3159,0.3036,0.3045,0.5796,0.3898,0.4744,0.6045,0.4487,0.3864,,balanced,0.7921,0.3339,apple,153.9,50.68,131.08,163.17,179.99,96.72,45.55,46.95,36.05,30.13,19.71,22.38,19.64,42.02,35.6,37.55,73.14
char_14276,female,19,normal,0.2094,0.2587,0.2936,0.6312,0.6294,0.6096,0.3513,0.6513,0.3944,0.4253,,balanced,0.8245,0.7727,pear,157.95,37.19,111.54,100.02,118.54,66.33,32.11,33.9,26.71,22.17,15.42,22.13,19.03,41.16,38.09,35.46,73.54
char_14319,female,24,overweight,0.4655,0.1683,0.2927,0.548,0.5229,0.6059,0.5349,0.621,0.3371,0.6371,,balanced,0.8432,0.8406,pear,158.98,42.87,120.46,127.24,146.14,79.83,38.64,38.31,30.3,25.02,17.21,22.0,18.6,40.6,38.04,37.94,75.97
char_14326,female,34,obese,0.9258,0.2347,0.2817,0.1828,0.3044,0.2048,0.2483,0.1898,0.4737,0.1737,,balanced,0.2839,0.6628,apple,146.24,56.11,146.78,176.56,191.49,107.32,48.5,46.27,37.74,33.57,21.36,18.72,19.24,37.96,32.05,33.39,65.43
char_14335,female,21,overweight,0.3658,0.2515,0.2941,0.4189,0.7142,0.6971,0.4142,0.6033,0.6973,0.5937,,balanced,0.4211,0.5869,rectangle,156.64,40.3,104.67,115.15,130.62,72.8,35.25,35.25,29.17,26.42,17.22,22.21,21.16,43.37,39.29,36.37,75.66
char_14338,female,23,obese,0.9194,0.2575,0.2967,0.3828,0.6163,0.6339,0.394,0.6076,0.4991,0.6828,,balanced,0.7056,0.7751,apple,155.7,55.32,141.59,180.52,200.2,109.49,46.94,48.83,38.04,31.81,20.85,22.25,19.83,42.08,38.59,36.2,74.78
char_14360,female,18,obese,0.7226,0.2596,0.2977,0.5139,0.4792,0.4746,0.6371,0.3371,0.5601,0.6117,,balanced,0.4702,0.622,apple,159.0,50.46,138.1,154.93,170.35,91.78,45.96,40.12,33.83,30.22,19.65,20.14,20.25,40.39,36.48,39.53,76.0
char_14401,female,23,normal,0.3067,0.1405,0.2908,0.5115,0.7704,0.5737,0.7517,0.4704,0.6294,0.4991,,balanced,0.6174,0.479,rectangle,160.4,38.52,103.36,109.69,124.26,68.21,37.21,30.65,26.86,24.78,16.55,21.06,20.59,41.65,37.53,40.81,78.34
char_14416,female,14,obese,0.6797,0.183,0.2873,0.6715,0.5023,0.4512,0.4886,0.6392,0.7278,0.7512,,balanced,0.3411,0.7862,apple,156.77,49.25,139.31,147.56,160.77,86.19,41.88,42.31,34.39,30.44,19.55,22.03,21.22,43.25,35.62,37.01,72.61
char_14490,female,19,obese,0.9891,0.3062,0.2959,0.2114,0.4341,0.2308,0.3313,0.1341,0.3854,0.2415,,balanced,0.5738,0.6453,apple,149.48,58.39,151.95,188.23,205.36,117.86,50.92,46.47,38.26,33.97,21.7,18.65,18.96,37.6,33.08,35.19,68.27
char_14496,female,32,normal,0.2544,0.272,0.2974,0.2889,0.503,0.504,0.4122,0.2953,0.5725,0.5889,,balanced,0.4228,0.3566,rectangle,153.71,37.73,97.6,103.71,118.41,66.3,34.35,29.75,26.37,25.12,16.43,20.0,20.32,40.32,36.82,36.45,73.25
char_14510,female,22,overweight,0.5092,0.3455,0.2948,0.5424,0.5262,0.6395,0.7324,0.7134,0.4324,0.5881,,balanced,0.2407,0.4518,apple,161.79,44.77,121.57,130.16,143.92,79.09,42.01,40.94,31.67,25.81,17.57,22.82,19.33,42.16,38.58,40.76,79.33
char_14542,female,30,obese,0.6998,0.2103,0.2873,0.417,0.3176,0.3149,0.6149,0.3907,0.5042,0.5397,,balanced,0.6102,0.6034,apple,154.66,49.35,134.45,153.12,168.46,90.06,45.56,41.26,33.93,29.97,19.5,20.28,19.62,39.89,33.83,38.69,72.52
char_14579,female,22,underweight,0.0953,0.1537,0.2955,0.5819,0.2819,0.5431,0.3291,0.288,0.3192,0.3267,,balanced,0.3256,0.5746,v_shape,156.92,33.25,104.12,82.49,98.42,55.93,29.24,25.35,22.41,20.01,14.31,19.51,18.49,38.0,37.21,35.23,72.43
char_14617,female,14,overweight,0.5178,0.2251,0.2926,0.6602,0.5319,0.6716,0.4582,0.3716,0.4865,0.6302,,balanced,0.253,0.7519,apple,160.44,45.07,132.28,129.72,144.85,80.18,39.02,35.33,30.13,26.64,17.87,20.1,19.62,39.72,38.88,36.9,75.77
char_14634,female,20,overweight,0.4077,0.2197,0.2961,0.5393,0.5951,0.6536,0.3536,0.5355,0.411,0.3931,,balanced,0.7233,0.7025,pear,157.89,41.78,119.81,121.35,139.68,77.34,36.04,36.49,29.41,24.99,16.98,21.44,19.19,40.63,38.82,35.62,74.43
char_14641,female,28,obese,0.6409,0.327,0.3126,0.6978,0.54,0.5341,0.4606,0.4629,0.3978,0.4549,,balanced,0.4851,0.3103,apple,161.24,49.4,144.3,147.85,162.81,88.2,42.49,40.61,32.87,27.8,18.64,21.19,19.48,40.67,37.94,37.83,75.76
char_14696,female,20,athletic_hyper,0.1233,0.925,0.2847,0.0921,0.2121,0.1333,0.0659,0.101,0.1179,0.1317,,balanced,0.6711,0.7773,pear,142.93,38.06,106.4,93.8,113.32,65.47,33.59,34.13,27.06,23.95,15.84,18.18,17.0,35.17,31.11,30.91,62.01
char_14768,female,24,obese,0.7644,0.2009,0.2942,0.514,0.4585,0.4486,0.6965,0.3965,0.6145,0.6496,,balanced,0.8446,0.6602,apple,158.82,51.15,138.63,162.73,180.62,96.69,46.97,40.93,34.54,31.0,20.04,20.52,20.56,41.08,35.99,40.17,76.16
char_14770,female,40,athletic_lean,0.1272,0.5718,0.3388,0.4933,0.58,0.529,0.5517,0.6414,0.7161,0.4161,,balanced,0.886,0.8497,pear,162.01,36.24,98.29,91.52,110.59,62.08,32.99,32.57,26.38,24.04,15.54,23.52,22.37,45.89,39.08,40.3,79.37
char_14788,female,33,normal,0.2895,0.2242,0.3043,0.7156,0.5547,0.646,0.6194,0.4656,0.7301,0.4301,,balanced,0.2532,0.8164,v_shape,163.81,39.09,117.48,104.54,119.16,66.91,35.69,30.66,27.07,25.73,16.74,21.13,21.62,42.75,39.07,39.65,78.72
char_14790,female,16,overweight,0.502,0.2406,0.2982,0.5133,0.7804,0.4804,0.7618,0.6646,0.7559,0.6842,,balanced,0.5587,0.3352,apple,159.38,43.66,113.55,131.63,144.41,77.57,41.01,38.04,31.33,28.03,18.19,22.78,21.68,44.46,36.59,41.27,77.85
char_14860,female,26,athletic_lean,0.0589,0.5533,0.2639,0.457,0.5804,0.4488,0.567,0.4185,0.3668,0.2804,,pull_dominant,0.8738,0.8098,pear,153.97,34.37,98.0,83.23,101.78,57.29,31.93,28.4,23.49,20.21,14.21,19.81,18.1,37.91,34.6,36.99,71.58
char_14867,female,19,overweight,0.5489,0.2862,0.2932,0.5436,0.3843,0.3975,0.6146,0.5399,0.3146,0.4528,,balanced,0.8694,0.7103,pear,158.03,46.06,132.68,138.05,155.66,83.86,42.7,40.69,31.86,26.17,17.83,21.32,18.45,39.77,35.24,38.99,74.22
char_14885,female,22,obese,0.9294,0.1909,0.298,0.3787,0.4687,0.6787,0.5952,0.5464,0.6695,0.636,,balanced,0.6474,0.6905,apple,159.16,55.11,141.4,180.83,200.39,109.04,49.05,47.08,38.08,33.39,21.36,21.88,21.05,42.93,39.29,39.04,78.31
char_14886,female,34,athletic_hyper,0.0856,0.7235,0.2772,0.7806,0.8547,0.7532,0.6406,0.9406,0.8375,0.7885,,balanced,0.463,0.6781,hourglass,161.52,35.86,100.89,85.68,102.15,58.45,30.49,33.69,26.15,22.47,14.98,24.17,21.86,46.03,39.24,38.67,77.9
char_14890,female,35,obese,0.7271,0.239,0.2964,0.6485,0.5154,0.6347,0.3717,0.4267,0.6466,0.6717,,balanced,0.2981,0.5782,apple,158.81,51.08,144.57,154.39,169.51,92.13,42.7,40.43,34.14,30.73,19.82,20.67,20.84,41.51,38.53,35.88,74.41
char_14903,female,28,obese,0.6549,0.1938,0.2218,0.5027,0.4174,0.6654,0.5401,0.3654,0.4871,0.5689,,balanced,0.6172,0.8666,rectangle,152.07,48.02,132.64,147.65,166.36,91.07,43.07,38.45,32.29,28.49,18.92,18.42,17.94,36.36,35.61,34.72,70.33
char_14921,female,37,overweight,0.5431,0.3325,0.2611,0.3551,0.3447,0.4364,0.6447,0.3484,0.4002,0.502,,balanced,0.8739,0.2191,apple,153.17,45.39,121.93,139.83,157.28,84.85,42.72,37.72,31.11,27.19,18.1,19.34,18.26,37.6,34.32,37.92,72.23
char_14933,female,23,overweight,0.5355,0.2784,0.2946,0.6628,0.5894,0.5864,0.628,0.65,0.4079,0.7079,,balanced,0.4347,0.6841,rectangle,161.29,45.62,130.17,133.23,148.07,80.68,40.93,39.77,31.5,26.04,17.75,22.21,19.15,41.35,37.84,39.3,77.13
char_15013,male,29,normal,0.2847,0.2835,0.3722,0.5718,0.5119,0.6537,0.3634,0.5578,0.4453,0.3537,,balanced,0.8649,0.8418,pear,166.77,40.44,115.97,109.33,129.99,73.8,35.45,36.45,28.72,24.43,16.24,23.47,21.24,44.71,42.25,39.31,81.55
char_15020,male,38,obese,0.8318,0.1719,0.4239,0.6422,0.3837,0.5763,0.3422,0.4858,0.5295,0.3751,,balanced,0.6607,0.5281,apple,172.0,56.03,279.13,170.44,189.08,102.6,45.95,46.2,37.08,32.04,20.54,24.18,23.06,47.24,43.56,41.42,84.97
char_15029,male,27,overweight,0.5656,0.2185,0.4341,0.5127,0.4882,0.4924,0.5636,0.3249,0.3911,0.2636,,balanced,0.5892,0.8476,rectangle,173.89,47.46,129.65,137.91,155.24,85.5,43.88,38.58,31.92,27.83,18.3,23.33,22.31,45.63,42.93,44.92,87.84
char_15109,male,17,obese,0.9669,0.1913,0.4423,0.5896,0.6514,0.5377,0.6238,0.3514,0.4262,0.604,,balanced,0.4844,0.7665,apple,176.4,59.85,276.0,183.56,200.76,109.24,51.9,46.49,37.97,32.17,21.08,23.78,22.76,46.53,43.93,46.15,90.07
char_15130,male,25,overweight,0.4954,0.1878,0.4283,0.4924,0.5531,0.4982,0.4746,0.5863,0.7292,0.4292,,balanced,0.7151,0.6619,pear,170.59,44.58,115.42,130.81,147.5,80.52,39.77,39.67,32.21,28.86,18.34,25.37,24.59,49.96,42.69,43.42,86.1
char_15134,male,18,overweight,0.5441,0.2776,0.4272,0.1821,0.3732,0.4498,0.2231,0.4821,0.229,0.443,,balanced,0.3973,0.4786,apple,163.91,46.28,113.96,135.89,151.92,84.48,40.98,43.74,33.19,27.02,17.96,24.56,21.02,45.58,41.95,39.9,81.84
