char_id,gender,fat_score,muscle_score,hip_score,waist_def_score,height_score,shoulder_w,waist_w,hip_w,hip_over_shoulder,waist_over_hip,waist_over_shoulder,chest_circ_cm,waist_circ_cm,hip_circ_cm
char_11278,female,0.3076,0.2302,0.3237,0.4857,0.2975,0.3145,0.1855,0.2285,0.7267,0.812,0.5901,120.98,107.78,119.98
char_11284,female,0.9061,0.2952,0.7836,0.2914,0.298,0.3262,0.2871,0.334,1.024,0.8596,0.8802,290.94,181.65,199.23
char_11300,female,0.1853,0.2709,0.2346,0.8105,0.213,0.2988,0.1738,0.2246,0.7516,0.7739,0.5817,93.18,94.15,108.18
char_11371,female,0.404,0.23,0.6037,0.5535,0.2952,0.3105,0.1973,0.252,0.8113,0.7829,0.6352,123.16,120.92,136.93
char_11387,female,0.6881,0.2814,0.3235,0.3111,0.2885,0.3262,0.2598,0.2871,0.8802,0.9048,0.7964,137.07,150.84,163.33
char_11432,female,0.3315,0.2807,0.3069,0.2301,0.288,0.3125,0.1855,0.2266,0.725,0.819,0.5938,117.56,112.15,123.15
char_11490,female,0.0877,0.4995,0.4004,0.269,0.3005,0.3145,0.1504,0.2012,0.6398,0.7476,0.4783,95.6,85.39,98.85
char_11514,female,0.1997,0.1285,0.7512,0.2904,0.2932,0.3066,0.1777,0.2246,0.7325,0.7913,0.5796,93.81,98.75,113.0
char_11565,female,0.2433,0.2757,0.8481,0.8557,0.3822,0.3301,0.1738,0.2207,0.6686,0.7876,0.5266,97.04,103.18,122.73
char_11613,female,0.6405,0.3311,0.7961,0.323,0.2827,0.3145,0.2598,0.3027,0.9627,0.8581,0.8261,129.68,150.67,168.11
char_11662,female,0.3013,0.2052,0.7602,0.3528,0.2957,0.3223,0.1777,0.2285,0.7091,0.7778,0.5515,114.96,110.46,126.13
char_11698,female,0.1381,0.5609,0.6716,0.6981,0.2961,0.3145,0.1582,0.2207,0.7019,0.7168,0.5031,109.91,92.33,109.32
char_11783,female,0.5243,0.2298,0.74,0.3376,0.3238,0.3066,0.2402,0.291,0.949,0.8255,0.7834,128.61,135.44,149.83
char_11804,female,0.7,0.3263,0.3163,0.7229,0.297,0.3184,0.248,0.291,0.9141,0.8523,0.7791,147.12,151.47,167.24
char_11832,female,0.1926,0.2077,0.4646,0.4057,0.2952,0.3066,0.166,0.2168,0.707,0.7658,0.5414,102.05,96.61,111.4
char_11838,female,0.2052,0.1625,0.2294,0.8329,0.3092,0.2988,0.166,0.2168,0.7255,0.7658,0.5556,113.2,95.26,108.66
char_11844,female,0.7,0.3246,0.4516,0.5655,0.2982,0.3262,0.2578,0.2949,0.9042,0.8742,0.7904,136.47,152.91,168.49
char_11856,female,0.5067,0.2308,0.7742,0.3706,0.2947,0.3184,0.2246,0.2754,0.865,0.8156,0.7055,130.85,133.59,148.65
char_11866,female,0.5049,0.3218,0.4537,0.8098,0.2518,0.3262,0.2129,0.2559,0.7844,0.8321,0.6527,130.79,129.6,144.65
char_11899,female,0.0739,0.4,0.3662,0.5181,0.2502,0.3027,0.1426,0.2012,0.6645,0.7087,0.471,96.13,82.48,97.65
char_11946,female,0.4939,0.1882,0.6285,0.8672,0.372,0.334,0.209,0.248,0.7427,0.8425,0.6257,115.6,129.5,147.16
char_11955,female,0.1196,0.536,0.4811,0.5668,0.2969,0.3066,0.1543,0.2129,0.6943,0.7248,0.5032,105.02,89.19,104.77
char_12003,female,0.6831,0.2073,0.5405,0.6347,0.2948,0.3184,0.252,0.293,0.9202,0.86,0.7914,125.03,151.05,168.94
char_12012,female,0.4951,0.2329,0.4594,0.4958,0.296,0.3086,0.2246,0.2637,0.8544,0.8519,0.7278,116.07,129.35,143.57
char_12025,female,0.1041,0.4759,0.494,0.4624,0.2942,0.3066,0.1543,0.2129,0.6943,0.7248,0.5032,92.02,87.46,105.4
char_12028,female,0.7453,0.257,0.7083,0.4106,0.2944,0.3223,0.2715,0.3145,0.9758,0.8634,0.8424,130.18,160.94,179.11
char_12155,female,0.1369,0.9771,0.4518,0.3012,0.2938,0.334,0.166,0.2168,0.6491,0.7658,0.4971,112.52,96.48,114.79
char_12166,female,0.4367,0.3112,0.3966,0.4207,0.2963,0.3105,0.2051,0.248,0.7987,0.8268,0.6604,122.93,123.34,135.49
char_12204,female,0.6516,0.2804,0.3031,0.6404,0.2858,0.3223,0.2598,0.291,0.903,0.8926,0.8061,124.86,145.82,160.16
char_12248,female,0.1023,0.5254,0.4286,0.5185,0.2955,0.3027,0.1582,0.209,0.6903,0.757,0.5226,93.19,87.36,99.94
char_12283,female,0.6906,0.2948,0.7071,0.2479,0.3195,0.3301,0.252,0.291,0.8817,0.8658,0.7633,137.01,155.78,174.1
char_12316,female,0.5687,0.3126,0.6893,0.6258,0.3131,0.3027,0.2324,0.2949,0.9742,0.7881,0.7677,139.23,139.53,155.79
char_12398,female,0.0889,0.4805,0.3876,0.4464,0.2956,0.3066,0.1543,0.209,0.6815,0.7383,0.5032,91.05,85.67,99.15
char_12400,female,0.7137,0.2118,0.5209,0.5141,0.2928,0.3262,0.2676,0.2949,0.9042,0.9073,0.8204,127.25,154.44,170.3
char_12413,female,0.0438,0.1323,0.4904,0.4335,0.3798,0.2832,0.127,0.1895,0.669,0.6701,0.4483,91.74,75.2,92.03
char_12430,female,0.8665,0.2348,0.6778,0.6551,0.2959,0.3301,0.2793,0.3223,0.9763,0.8667,0.8462,143.48,174.32,194.08
char_12480,female,0.1019,0.5016,0.754,0.7778,0.2954,0.3145,0.1465,0.209,0.6646,0.7009,0.4658,101.97,87.02,104.65
char_12504,female,0.0968,0.6832,0.8359,0.7874,0.2978,0.3066,0.1504,0.2207,0.7197,0.6814,0.4904,103.77,88.0,107.64
char_12560,female,0.1008,0.5,0.2445,0.801,0.3489,0.3184,0.1426,0.1973,0.6196,0.7228,0.4479,90.19,85.66,100.96
char_12609,female,0.4496,0.3126,0.6766,0.7738,0.2921,0.3145,0.209,0.2598,0.8261,0.8045,0.6646,124.1,125.15,142.04
char_12672,female,0.5457,0.2172,0.3719,0.8543,0.3033,0.3184,0.2246,0.2637,0.8282,0.8519,0.7055,123.44,132.72,147.34
char_12685,female,0.3902,0.2555,0.5785,0.2909,0.2922,0.3105,0.1934,0.2402,0.7736,0.8049,0.6226,126.64,120.13,133.3
char_12718,female,0.1009,0.4165,0.3619,0.675,0.3222,0.3145,0.1426,0.1895,0.6025,0.7526,0.4534,94.9,84.8,98.58
char_12735,female,0.1183,0.6109,0.6846,0.4603,0.3237,0.3066,0.1543,0.2246,0.7325,0.687,0.5032,98.52,90.89,108.83
char_12739,female,0.9304,0.2822,0.7817,0.35,0.2976,0.3223,0.3145,0.3457,1.0727,0.9096,0.9758,142.58,184.39,204.02
char_12781,female,0.4933,0.1932,0.8757,0.283,0.3009,0.3223,0.2188,0.2598,0.8061,0.8421,0.6788,121.98,133.2,147.75
char_12795,female,0.916,0.2657,0.742,0.634,0.3048,0.3379,0.291,0.3262,0.9653,0.8922,0.8613,283.28,180.78,199.24
char_12808,female,0.1054,0.5924,0.3268,0.6324,0.3038,0.3184,0.1504,0.2051,0.6442,0.7333,0.4724,95.19,86.88,101.45
char_12830,female,0.1274,0.8026,0.794,0.4542,0.2953,0.3223,0.1543,0.209,0.6485,0.7383,0.4788,117.32,94.79,112.11
char_12855,female,0.8463,0.27,0.6584,0.8221,0.3098,0.3262,0.2754,0.3145,0.9641,0.8758,0.8443,148.44,170.75,188.99
char_12879,female,0.1215,0.6914,0.6215,0.6145,0.2949,0.3105,0.1621,0.2168,0.6981,0.7477,0.522,97.29,90.95,106.39
char_12931,female,0.0899,0.8178,0.4775,0.5302,0.2952,0.3047,0.1504,0.2129,0.6987,0.7064,0.4936,109.95,87.5,105.48
char_12981,female,0.0742,0.051,0.2562,0.2334,0.3372,0.291,0.1309,0.1777,0.6107,0.7363,0.4497,97.58,78.66,91.19
char_13043,female,0.0567,0.0828,0.8176,0.5443,0.2951,0.2832,0.127,0.1973,0.6966,0.6436,0.4483,86.73,76.82,95.38
char_13062,female,0.0402,0.1648,0.2418,0.492,0.2958,0.291,0.123,0.1816,0.6242,0.6774,0.4228,88.39,74.23,89.35
char_13063,female,0.2914,0.265,0.6103,0.5484,0.2954,0.3145,0.1855,0.2324,0.7391,0.7983,0.5901,102.21,107.6,123.41
char_13064,female,0.2019,0.2006,0.2967,0.5429,0.2964,0.3105,0.1621,0.2129,0.6855,0.7615,0.522,111.03,96.15,109.08
char_13076,female,0.8756,0.3447,0.2552,0.6634,0.3107,0.3262,0.2676,0.3027,0.9281,0.8839,0.8204,158.28,170.9,185.19
char_13120,female,0.2478,0.1969,0.5486,0.5133,0.2966,0.3184,0.166,0.2207,0.6933,0.7522,0.5215,111.63,102.58,118.24
char_13222,female,0.1191,0.4733,0.7939,0.63,0.2957,0.3066,0.1543,0.2129,0.6943,0.7248,0.5032,102.87,90.64,105.3
char_13249,female,0.494,0.1883,0.2897,0.8603,0.339,0.3262,0.2129,0.252,0.7725,0.845,0.6527,122.99,126.76,141.95
char_13291,female,0.3075,0.244,0.8927,0.7684,0.2907,0.3145,0.1855,0.2441,0.7764,0.76,0.5901,111.26,110.28,128.51
char_13293,female,0.4356,0.2973,0.759,0.4895,0.296,0.3125,0.209,0.2637,0.8438,0.7926,0.6688,113.58,125.57,144.3
char_13302,female,0.3335,0.2802,0.7424,0.5848,0.2965,0.3105,0.1934,0.248,0.7987,0.7795,0.6226,107.43,113.43,132.35
char_13373,female,0.2903,0.195,0.4919,0.8776,0.2954,0.3027,0.1777,0.2363,0.7806,0.7521,0.5871,117.44,106.4,122.32
char_13409,female,0.421,0.311,0.5748,0.67,0.2922,0.3223,0.2129,0.2559,0.7939,0.8321,0.6606,111.68,121.59,138.16
char_13500,female,0.0899,0.5368,0.3123,0.3167,0.296,0.3027,0.1504,0.209,0.6903,0.7196,0.4968,94.73,85.75,100.79
char_13548,female,0.6803,0.2599,0.5434,0.4273,0.3088,0.3184,0.2559,0.2871,0.9018,0.8912,0.8037,128.72,151.71,165.78
char_13616,female,0.9263,0.2372,0.863,0.5634,0.2973,0.3184,0.2852,0.3418,1.0736,0.8343,0.8957,160.79,183.53,202.4
char_13639,female,0.8996,0.2755,0.6755,0.5703,0.2987,0.334,0.2715,0.3184,0.9532,0.8528,0.8129,288.06,178.78,197.2
char_13641,female,0.4414,0.2888,0.8489,0.6689,0.2911,0.3105,0.2207,0.2754,0.8868,0.8014,0.7107,117.36,126.25,143.02
char_13667,female,0.2209,0.1233,0.4172,0.655,0.2949,0.3066,0.166,0.2168,0.707,0.7658,0.5414,101.2,98.75,112.83
char_13669,female,0.4746,0.187,0.5281,0.6332,0.2956,0.3105,0.209,0.2598,0.8365,0.8045,0.673,128.97,126.67,140.71
char_13672,female,0.1418,0.5603,0.6961,0.7338,0.3496,0.3105,0.1504,0.209,0.673,0.7196,0.4843,106.54,92.93,108.39
char_13689,female,0.4416,0.2609,0.2395,0.2733,0.2949,0.3027,0.2285,0.2598,0.8581,0.8797,0.7548,111.15,122.98,133.92
char_13715,female,0.2887,0.1724,0.321,0.6043,0.296,0.3145,0.1816,0.2246,0.7143,0.8087,0.5776,109.1,104.88,117.47
char_13779,female,0.7292,0.1929,0.389,0.3479,0.2985,0.3301,0.2676,0.2871,0.8698,0.932,0.8107,130.08,155.82,168.13
char_13811,female,0.0691,0.5099,0.5198,0.4098,0.294,0.3105,0.1426,0.2051,0.6604,0.6952,0.4591,102.4,82.9,98.41
char_13816,female,0.0946,0.555,0.833,0.8804,0.2529,0.3184,0.1387,0.209,0.6564,0.6636,0.4356,108.89,86.64,106.03
char_13824,female,0.0322,0.0962,0.5147,0.5636,0.2962,0.2832,0.123,0.1816,0.6414,0.6774,0.4345,79.72,71.96,87.27
char_13908,female,0.0796,0.8099,0.7211,0.6615,0.2962,0.3145,0.1504,0.2129,0.677,0.7064,0.4783,97.39,87.65,107.84
char_13945,female,0.8941,0.2488,0.3164,0.5401,0.2992,0.334,0.2988,0.3184,0.9532,0.9387,0.8947,139.83,173.96,190.83
char_13956,female,0.1039,0.7336,0.6201,0.8597,0.2105,0.2793,0.166,0.2324,0.8322,0.7143,0.5944,109.15,89.07,104.71
char_14008,female,0.9082,0.2499,0.4396,0.5651,0.2951,0.3301,0.2793,0.3184,0.9645,0.8773,0.8462,288.44,176.66,192.05
char_14043,female,0.5924,0.2312,0.5362,0.8466,0.2947,0.3184,0.2324,0.2754,0.865,0.844,0.7301,139.72,139.66,155.54
char_14048,female,0.7481,0.1732,0.5153,0.2825,0.2918,0.3301,0.2676,0.2988,0.9053,0.8954,0.8107,132.49,159.5,175.37
char_14053,female,0.2664,0.1898,0.6697,0.6125,0.2965,0.3145,0.1816,0.2324,0.7391,0.7815,0.5776,97.49,105.13,120.98
char_14072,female,0.3032,0.2553,0.4966,0.2928,0.2949,0.3105,0.1895,0.2363,0.761,0.8017,0.6101,102.75,110.1,125.71
char_14091,female,0.887,0.1663,0.8198,0.8315,0.2267,0.3145,0.2871,0.3535,1.1242,0.8122,0.913,295.33,177.32,197.39
char_14103,female,0.1241,0.8407,0.277,0.7423,0.2968,0.3203,0.1582,0.2129,0.6646,0.7431,0.4939,107.1,90.99,106.66
char_14139,female,0.397,0.2991,0.7807,0.5181,0.2915,0.3184,0.1973,0.252,0.7914,0.7829,0.6196,122.53,121.39,137.6
char_14141,female,0.1101,0.1381,0.3142,0.3977,0.2953,0.291,0.1543,0.2012,0.6913,0.767,0.5302,87.44,85.19,96.87
char_14149,female,0.8057,0.2152,0.4297,0.3975,0.2941,0.3301,0.2754,0.3027,0.9172,0.9097,0.8343,145.16,165.03,180.2
char_14156,female,0.8365,0.1777,0.5842,0.4167,0.2912,0.3184,0.2812,0.3223,1.0123,0.8727,0.8834,146.63,170.12,184.75
char_14173,female,0.3242,0.2362,0.5362,0.4333,0.2943,0.3066,0.1934,0.2402,0.7834,0.8049,0.6306,102.41,111.63,125.17
char_14176,female,0.8624,0.1965,0.4278,0.6112,0.2959,0.3262,0.2637,0.3105,0.9521,0.8491,0.8084,157.63,170.91,186.78
char_14201,female,0.8481,0.163,0.4666,0.5142,0.2933,0.3223,0.3027,0.3262,1.0121,0.9281,0.9394,135.64,170.07,186.52
char_14220,female,0.7647,0.2742,0.3462,0.7563,0.3037,0.3223,0.2676,0.2988,0.9273,0.8954,0.8303,132.66,158.16,173.99
char_14221,female,0.3895,0.3095,0.3701,0.434,0.3014,0.3066,0.1973,0.2441,0.7962,0.808,0.6433,125.65,118.19,131.35
char_14233,female,0.0606,0.6062,0.3285,0.6691,0.2941,0.3066,0.1387,0.2051,0.6688,0.6762,0.4522,106.39,81.12,98.99
char_14240,female,0.7515,0.3159,0.7921,0.3339,0.3036,0.3262,0.291,0.3184,0.976,0.9141,0.8922,131.08,163.17,179.99
char_14276,female,0.2094,0.2587,0.8245,0.7727,0.2936,0.3145,0.166,0.2285,0.7267,0.7265,0.528,111.54,100.02,118.54
char_14319,female,0.4655,0.1683,0.8432,0.8406,0.2927,0.3223,0.209,0.2637,0.8182,0.7926,0.6485,120.46,127.24,146.14
char_14326,female,0.9258,0.2347,0.2839,0.6628,0.2817,0.3066,0.3145,0.3535,1.1529,0.8895,1.0255,146.78,176.56,191.49
char_14335,female,0.3658,0.2515,0.4211,0.5869,0.2941,0.3145,0.2051,0.2441,0.7764,0.84,0.6522,104.67,115.15,130.62
char_14338,female,0.9194,0.2575,0.7056,0.7751,0.2967,0.3262,0.3105,0.3418,1.0479,0.9086,0.9521,141.59,180.52,200.2
char_14360,female,0.7226,0.2596,0.4702,0.622,0.2977,0.3184,0.2539,0.291,0.9141,0.8725,0.7975,138.1,154.93,170.35
char_14401,female,0.3067,0.1405,0.6174,0.479,0.2908,0.3145,0.1816,0.2285,0.7267,0.7949,0.5776,103.36,109.69,124.26
char_14416,female,0.6797,0.183,0.3411,0.7862,0.2873,0.3184,0.248,0.2832,0.8896,0.8759,0.7791,139.31,147.56,160.77
char_14490,female,0.9891,0.3062,0.5738,0.6453,0.2959,0.3105,0.3262,0.3652,1.1761,0.893,1.0503,151.95,188.23,205.36
char_14496,female,0.2544,0.272,0.4228,0.3566,0.2974,0.2988,0.1855,0.2324,0.7778,0.7983,0.6209,97.6,103.71,118.41
char_14510,female,0.5092,0.3455,0.2407,0.4518,0.2948,0.3301,0.2168,0.252,0.7633,0.8605,0.6568,121.57,130.16,143.92
char_14542,female,0.6998,0.2103,0.6102,0.6034,0.2873,0.3145,0.2559,0.2988,0.9503,0.8562,0.8137,134.45,153.12,168.46
char_14579,female,0.0953,0.1537,0.3256,0.5746,0.2955,0.291,0.1426,0.2012,0.6913,0.7087,0.4899,104.12,82.49,98.42
char_14617,female,0.5178,0.2251,0.253,0.7519,0.2926,0.3145,0.209,0.2559,0.8137,0.8168,0.6646,132.28,129.72,144.85
char_14634,female,0.4077,0.2197,0.7233,0.7025,0.2961,0.3145,0.1973,0.2559,0.8137,0.771,0.6273,119.81,121.35,139.68
char_14641,female,0.6409,0.327,0.4851,0.3103,0.3126,0.3223,0.2363,0.2793,0.8667,0.8462,0.7333,144.3,147.85,162.81
char_14696,female,0.1233,0.925,0.6711,0.7773,0.2847,0.3008,0.1738,0.2441,0.8117,0.712,0.5779,106.4,93.8,113.32
char_14768,female,0.7644,0.2009,0.8446,0.6602,0.2942,0.3184,0.2637,0.3105,0.9755,0.8491,0.8282,138.63,162.73,180.62
char_14770,female,0.1272,0.5718,0.886,0.8497,0.3388,0.3223,0.1543,0.2129,0.6606,0.7248,0.4788,98.29,91.52,110.59
char_14788,female,0.2895,0.2242,0.2532,0.8164,0.3043,0.3145,0.1699,0.2168,0.6894,0.7838,0.5404,117.48,104.54,119.16
char_14790,female,0.502,0.2406,0.5587,0.3352,0.2982,0.3223,0.2324,0.2559,0.7939,0.9084,0.7212,113.55,131.63,144.41
char_14860,female,0.0589,0.5533,0.8738,0.8098,0.2639,0.2988,0.1387,0.2129,0.7124,0.6514,0.4641,98.0,83.23,101.78
char_14867,female,0.5489,0.2862,0.8694,0.7103,0.2932,0.3223,0.2207,0.2793,0.8667,0.7902,0.6848,132.68,138.05,155.66
char_14885,female,0.9294,0.1909,0.6474,0.6905,0.298,0.3301,0.3027,0.334,1.0118,0.9064,0.9172,141.4,180.83,200.39
char_14886,female,0.0856,0.7235,0.463,0.6781,0.2772,0.3223,0.1465,0.2012,0.6242,0.7282,0.4545,100.89,85.68,102.15
char_14890,female,0.7271,0.239,0.2981,0.5782,0.2964,0.3145,0.2539,0.291,0.9255,0.8725,0.8075,144.57,154.39,169.51
char_14903,female,0.6549,0.1938,0.6172,0.8666,0.2218,0.3027,0.2441,0.3066,1.0129,0.7962,0.8065,132.64,147.65,166.36
char_14921,female,0.5431,0.3325,0.8739,0.2191,0.2611,0.3086,0.2344,0.2871,0.9304,0.8163,0.7595,121.93,139.83,157.28
char_14933,female,0.5355,0.2784,0.4347,0.6841,0.2946,0.3262,0.2168,0.2598,0.7964,0.8346,0.6647,130.17,133.23,148.07
char_15013,male,0.2847,0.2835,0.8649,0.8418,0.3722,0.3262,0.1738,0.2363,0.7246,0.7355,0.5329,115.97,109.33,129.99
char_15020,male,0.8318,0.1719,0.6607,0.5281,0.4239,0.3379,0.2598,0.2949,0.8728,0.8808,0.7688,279.13,170.44,189.08
char_15029,male,0.5656,0.2185,0.5892,0.8476,0.4341,0.334,0.2129,0.252,0.7544,0.845,0.6374,129.65,137.91,155.24
char_15109,male,0.9669,0.1913,0.4844,0.7665,0.4423,0.3457,0.2812,0.2988,0.8644,0.9412,0.8136,276.0,183.56,200.76
char_15130,male,0.4954,0.1878,0.7151,0.6619,0.4283,0.334,0.2129,0.248,0.7427,0.8583,0.6374,115.42,130.81,147.5
char_15134,male,0.5441,0.2776,0.3973,0.4786,0.4272,0.334,0.2324,0.2637,0.7895,0.8815,0.6959,113.96,135.89,151.92
char_15158,male,0.5164,0.229,0.6809,0.8228,0.429,0.3379,0.2168,0.252,0.7457,0.8605,0.6416,120.92,132.78,150.25
char_15166,male,0.3128,0.1787,0.8797,0.2796,0.3974,0.3262,0.1895,0.2324,0.7126,0.8151,0.5808,100.99,113.21,128.35
char_15170,male,0.8045,0.2265,0.6404,0.8215,0.4145,0.3242,0.2598,0.3027,0.9337,0.8581,0.8012,148.83,166.2,183.21
char_15174,male,0.0529,0.5198,0.4305,0.4413,0.3896,0.3066,0.1309,0.1973,0.6433,0.6634,0.4268,91.92,78.29,97.63
char_15185,male,0.1091,0.4,0.4705,0.4603,0.4313,0.3281,0.1406,0.1895,0.5774,0.7423,0.4286,98.4,87.92,104.0
char_15216,male,0.0919,0.7923,0.475,0.639,0.427,0.332,0.1426,0.2129,0.6412,0.6697,0.4294,125.36,89.09,109.97
char_15219,male,0.4594,0.2596,0.7527,0.4228,0.4241,0.3301,0.2031,0.2441,0.7396,0.832,0.6154,126.23,129.33,145.13
char_15222,male,0.3386,0.2671,0.502,0.4361,0.4293,0.334,0.1816,0.2246,0.6725,0.8087,0.5439,123.73,113.58,127.69
char_15253,male,0.3872,0.1669,0.2539,0.8081,0.435,0.3223,0.2012,0.2285,0.7091,0.8803,0.6242,101.98,115.06,127.06
char_15335,male,0.8124,0.2898,0.6216,0.8478,0.4746,0.3477,0.2676,0.291,0.8371,0.9195,0.7697,265.69,167.38,186.83
char_15370,male,0.4288,0.2541,0.3401,0.4394,0.4283,0.334,0.2012,0.2363,0.7076,0.8512,0.6023,112.3,122.61,138.53
char_15438,male,0.7,0.3169,0.7062,0.7357,0.4267,0.334,0.2363,0.2754,0.8246,0.8582,0.7076,147.01,155.69,172.42
char_15477,male,0.7668,0.2787,0.316,0.6656,0.4278,0.3301,0.2637,0.2891,0.8757,0.9122,0.7988,276.19,159.54,173.68
char_15542,male,0.175,0.1521,0.4592,0.5611,0.4286,0.3301,0.1582,0.2051,0.6213,0.7714,0.4793,93.65,94.6,110.74
char_15557,male,0.0234,0.1668,0.7748,0.2546,0.4236,0.3027,0.1113,0.1777,0.5871,0.6264,0.3677,80.99,70.17,91.77
char_15573,male,0.5283,0.3323,0.7878,0.2605,0.4272,0.3262,0.2207,0.2598,0.7964,0.8496,0.6766,132.46,138.39,154.43
char_15613,male,0.1025,0.4306,0.2201,0.3411,0.468,0.3301,0.1367,0.1816,0.5503,0.7527,0.4142,113.92,85.94,98.84
char_15622,male,0.4219,0.2764,0.6965,0.5613,0.4289,0.3223,0.1973,0.248,0.7697,0.7953,0.6121,118.78,124.05,141.48
char_15681,male,0.237,0.1972,0.4755,0.5624,0.4313,0.3262,0.166,0.209,0.6407,0.7944,0.509,97.6,101.44,117.57
char_15707,male,0.1392,0.4521,0.2394,0.3011,0.3194,0.3105,0.1699,0.2246,0.7233,0.7565,0.5472,98.18,92.79,106.29
char_15720,male,0.0942,0.5161,0.8635,0.8427,0.4575,0.3262,0.1387,0.2051,0.6287,0.6762,0.4251,103.68,86.71,106.21
char_15742,male,0.0812,0.1792,0.8354,0.8772,0.3402,0.2988,0.125,0.1895,0.634,0.6598,0.4183,90.61,79.24,97.4
char_15757,male,0.1298,0.4634,0.6995,0.2766,0.4306,0.3359,0.1543,0.2051,0.6105,0.7524,0.4593,98.42,93.29,112.84
char_15781,male,0.897,0.2943,0.3904,0.3908,0.4282,0.3379,0.291,0.3066,0.9075,0.949,0.8613,264.96,177.05,193.53
char_15785,male,0.306,0.1803,0.4763,0.6683,0.4289,0.3262,0.1777,0.2168,0.6647,0.8198,0.5449,105.71,108.83,123.92
char_15798,male,0.2567,0.2264,0.4459,0.8027,0.432,0.3418,0.1582,0.2012,0.5886,0.7864,0.4629,116.84,102.59,116.58
char_15818,male,0.3973,0.2724,0.8045,0.7824,0.4263,0.334,0.2012,0.2441,0.731,0.824,0.6023,118.14,121.31,139.26
char_15863,male,0.8465,0.3148,0.4324,0.6091,0.4273,0.3457,0.2715,0.2949,0.8531,0.9205,0.7853,265.14,170.93,189.41
char_15906,male,0.1176,0.7978,0.7755,0.4853,0.3568,0.3359,0.1699,0.2285,0.6802,0.7436,0.5058,112.7,97.3,115.36
char_15997,male,0.9678,0.1748,0.3119,0.2531,0.55,0.3457,0.2598,0.2676,0.774,0.9708,0.7514,277.02,182.85,196.46
char_16024,male,0.4085,0.2214,0.7626,0.5363,0.4296,0.334,0.1934,0.2324,0.6959,0.8319,0.5789,117.16,122.29,139.38
char_16034,male,0.7,0.2184,0.3934,0.5754,0.4283,0.3379,0.2402,0.2715,0.8035,0.8849,0.711,143.59,152.61,168.7
char_16058,male,0.0194,0.0682,0.6378,0.4737,0.4267,0.2852,0.0996,0.1582,0.5548,0.6296,0.3493,87.09,65.31,83.12
char_16098,male,0.1031,0.4,0.4045,0.501,0.4287,0.3223,0.1387,0.1934,0.6,0.7172,0.4303,111.95,86.72,102.17
char_16109,male,0.6601,0.205,0.4996,0.5589,0.438,0.332,0.2402,0.2715,0.8176,0.8849,0.7235,131.08,149.5,166.31
char_16148,male,0.0651,0.1041,0.5292,0.8814,0.3894,0.2988,0.1191,0.1816,0.6078,0.6559,0.3987,84.74,72.8,90.32
char_16152,male,0.4646,0.3095,0.7555,0.6568,0.4275,0.3301,0.2012,0.2441,0.7396,0.824,0.6095,129.04,129.23,146.89
char_16186,male,0.1035,0.5311,0.5886,0.6624,0.3618,0.3066,0.1504,0.2207,0.7197,0.6814,0.4904,95.51,87.65,108.54
char_16209,male,0.3187,0.1961,0.813,0.6376,0.4285,0.334,0.1895,0.2285,0.6842,0.8291,0.5673,99.41,111.84,130.15
char_16282,male,0.2361,0.1742,0.3996,0.88,0.4188,0.3301,0.1543,0.2051,0.6213,0.7524,0.4675,109.75,99.98,117.14
char_16305,male,0.6679,0.1596,0.8134,0.4052,0.4355,0.3418,0.2441,0.2676,0.7829,0.9124,0.7143,122.22,152.77,171.26
char_16333,male,0.8524,0.2716,0.2885,0.6073,0.4341,0.334,0.2676,0.291,0.8713,0.9195,0.8012,283.45,169.22,184.26
char_16452,male,0.0707,0.6131,0.4947,0.4848,0.4277,0.3359,0.1328,0.1855,0.5523,0.7158,0.3953,120.52,84.1,97.79
char_16464,male,0.0889,0.8668,0.5217,0.6548,0.4273,0.334,0.1465,0.2051,0.614,0.7143,0.4386,133.94,92.69,110.39
char_16521,male,0.0643,0.7366,0.5295,0.5237,0.3839,0.3203,0.1387,0.2012,0.628,0.6893,0.4329,124.17,85.57,99.41
char_16619,male,0.121,0.4711,0.546,0.5347,0.428,0.3262,0.1387,0.1973,0.6048,0.703,0.4251,118.11,90.44,106.61
char_16649,male,0.2309,0.2439,0.3723,0.2447,0.4277,0.334,0.1582,0.2012,0.6023,0.7864,0.4737,117.03,102.17,115.77
char_16687,male,0.3313,0.1169,0.2429,0.6511,0.4181,0.334,0.1738,0.2129,0.6374,0.8165,0.5205,106.68,109.58,124.05
char_16716,male,0.3111,0.176,0.3875,0.5182,0.3009,0.3027,0.1895,0.25,0.8258,0.7578,0.6258,113.72,109.14,125.24
char_16763,male,0.2074,0.2708,0.6181,0.8872,0.6095,0.3418,0.1504,0.1895,0.5543,0.7938,0.44,95.97,99.39,118.0
char_16856,male,0.4527,0.218,0.2965,0.5066,0.4283,0.3379,0.1973,0.2324,0.6879,0.8487,0.5838,128.35,124.44,138.56
char_16857,male,0.303,0.1824,0.432,0.5847,0.4287,0.334,0.1816,0.2168,0.6491,0.8378,0.5439,98.19,108.05,124.53
char_16874,male,0.8943,0.2388,0.7468,0.7983,0.4243,0.3438,0.2832,0.3105,0.9034,0.9119,0.8239,265.33,177.9,197.4
char_16944,male,0.7,0.2932,0.6111,0.5828,0.4303,0.3379,0.2559,0.2754,0.815,0.9291,0.7572,132.17,154.98,169.99
