char_id,height_cm,neck_circ_cm,chest_circ_cm,waist_circ_cm,hip_circ_cm,mid_thigh_circ_cm,calf_circ_cm,bicep_circ_cm,forearm_circ_cm,wrist_circ_cm,shoulder_width_cm,hip_width_cm,upper_arm_length_cm,forearm_length_cm,trochanterion_height_cm,tibial_height_cm,weight_kg,gender,navy_bfp
ansur_02766,160.8,32.8,104.5,93.3,107.0,66.4,36.2,31.5,25.4,14.3,46.9,36.8,31.7,21.1,82.9,42.2,72.1,female,42.54
ansur_02767,176.0,39.1,107.6,89.7,108.1,67.1,37.6,35.2,31.0,17.3,51.8,36.4,37.2,28.4,89.5,47.7,84.7,male,19.59
ansur_02768,165.6,32.3,93.2,78.1,93.5,55.6,33.6,29.7,25.0,15.6,40.7,33.3,34.0,22.4,85.7,43.8,58.9,female,28.22
ansur_02769,165.5,37.2,92.5,88.5,99.5,59.0,37.3,32.9,28.9,16.7,47.4,33.9,33.6,26.8,84.7,44.3,69.1,male,21.98
ansur_02770,163.9,31.3,95.3,86.7,110.1,68.5,39.9,31.2,28.1,15.3,44.7,37.4,34.4,24.4,83.9,44.1,73.1,female,40.88
ansur_02771,169.6,37.2,104.7,94.6,98.5,59.4,37.0,32.6,28.8,16.0,49.2,34.8,36.4,25.7,87.0,45.6,74.1,male,25.43
ansur_02772,163.0,32.4,85.4,77.1,98.6,59.1,38.1,29.2,26.2,15.2,42.2,34.1,33.3,23.0,80.7,42.6,62.0,female,30.9
ansur_02773,176.1,37.3,96.8,81.3,95.6,58.5,35.5,32.8,30.1,17.2,48.9,33.4,36.8,25.8,87.3,45.8,70.4,male,14.35
ansur_02774,161.5,33.0,103.3,99.1,103.1,60.1,34.4,29.1,25.2,15.4,44.5,35.6,33.8,22.8,82.3,43.8,69.5,female,43.07
ansur_02775,179.0,42.7,111.3,98.4,103.0,64.0,35.8,36.5,31.4,17.7,52.0,34.7,37.6,27.9,93.3,49.8,87.7,male,22.66
ansur_02776,158.4,35.2,93.9,85.0,92.3,54.1,36.7,28.5,23.7,14.7,43.7,32.1,30.8,20.0,77.1,39.2,62.0,female,31.52
ansur_02777,177.7,41.1,115.2,106.6,106.6,66.2,41.2,38.2,32.7,18.2,53.9,36.8,37.7,28.5,92.1,48.4,96.4,male,28.94
ansur_02778,166.4,33.1,95.4,81.4,98.9,60.8,36.3,32.4,27.7,15.5,46.7,33.8,34.9,25.4,88.9,46.6,66.9,female,31.93
ansur_02779,178.0,38.4,103.4,97.9,109.4,69.3,42.4,36.5,30.2,17.6,51.4,36.2,36.3,26.1,89.5,45.1,92.7,male,25.3
ansur_02780,154.5,31.8,89.3,83.0,90.1,51.4,34.2,27.3,23.3,13.7,42.2,32.6,31.4,21.0,76.3,39.4,54.3,female,32.18
ansur_02781,177.4,40.8,105.3,96.0,106.8,67.8,41.3,37.6,32.7,17.8,52.1,35.0,37.4,28.3,90.3,48.0,94.6,male,22.6
ansur_02782,168.8,31.6,86.7,86.2,102.5,61.3,33.3,29.3,22.5,15.2,42.4,34.8,33.7,24.0,87.7,44.0,64.8,female,35.94
ansur_02783,178.5,42.3,108.3,93.9,105.2,68.6,42.1,39.4,33.5,17.9,53.7,34.8,37.1,27.9,91.6,47.9,97.2,male,19.89
ansur_02784,167.3,31.0,84.2,70.1,97.3,58.6,37.5,27.8,25.0,15.3,41.0,33.2,33.7,23.1,87.8,44.8,62.5,female,26.3
ansur_02785,178.3,37.9,94.7,81.9,93.3,57.0,37.8,30.6,27.9,16.7,49.1,29.6,36.3,27.2,93.2,46.8,73.0,male,13.98
ansur_02786,164.7,30.5,86.6,80.7,107.9,66.1,34.9,28.1,23.5,14.4,42.1,37.0,33.3,22.6,84.7,43.0,64.3,female,37.43
ansur_02787,169.8,39.8,105.9,101.9,102.3,58.5,39.7,37.9,32.8,18.9,52.4,34.3,32.9,25.0,84.3,45.2,83.3,male,28.33
ansur_02788,163.7,32.2,95.7,95.7,111.1,69.4,39.8,30.5,26.2,15.8,45.9,39.5,32.6,23.8,82.7,43.0,73.6,female,44.72
ansur_02789,170.6,40.1,109.5,100.5,103.1,67.0,39.1,42.2,34.4,17.7,54.5,33.9,34.0,26.2,88.1,45.7,89.5,male,27.15
ansur_02790,178.7,33.8,103.6,92.2,111.8,67.0,40.0,31.8,25.5,16.2,45.8,40.8,35.5,26.3,91.7,49.0,82.4,female,39.2
ansur_02791,183.1,40.4,108.9,102.6,116.7,72.3,44.6,39.6,33.1,17.7,52.9,39.6,37.4,28.6,92.7,48.9,105.2,male,26.1
ansur_02792,150.3,35.7,99.2,89.5,110.3,68.1,39.5,36.1,29.1,16.4,47.5,37.2,30.4,24.6,77.6,41.2,70.1,female,43.95
ansur_02793,170.5,36.4,109.5,99.1,101.8,62.4,41.9,38.1,31.2,17.5,51.9,34.6,38.7,26.6,90.3,48.4,86.3,male,28.57
ansur_02794,156.2,35.7,104.0,94.0,102.1,60.0,38.7,34.8,27.9,15.8,48.4,34.8,31.3,23.0,82.0,42.0,69.9,female,40.7
ansur_02795,180.7,40.1,111.9,90.2,101.9,64.6,42.8,42.3,32.7,17.3,53.6,33.2,38.4,30.2,94.5,50.2,92.6,male,18.42
ansur_02796,155.8,35.0,102.1,91.2,108.8,65.0,42.8,33.7,27.3,15.8,43.2,37.6,30.4,21.9,78.3,39.6,75.4,female,42.81
ansur_02797,164.1,39.0,97.7,81.4,97.4,62.2,36.6,34.8,29.5,16.2,49.0,31.3,35.4,24.4,78.6,40.0,71.6,male,15.12
ansur_02798,157.6,32.3,94.6,81.8,102.6,62.0,37.1,31.9,27.1,15.8,47.0,35.2,32.6,24.1,83.6,44.6,64.7,female,36.56
ansur_02799,190.6,40.3,115.4,104.0,112.0,66.7,38.7,35.9,31.0,18.2,55.7,38.2,38.6,29.5,98.6,51.5,103.2,male,25.77
ansur_02800,162.8,32.1,96.1,83.0,105.0,63.2,36.2,33.3,27.2,15.3,45.3,37.2,33.2,23.4,86.1,44.0,66.6,female,36.93
ansur_02801,174.0,40.7,106.4,97.3,102.5,65.9,37.4,37.3,31.0,17.6,53.1,34.1,36.9,29.0,91.5,47.8,87.0,male,24.12
ansur_02802,174.8,33.5,110.0,94.4,111.7,64.4,38.2,33.7,28.7,16.5,48.3,39.5,35.6,24.5,89.4,46.1,83.1,female,41.12
ansur_02803,181.4,44.5,119.6,126.2,123.3,81.5,46.4,39.2,33.9,18.6,54.9,40.9,37.9,27.4,89.8,48.8,119.9,male,36.57
ansur_02804,157.2,33.4,99.4,84.0,97.2,58.2,36.7,32.8,26.0,15.5,43.7,33.6,30.5,22.5,79.9,42.4,63.2,female,34.63
ansur_02805,188.5,39.4,114.2,103.7,104.3,63.6,37.5,36.4,29.6,17.3,51.6,36.5,37.8,29.9,97.5,52.1,93.0,male,26.45
ansur_02806,174.3,32.6,93.7,82.4,107.0,64.2,40.5,31.5,28.1,16.1,46.3,38.1,35.6,25.3,86.0,45.3,74.6,female,34.44
ansur_02807,166.0,40.5,103.7,85.5,95.1,59.3,35.6,39.1,30.5,16.1,50.5,31.2,34.3,25.8,85.9,43.9,73.3,male,16.99
ansur_02808,156.1,33.4,92.0,90.4,100.0,56.9,33.3,28.7,24.5,14.4,43.5,35.0,32.1,23.2,80.7,43.3,58.9,female,39.21
ansur_02809,181.3,40.2,101.9,90.1,100.0,59.8,38.7,35.1,30.2,17.2,50.9,34.0,37.2,26.2,92.6,48.3,82.9,male,18.17
ansur_02810,162.3,32.7,92.5,82.5,98.9,57.9,37.9,28.5,25.0,15.1,44.4,35.0,34.2,23.0,84.4,42.2,64.3,female,33.71
ansur_02811,173.1,41.1,118.2,115.6,117.7,72.4,40.4,37.8,31.2,17.1,55.5,39.8,34.7,25.2,87.0,45.7,102.8,male,34.55
ansur_02812,164.9,32.6,96.5,90.8,104.7,63.9,35.3,32.0,26.7,15.8,45.1,36.0,33.4,25.2,88.2,45.5,70.5,female,39.5
ansur_02813,179.0,39.9,106.5,95.0,100.5,62.7,38.7,42.8,33.1,17.6,51.4,35.3,37.2,26.2,92.9,48.0,86.9,male,22.26
ansur_02814,166.1,35.4,107.4,90.1,107.3,66.9,39.3,31.8,26.7,15.5,48.0,36.8,34.6,25.5,86.6,46.3,76.0,female,38.8
ansur_02815,176.6,44.5,113.4,112.9,112.6,70.8,39.5,40.6,32.4,17.8,54.6,38.3,35.2,27.1,90.8,47.9,101.5,male,30.75
ansur_02816,166.8,31.8,97.6,84.7,101.0,61.7,37.9,30.5,25.0,15.4,45.7,35.0,34.6,23.9,87.5,46.0,68.0,female,34.98
ansur_02817,174.2,39.4,100.1,96.6,100.6,62.7,39.3,33.3,29.7,16.9,50.3,32.8,35.0,25.7,88.4,45.5,82.7,male,24.48
ansur_02818,172.2,34.2,94.1,84.2,107.4,61.9,38.8,29.6,25.5,14.9,48.1,38.5,35.5,25.4,86.9,46.2,69.5,female,35.23
ansur_02819,178.1,42.1,108.2,101.1,110.0,66.2,40.6,37.9,31.3,18.5,53.2,38.3,37.3,26.1,91.4,46.6,95.4,male,24.97
ansur_02820,167.4,35.3,104.5,107.7,111.3,68.6,39.6,37.0,26.9,15.5,50.9,38.6,33.3,26.8,86.5,45.0,86.8,female,47.38
ansur_02821,177.8,44.7,110.4,98.9,106.0,66.3,43.0,39.6,33.3,17.9,54.2,33.8,37.3,28.4,93.3,49.2,94.0,male,21.85
ansur_02822,166.3,32.4,90.2,77.0,100.3,59.7,38.0,30.6,25.2,15.6,44.4,36.6,34.8,24.1,85.7,45.4,65.3,female,30.84
ansur_02823,166.4,37.0,90.4,80.0,88.2,50.3,35.5,30.5,28.0,16.0,46.8,30.6,34.4,24.8,83.6,43.2,59.8,male,15.22
ansur_02824,154.3,34.2,100.1,85.6,116.4,73.9,45.8,36.9,29.1,15.9,47.2,40.4,32.1,23.3,80.5,40.1,80.4,female,44.42
ansur_02825,166.6,37.9,113.9,101.3,104.7,65.2,39.9,38.1,29.3,17.0,52.9,35.6,32.3,24.2,83.2,43.0,88.9,male,29.68
ansur_02826,156.1,35.1,93.5,76.3,104.2,64.3,38.7,32.5,26.5,15.0,44.1,35.1,33.1,23.9,78.7,40.9,67.3,female,33.77
ansur_02827,175.9,38.3,97.3,87.9,97.8,57.0,34.2,32.3,29.2,16.5,48.2,34.1,36.2,25.7,85.6,45.3,73.4,male,18.86
ansur_02828,158.7,31.3,80.2,68.2,88.5,51.8,33.0,28.0,24.1,14.5,40.3,30.6,33.0,23.5,82.9,42.7,51.6,female,22.58
ansur_02829,158.6,42.7,103.2,100.8,101.8,59.8,42.7,34.1,30.5,16.9,49.6,35.4,31.5,22.8,74.8,38.8,79.9,male,27.92
ansur_02830,149.5,32.8,92.8,84.1,87.8,51.8,32.6,28.5,22.3,13.8,43.7,30.8,30.0,22.2,73.9,38.4,52.6,female,32.46
ansur_02831,171.4,36.3,92.3,77.5,91.8,54.2,35.4,32.8,28.5,17.0,48.1,31.6,34.4,25.8,83.0,43.5,65.7,male,12.72
ansur_02832,164.5,35.5,112.9,110.6,117.8,72.8,39.3,37.7,27.9,17.0,51.7,40.9,33.8,22.7,86.7,44.0,91.4,female,51.58
ansur_02833,178.0,39.0,96.1,88.4,96.8,60.7,39.6,31.5,28.2,17.5,47.7,34.2,35.3,26.5,89.4,46.7,77.9,male,18.35
ansur_02834,165.3,33.9,106.1,104.5,119.4,72.6,45.3,34.3,27.1,15.0,49.1,40.2,33.5,24.3,83.6,43.7,91.9,female,50.3
ansur_02835,176.6,42.1,115.9,103.5,106.9,67.2,41.6,40.1,33.3,17.5,53.2,36.2,37.1,27.5,93.8,48.4,99.5,male,26.71
ansur_02836,168.5,35.3,100.5,99.3,105.3,64.1,39.3,32.5,27.0,15.4,46.4,37.1,34.7,22.8,88.7,45.6,75.7,female,41.31
ansur_02837,162.8,37.1,99.8,82.2,94.1,56.1,36.4,33.7,29.5,16.8,48.8,33.1,32.9,25.1,80.2,42.3,66.4,male,17.66
ansur_02838,156.9,37.0,104.8,101.7,108.0,60.7,34.7,30.4,26.4,15.2,49.4,36.2,32.2,22.5,84.1,41.7,71.7,female,45.75
ansur_02839,167.8,40.0,110.7,102.3,110.8,71.4,41.6,37.3,30.8,16.9,51.8,37.8,33.9,24.0,79.3,43.2,91.0,male,28.81
ansur_02840,165.6,35.0,91.5,85.1,103.2,67.3,39.8,34.2,28.2,16.2,44.5,34.3,34.3,24.2,87.6,43.9,73.8,female,35.01
ansur_02841,176.7,41.4,118.2,98.8,110.7,67.0,43.8,42.0,35.1,18.2,53.5,38.0,37.9,25.9,88.0,47.6,101.3,male,24.18
ansur_02842,167.2,34.2,92.0,86.0,110.2,67.8,40.4,34.5,29.7,15.7,47.5,38.4,33.8,23.5,86.2,43.9,76.9,female,38.52
ansur_02843,172.3,39.6,101.3,90.4,95.7,59.7,41.2,32.4,30.1,16.6,47.2,33.8,39.2,28.0,89.1,46.5,80.4,male,20.38
ansur_02844,162.2,35.6,93.2,78.5,101.5,63.7,36.9,31.2,27.1,15.7,48.2,34.9,32.8,23.3,85.2,45.3,69.2,female,31.65
ansur_02845,177.6,37.5,101.1,94.5,106.3,64.0,35.4,33.8,29.5,16.5,48.3,36.9,36.5,27.3,91.3,47.0,81.5,male,23.76
ansur_02846,166.4,31.1,89.4,76.5,95.1,54.0,37.1,27.1,24.5,15.0,42.9,33.5,33.9,25.6,82.5,44.1,60.9,female,28.63
ansur_02847,175.6,43.1,117.2,108.3,112.6,69.1,40.3,41.0,32.4,17.9,53.0,36.3,35.5,28.3,89.9,46.5,103.4,male,29.13
ansur_02848,163.6,31.0,85.4,73.7,95.4,56.9,37.4,28.5,24.3,15.0,42.4,33.2,33.5,21.4,84.0,43.4,59.6,female,28.13
ansur_02849,168.5,36.5,83.8,78.3,85.7,52.1,33.1,28.4,26.1,16.4,43.8,30.2,37.1,26.4,85.4,45.6,58.7,male,13.78
ansur_02850,166.6,36.4,104.5,95.3,102.9,58.6,35.4,33.0,27.7,15.8,49.0,35.1,36.8,25.5,93.4,46.4,74.0,female,38.58
ansur_02851,173.3,39.9,101.8,95.4,101.1,63.4,38.1,33.0,30.7,16.9,48.8,34.5,36.7,27.2,87.0,46.3,80.9,male,23.51
ansur_02852,155.8,35.0,105.6,97.3,113.4,71.7,42.2,34.9,28.2,14.8,48.9,38.4,33.2,22.9,81.3,40.6,80.4,female,47.27
ansur_02853,174.0,39.3,104.3,91.6,99.5,64.7,37.8,34.6,31.1,17.2,50.6,34.2,37.0,26.4,87.6,45.9,78.7,male,21.17
ansur_02854,167.4,35.1,109.3,95.8,113.5,68.2,48.0,38.4,30.0,15.7,51.5,38.1,35.8,24.3,90.9,45.5,93.4,female,43.61
ansur_02855,167.9,42.6,109.8,106.7,100.9,59.2,39.8,34.4,31.5,17.0,51.5,33.4,35.0,24.5,83.5,43.2,86.7,male,29.86
ansur_02856,153.4,29.7,95.2,81.2,102.8,60.0,33.5,26.4,23.3,14.0,42.7,36.7,31.6,22.5,79.7,42.1,56.8,female,38.72
ansur_02857,166.7,38.2,95.6,84.0,90.2,57.3,37.9,31.2,28.2,16.4,46.8,31.2,33.0,22.5,82.6,44.4,67.4,male,17.52
ansur_02858,163.0,31.4,84.7,92.3,107.1,63.2,34.6,29.8,24.8,15.3,41.6,36.7,33.6,24.5,86.8,46.3,62.6,female,42.17
ansur_02859,168.0,35.4,93.6,84.1,91.2,54.0,34.6,28.7,27.1,17.0,46.2,31.4,33.7,24.0,84.7,43.7,63.1,male,19.58
ansur_02860,167.1,33.3,100.5,87.8,107.0,67.9,36.9,30.6,24.8,14.5,47.5,37.8,35.8,25.0,87.5,45.9,73.8,female,38.32
ansur_02861,175.8,42.7,104.7,105.5,105.2,63.1,39.0,35.7,32.1,18.2,51.8,35.8,35.8,25.2,90.4,47.2,91.0,male,27.69
ansur_02862,178.9,32.7,96.8,81.6,110.2,62.6,39.5,29.1,26.4,16.2,47.4,38.2,36.1,24.5,92.2,48.2,80.8,female,34.37
ansur_02863,164.3,37.3,96.8,80.1,89.9,50.6,36.4,30.7,29.0,18.3,45.2,33.3,35.8,25.0,84.5,45.2,61.6,male,15.43
ansur_02864,155.3,31.8,85.2,83.1,103.2,62.5,40.4,30.1,26.4,15.6,45.3,37.2,33.4,24.3,80.9,43.7,62.4,female,38.29
ansur_02865,179.0,42.5,121.6,121.7,116.4,71.2,42.4,39.1,31.9,18.5,56.4,40.3,38.4,28.3,91.7,48.8,112.1,male,35.81
ansur_02866,167.3,32.5,101.0,90.3,115.9,71.6,40.7,31.8,27.6,16.5,47.7,41.9,32.7,23.7,80.9,43.4,77.5,female,43.43
ansur_02867,179.8,39.3,115.1,119.4,108.6,67.3,39.7,35.1,29.9,17.7,51.4,37.6,37.5,27.2,89.8,48.6,102.0,male,36.1
ansur_02868,159.8,31.7,90.2,82.4,104.3,60.5,38.3,27.8,25.3,15.4,42.9,37.1,32.8,24.0,81.8,42.9,63.1,female,37.31
ansur_02869,170.3,39.4,114.1,114.6,112.7,71.6,40.3,39.9,32.7,17.8,54.4,38.0,36.6,25.7,86.1,45.6,97.6,male,35.39
ansur_02870,179.8,35.0,99.0,97.2,107.0,66.2,39.0,32.5,28.0,16.5,50.0,35.8,36.5,26.1,95.2,51.8,87.5,female,38.52
ansur_02871,171.5,41.7,102.0,99.0,103.2,65.3,40.3,34.4,30.6,17.2,49.7,33.3,36.1,26.4,87.1,46.6,83.8,male,25.02
ansur_02872,164.1,32.5,88.8,80.0,96.0,59.5,37.1,33.0,25.9,15.5,44.3,31.9,34.4,23.9,84.5,44.9,65.0,female,30.72
ansur_02873,186.1,42.8,116.5,113.5,108.9,67.2,41.4,38.6,31.7,18.7,51.9,39.2,36.3,28.2,91.7,49.2,106.6,male,30.39
ansur_02874,171.8,32.0,84.8,77.2,96.5,57.2,36.7,30.0,24.6,14.7,45.8,34.2,37.3,26.0,88.7,45.1,65.0,female,27.88
ansur_02875,180.4,42.8,112.1,111.3,112.4,69.6,39.9,39.9,31.5,17.6,53.2,37.8,37.0,26.8,90.2,48.0,102.9,male,30.15
ansur_02876,156.8,33.5,100.1,92.5,99.0,57.3,36.2,28.0,25.5,15.0,46.3,34.5,32.0,22.6,84.1,43.5,63.8,female,39.47
ansur_02877,172.0,38.9,101.2,85.2,93.1,55.5,36.4,32.2,27.9,17.8,48.7,32.4,35.8,26.0,85.7,44.2,70.5,male,16.97
ansur_02878,165.2,31.5,92.3,84.0,99.1,62.1,35.1,30.8,25.7,14.2,44.1,33.3,34.4,25.8,88.7,46.2,64.2,female,34.32
ansur_02879,185.0,40.8,116.5,114.6,112.8,67.0,43.2,36.8,33.0,18.1,53.8,38.0,36.2,27.9,94.4,50.5,108.3,male,32.17
ansur_02880,167.6,32.7,95.4,82.9,103.7,61.2,38.5,29.5,26.4,16.3,45.4,36.5,34.2,24.0,85.8,46.0,69.8,female,34.78
ansur_02881,165.1,33.5,86.2,78.4,86.5,52.3,37.0,29.3,26.6,16.6,45.0,30.7,35.0,24.6,86.4,44.3,57.5,male,17.07
ansur_02882,159.5,34.2,108.3,96.8,110.7,70.9,42.9,35.5,28.5,16.3,49.2,38.0,32.5,23.8,83.7,42.3,83.1,female,45.3
ansur_02883,183.5,39.5,96.7,84.0,97.5,58.6,38.8,33.1,30.2,17.1,50.3,35.2,39.3,28.0,93.7,49.0,80.8,male,13.52
ansur_02884,169.7,34.2,105.3,109.5,126.6,80.6,42.4,39.6,30.9,16.0,50.2,44.1,34.0,25.1,88.9,45.7,96.2,female,53.49
ansur_02885,178.4,39.2,106.6,97.0,107.1,65.4,40.7,39.5,31.6,18.0,52.1,36.6,36.7,26.0,90.0,47.4,91.6,male,24.15
ansur_02886,170.3,37.0,116.7,105.0,118.1,71.5,41.3,34.5,30.5,16.5,51.9,41.9,37.6,26.7,89.2,47.4,93.0,female,47.57
ansur_02887,186.4,38.4,99.2,91.2,97.8,58.4,33.8,32.0,28.1,17.0,48.1,34.8,38.5,27.8,96.6,50.8,76.6,male,19.43
ansur_02888,156.7,30.7,82.6,69.6,88.2,50.8,32.6,26.8,24.5,14.9,39.7,28.7,31.1,23.6,81.6,42.6,48.9,female,24.07
ansur_02889,186.7,45.8,137.2,130.0,124.2,74.4,48.5,47.1,37.7,20.5,63.7,41.6,38.1,28.3,95.0,48.2,142.9,male,36.82
ansur_02890,155.4,31.3,81.8,76.0,92.6,54.9,35.3,26.2,24.5,14.6,39.8,31.1,32.4,23.1,81.5,41.7,53.6,female,29.9
ansur_02891,174.5,39.1,117.8,106.7,103.1,65.2,41.7,37.0,30.7,17.5,55.0,35.8,35.5,25.8,87.2,47.0,94.3,male,30.67
ansur_02892,164.5,32.9,93.0,73.6,98.7,59.1,34.3,28.6,24.8,15.5,44.1,33.1,33.6,23.9,86.2,44.7,62.9,female,28.56
ansur_02893,171.7,39.4,104.3,88.5,100.0,62.2,42.0,35.7,31.7,17.9,51.8,32.9,35.2,26.4,86.8,45.8,81.7,male,19.22
ansur_02894,162.5,31.4,81.8,65.1,87.4,51.8,32.7,23.9,23.5,14.7,44.6,30.2,32.7,22.4,82.0,43.6,51.0,female,19.1
ansur_02895,173.5,36.0,98.9,83.0,92.3,55.1,35.4,32.7,28.9,16.7,51.7,32.5,37.5,25.4,88.4,46.2,70.1,male,17.27
ansur_02896,156.0,35.8,96.6,83.7,103.5,62.7,35.8,30.3,26.7,14.7,43.9,35.0,32.8,23.4,83.3,44.0,65.4,female,36.66
ansur_02897,160.3,33.5,88.0,72.8,84.2,48.1,34.1,29.5,26.4,14.9,44.6,29.9,33.3,24.2,81.7,42.7,52.3,male,12.99
ansur_02898,150.1,32.0,94.6,79.8,100.3,59.7,34.7,29.3,24.2,14.0,43.5,34.5,31.4,22.7,81.1,41.6,58.8,female,36.74
ansur_02899,172.9,38.3,103.1,91.1,94.8,58.4,36.2,34.8,32.9,17.5,49.6,32.4,37.2,26.1,87.8,46.0,77.5,male,21.72
ansur_02900,161.7,32.1,93.1,88.0,99.0,59.8,37.2,30.8,26.3,15.1,44.7,35.0,33.7,25.6,82.2,43.0,65.0,female,36.76
ansur_02901,180.1,38.0,93.9,82.2,91.6,53.4,35.8,30.7,27.2,16.3,45.9,32.0,38.0,27.6,90.9,48.5,68.7,male,13.84
ansur_02902,166.0,33.0,91.3,79.0,101.0,61.2,39.3,27.3,25.4,15.7,45.7,34.5,32.7,22.8,86.3,43.7,67.9,female,31.94
ansur_02903,164.8,37.7,94.2,84.6,98.4,59.6,38.0,33.0,28.5,16.4,48.9,32.9,34.4,25.1,82.3,43.5,70.3,male,18.75
ansur_02904,163.5,33.5,105.3,104.5,104.2,60.0,34.7,28.8,25.1,14.7,45.9,36.3,34.9,23.4,85.4,44.7,71.9,female,45.02
ansur_02905,182.3,44.4,119.4,118.1,115.4,72.9,44.4,42.6,35.5,18.3,57.2,38.2,38.9,28.1,92.6,49.3,116.7,male,32.57
ansur_02906,162.1,35.8,98.4,103.3,117.4,75.7,44.5,38.0,30.1,16.5,48.5,39.1,34.5,24.5,87.4,43.8,92.0,female,49.2
ansur_02907,159.8,37.3,102.6,85.7,86.8,52.5,35.8,26.5,26.5,16.3,47.3,31.3,33.7,24.7,79.4,42.8,62.0,male,20.87
ansur_02908,159.6,31.3,92.0,75.7,99.6,60.2,41.3,29.0,25.4,15.0,45.1,35.4,32.2,22.0,80.2,40.3,61.8,female,32.14
ansur_02909,177.4,41.0,115.6,94.0,99.7,66.4,40.0,45.0,36.7,17.9,56.1,31.9,36.9,27.5,90.7,46.7,99.0,male,21.08
ansur_02910,164.9,32.6,95.1,88.5,107.7,63.1,38.0,31.0,25.9,16.3,46.0,37.1,32.4,23.3,82.5,41.9,71.2,female,39.8
ansur_02911,187.0,44.5,113.4,95.2,114.4,76.5,45.3,43.5,35.2,17.4,53.4,38.4,39.4,30.4,99.3,51.3,109.9,male,17.82
ansur_02912,159.0,32.5,92.1,89.3,105.0,62.0,36.8,31.6,26.3,15.0,45.2,36.4,31.0,23.0,81.1,41.0,64.3,female,40.56
ansur_02913,182.5,44.2,115.7,102.5,110.2,67.2,40.1,40.9,35.5,18.1,55.4,37.0,39.6,28.1,95.8,50.5,101.2,male,23.78
ansur_02914,163.0,35.3,93.5,96.8,111.2,69.0,42.3,35.2,30.2,15.4,47.2,37.7,34.1,25.3,86.0,43.3,79.3,female,44.13
ansur_02915,179.2,43.2,115.9,92.8,97.9,58.8,37.1,41.5,34.1,17.3,54.8,33.6,38.5,29.1,92.7,48.8,87.5,male,18.3
ansur_02916,150.5,31.0,90.3,93.0,100.5,60.7,35.9,28.8,24.7,14.2,45.3,35.4,30.5,20.4,75.7,40.0,57.5,female,43.2
ansur_02917,170.2,39.7,104.8,89.4,99.6,61.8,38.3,35.4,30.0,17.4,50.2,34.6,37.0,27.1,88.6,46.6,77.8,male,19.94
ansur_02918,159.0,32.3,97.9,83.7,105.1,64.8,39.3,33.8,28.2,15.5,44.9,36.8,32.6,22.3,80.7,42.5,68.6,female,38.2
ansur_02919,177.3,42.6,116.4,97.5,102.2,62.7,37.0,37.4,32.8,17.8,52.5,36.2,37.0,27.0,89.1,48.5,89.4,male,22.41
ansur_02920,161.3,34.7,88.2,84.0,101.9,63.5,38.3,32.8,26.3,15.3,46.3,34.8,33.0,25.4,83.1,44.2,68.8,female,35.15
ansur_02921,176.5,37.2,90.4,80.2,91.1,53.7,35.8,31.0,28.0,17.1,47.3,32.1,37.3,26.4,88.9,46.3,67.8,male,13.43
ansur_02922,162.0,34.2,98.1,90.0,106.4,66.9,38.7,35.0,28.0,15.8,47.5,36.1,32.4,24.2,84.8,43.2,77.8,female,39.94
ansur_02923,179.0,40.6,104.3,88.5,96.6,59.4,37.7,39.1,33.1,18.4,51.6,34.1,36.6,26.7,91.3,47.8,81.8,male,17.03
ansur_02924,168.7,33.3,105.3,95.5,109.7,63.8,38.3,33.4,27.2,15.8,48.3,40.0,34.7,23.4,87.6,44.7,76.5,female,42.34
ansur_02925,182.1,39.5,113.5,92.2,103.3,62.7,41.1,35.5,32.4,18.4,52.3,36.6,38.3,26.8,93.7,49.7,88.1,male,20.07
ansur_02926,161.3,31.7,88.7,79.6,96.4,57.5,35.7,26.9,24.0,16.0,41.3,34.9,33.8,22.6,83.6,43.3,59.0,female,31.84
ansur_02927,179.2,42.5,117.2,103.5,111.7,73.1,42.8,39.0,34.2,18.1,55.6,36.7,36.0,25.4,91.6,48.1,104.7,male,26.03
ansur_02928,164.8,32.7,96.4,83.3,97.5,59.7,34.8,28.4,24.5,15.0,43.5,33.1,33.1,23.9,87.5,44.8,62.6,female,32.77
ansur_02929,186.5,43.3,112.7,108.0,105.8,67.3,40.0,36.0,31.6,18.1,55.4,36.1,40.5,29.9,93.7,49.4,100.9,male,27.01
ansur_02930,182.0,33.3,101.6,89.1,114.7,74.3,41.1,35.4,28.4,16.5,47.6,39.3,37.1,28.6,97.1,51.1,90.8,female,38.54
ansur_02931,176.7,40.4,116.5,98.4,104.9,67.6,40.3,37.7,33.5,18.7,52.6,35.0,36.2,26.4,90.2,47.6,95.6,male,24.57
ansur_02932,161.3,30.8,86.3,65.6,86.6,49.6,32.6,26.2,24.0,14.7,41.4,29.7,33.3,25.6,87.5,44.2,50.0,female,19.59
ansur_02933,167.8,36.6,92.8,79.5,90.7,57.9,37.5,34.0,30.0,17.4,47.6,30.3,33.4,24.1,83.4,42.7,68.9,male,14.88
ansur_02934,171.9,32.9,97.8,80.8,100.8,58.8,37.9,29.3,27.3,15.6,43.7,35.7,34.0,24.0,87.4,46.2,68.8,female,31.27
ansur_02935,172.8,40.3,111.2,95.2,105.8,67.0,39.2,39.5,33.1,18.3,51.8,35.6,36.5,25.4,88.7,45.8,90.9,male,23.2
