char_id,height_cm,neck_circ_cm,chest_circ_cm,waist_circ_cm,hip_circ_cm,mid_thigh_circ_cm,calf_circ_cm,bicep_circ_cm,forearm_circ_cm,wrist_circ_cm,shoulder_width_cm,hip_width_cm,upper_arm_length_cm,forearm_length_cm,trochanterion_height_cm,tibial_height_cm,weight_kg,gender,navy_bfp
bmi_lo_m_0018,169.4,34.47,81.43,66.16,81.55,49.46,30.95,27.39,26.56,14.95,43.11,27.89,36.09,26.78,90.39,46.99,45.5,male,3.27
bmi_lo_m_0019,178.9,35.0,80.3,53.58,80.47,48.65,29.81,33.18,29.62,16.33,43.51,28.11,36.63,27.83,93.3,46.38,46.7,male,2.0
bmi_lo_m_0020,181.5,35.72,74.94,58.18,82.3,48.06,32.56,26.94,25.64,17.11,41.32,29.63,39.1,29.36,98.71,51.78,50.8,male,2.0
bmi_lo_m_0021,177.2,32.83,86.5,69.58,82.49,47.93,32.98,25.78,24.26,15.23,44.84,29.0,37.67,27.22,92.35,46.7,51.0,male,7.44
bmi_lo_m_0022,186.3,35.65,86.37,67.59,86.22,52.6,35.11,28.45,28.64,17.33,45.41,30.09,39.28,28.07,95.65,50.73,62.5,male,2.0
bmi_lo_m_0023,172.4,34.7,84.38,62.77,83.51,50.69,35.0,29.93,27.96,17.33,42.56,28.54,35.15,24.91,88.93,44.51,52.2,male,2.0
bmi_lo_m_0024,184.2,36.99,82.73,64.67,84.42,50.63,32.95,31.16,29.14,17.21,44.63,28.7,36.71,25.33,95.15,47.75,58.4,male,2.0
bmi_lo_m_0025,185.4,36.25,84.51,59.33,79.74,46.6,31.96,27.94,27.09,17.22,44.71,28.26,38.66,28.37,94.78,48.44,52.7,male,2.0
bmi_lo_m_0026,174.5,32.07,79.19,61.42,86.79,50.19,33.73,27.41,26.25,16.01,41.55,31.03,35.81,26.28,90.86,46.15,46.6,male,2.0
bmi_lo_m_0027,186.5,32.89,78.32,65.73,85.85,48.78,35.27,25.6,26.36,16.89,43.12,32.44,37.88,28.01,98.72,50.55,51.4,male,2.0
bmi_lo_m_0028,184.7,33.06,79.37,58.44,80.36,46.43,32.08,26.88,26.61,17.18,45.1,28.02,38.32,29.84,97.31,49.84,54.4,male,2.0
bmi_lo_m_0029,165.7,34.83,88.7,70.29,84.61,50.2,31.82,30.35,26.57,14.65,44.29,28.74,32.81,24.76,81.23,42.97,49.9,male,8.14
bmi_lo_m_0030,182.0,34.19,79.7,60.9,81.9,44.92,32.57,25.94,28.46,16.04,42.16,29.07,37.06,28.4,97.53,49.45,49.8,male,2.0
bmi_lo_m_0031,171.3,33.99,88.47,65.87,86.15,50.99,32.22,30.68,27.08,15.25,45.86,30.28,36.95,26.32,90.94,45.59,51.0,male,3.16
bmi_lo_m_0032,180.1,32.45,84.36,65.78,80.13,46.62,36.85,29.27,27.46,17.1,44.11,28.9,37.65,26.93,91.41,48.22,53.7,male,3.3
bmi_lo_m_0033,178.6,35.89,82.42,68.89,86.88,49.39,30.31,26.89,25.33,15.52,43.23,31.69,36.23,28.14,94.59,50.14,51.6,male,3.18
bmi_lo_m_0034,173.0,34.49,87.05,64.74,81.74,47.88,35.0,29.01,27.83,16.95,43.02,28.62,35.25,26.74,83.57,45.19,52.9,male,2.0
bmi_lo_m_0035,177.8,35.68,91.7,68.57,84.55,48.19,31.0,28.47,26.68,16.76,46.91,28.6,34.92,26.32,92.88,46.52,56.1,male,3.19
bmi_lo_m_0036,177.1,36.89,85.36,72.27,86.29,51.5,33.71,28.87,27.17,15.95,44.25,31.64,37.29,27.64,93.81,48.21,53.4,male,6.04
bmi_lo_m_0037,166.4,33.54,80.86,57.43,80.27,45.44,30.23,28.23,26.59,16.21,41.39,29.37,35.52,25.57,90.57,44.25,41.8,male,2.0
bmi_lo_m_0038,177.8,34.1,78.25,65.26,85.56,49.67,33.9,27.87,24.74,15.81,41.05,30.62,37.58,25.37,91.58,46.01,48.9,male,2.0
bmi_lo_m_0039,156.6,35.75,78.63,54.75,77.17,46.08,31.76,26.55,23.75,15.12,41.97,26.75,33.51,23.88,78.28,40.77,35.8,male,2.0
bmi_lo_m_0040,168.7,35.54,81.02,64.93,82.44,48.09,33.76,27.69,26.44,15.45,44.3,30.63,36.1,25.59,85.07,44.1,48.7,male,2.0
bmi_lo_m_0041,174.3,35.41,89.03,72.14,84.41,49.09,33.39,26.29,25.24,16.31,45.61,29.96,37.02,28.48,91.71,48.18,50.7,male,7.92
bmi_lo_m_0042,171.5,32.92,83.66,64.82,85.29,46.24,31.58,25.91,25.79,16.17,44.25,31.0,37.29,25.98,88.36,46.84,47.7,male,3.15
bmi_lo_m_0043,185.7,34.36,84.01,72.31,86.03,54.04,40.35,28.04,26.72,17.9,43.31,29.55,37.99,27.06,98.96,51.62,62.6,male,7.21
bmi_lo_m_0044,174.3,31.5,91.36,70.34,83.98,45.74,34.54,26.15,27.17,16.72,44.39,30.19,36.62,26.92,89.74,45.64,51.6,male,10.01
bmi_lo_m_0045,188.6,35.01,89.91,69.42,84.36,50.09,33.06,27.55,25.83,16.11,44.49,29.16,38.49,27.45,99.38,50.13,59.2,male,3.08
bmi_lo_m_0046,172.6,33.69,74.16,59.11,80.02,47.69,30.22,25.55,25.58,15.82,39.79,27.78,35.73,23.95,87.7,45.01,41.3,male,2.0
bmi_lo_m_0047,171.0,32.32,83.01,62.08,80.51,47.24,34.26,27.24,27.22,15.85,42.19,29.73,34.62,25.44,86.4,45.13,46.6,male,2.0
bmi_lo_m_0048,174.4,33.68,80.54,60.23,79.39,45.81,32.81,25.89,25.6,15.57,43.51,27.54,35.61,26.38,87.79,43.3,46.3,male,2.0
bmi_lo_m_0049,163.7,35.01,81.83,59.06,79.6,49.43,35.43,29.7,26.87,15.87,44.94,25.82,32.86,24.86,87.91,46.09,44.7,male,2.0
bmi_lo_m_0050,172.4,32.14,75.35,62.3,82.47,48.09,30.93,24.92,24.23,15.29,41.03,29.28,36.68,26.79,88.87,45.07,41.5,male,2.0
bmi_lo_m_0051,177.6,34.71,79.65,59.4,82.44,51.29,32.31,28.99,26.24,15.72,42.37,27.92,36.65,28.78,93.77,50.05,50.4,male,2.0
bmi_lo_m_0052,181.8,34.76,92.15,72.15,89.21,51.03,31.99,29.88,27.02,15.83,47.06,32.02,37.13,26.35,90.69,48.39,59.7,male,7.3
bmi_lo_m_0053,170.8,32.87,82.74,71.11,82.67,50.2,32.03,28.1,26.06,16.36,39.78,28.87,36.51,25.52,85.48,43.0,48.9,male,10.04
bmi_lo_m_0054,172.1,33.73,83.17,58.35,76.91,42.06,29.84,29.45,25.87,15.44,43.31,28.24,35.52,27.1,88.6,47.42,40.1,male,2.0
bmi_lo_m_0055,182.3,30.32,82.71,67.64,84.41,48.7,31.76,28.15,25.7,15.48,44.79,29.79,38.49,27.52,94.56,48.78,50.3,male,7.15
bmi_lo_m_0056,175.2,33.93,87.27,71.08,81.21,45.41,32.21,28.79,26.43,16.25,43.41,30.55,37.59,26.04,91.6,48.35,49.3,male,8.19
bmi_lo_m_0057,179.2,35.05,85.49,71.3,86.37,48.45,32.15,27.78,24.86,16.07,43.44,30.08,37.61,27.32,89.96,44.99,55.8,male,6.59
bmi_lo_m_0058,178.0,34.05,75.94,64.94,83.55,49.27,34.85,27.55,24.52,15.6,40.92,30.64,37.55,26.92,92.24,48.52,48.0,male,2.0
bmi_lo_m_0059,180.3,34.22,84.76,64.06,83.05,45.06,30.98,24.78,25.37,17.24,41.83,30.55,37.58,27.14,94.48,45.77,52.1,male,2.0
bmi_lo_m_0060,162.7,30.93,80.55,63.64,82.59,49.09,33.59,28.81,26.35,15.14,43.75,29.72,34.16,24.89,83.53,42.66,42.0,male,5.69
bmi_lo_m_0061,178.8,32.34,79.8,55.34,76.74,43.8,31.82,29.94,28.04,15.95,41.76,26.92,36.96,27.93,92.79,48.91,45.1,male,2.0
bmi_lo_m_0062,188.9,32.58,87.11,61.77,85.01,50.38,34.37,32.36,29.01,16.35,44.41,30.1,39.12,29.78,102.69,54.61,58.2,male,2.0
bmi_lo_m_0063,170.9,32.96,78.03,61.73,87.3,53.06,33.48,27.81,26.19,15.99,43.97,32.56,35.74,25.44,88.48,44.86,45.6,male,2.0
bmi_lo_m_0064,168.8,32.63,81.76,70.41,83.92,47.96,31.02,25.34,25.1,15.62,44.31,29.51,34.35,24.02,88.61,44.35,46.3,male,9.95
bmi_lo_m_0065,175.0,31.14,82.18,61.05,79.99,43.04,31.66,25.35,24.49,16.49,43.62,28.85,36.14,27.14,93.5,47.45,42.9,male,2.0
bmi_lo_m_0066,180.8,34.36,76.18,56.31,80.74,47.85,32.77,26.64,25.2,16.07,41.97,29.13,36.43,27.49,91.74,48.36,44.9,male,2.0
bmi_lo_m_0067,168.7,36.0,87.37,69.57,84.2,46.67,33.84,28.37,25.38,16.09,44.26,30.47,33.08,25.51,88.64,45.35,48.3,male,5.55
bmi_lo_m_0068,185.0,35.59,92.53,73.32,85.64,47.59,32.61,28.52,26.08,17.22,47.17,30.36,38.56,28.42,96.63,51.68,58.6,male,7.11
bmi_lo_m_0069,179.5,32.51,85.43,69.56,83.88,47.61,31.53,27.2,25.83,15.69,42.2,28.96,38.13,27.96,92.68,47.73,50.4,male,7.35
bmi_lo_m_0070,176.1,30.72,76.29,59.43,76.12,42.96,31.83,26.18,26.56,16.44,41.49,27.33,36.46,25.79,93.51,47.1,43.9,male,2.0
bmi_lo_m_0071,168.7,36.29,83.16,64.52,82.36,52.02,33.87,32.78,29.23,15.32,45.32,27.96,35.01,28.24,90.84,46.36,50.8,male,2.0
bmi_lo_m_0072,157.7,34.65,88.56,69.2,80.69,47.32,32.53,26.61,24.2,14.91,44.22,28.08,33.34,23.61,76.95,40.46,44.8,male,8.68
bmi_lo_m_0073,182.2,32.44,85.76,70.57,76.48,41.61,30.28,25.44,25.22,16.14,42.31,27.57,38.39,27.71,95.64,50.69,48.5,male,7.97
bmi_lo_m_0074,174.0,31.87,82.02,60.22,82.19,47.67,32.19,29.0,26.67,16.18,41.89,27.72,33.64,25.79,85.28,43.48,43.7,male,2.0
bmi_lo_m_0075,186.7,31.84,86.66,67.42,88.48,52.46,37.38,27.66,26.42,16.45,46.77,31.08,38.58,26.09,97.32,51.92,61.1,male,4.64
bmi_lo_m_0076,173.7,33.4,85.63,57.45,75.05,42.4,32.38,30.05,25.68,16.33,43.23,28.23,36.06,26.75,90.28,46.8,43.5,male,2.0
bmi_lo_m_0077,188.5,34.88,88.34,68.01,84.71,51.0,35.16,31.4,28.38,16.77,43.83,28.92,40.63,29.72,101.75,52.41,64.0,male,2.0
bmi_lo_m_0078,178.7,30.83,81.06,58.46,76.9,43.64,31.69,22.93,23.28,15.58,42.78,27.27,36.35,28.29,90.62,47.32,43.5,male,2.0
bmi_lo_m_0079,167.0,35.88,78.51,54.54,72.42,42.91,32.17,27.84,26.64,15.9,42.69,24.16,34.33,27.41,91.08,45.4,39.1,male,2.0
bmi_lo_m_0080,172.9,35.41,82.95,71.31,85.1,48.75,33.76,28.43,27.13,16.48,45.19,30.65,34.84,24.91,86.79,46.74,50.0,male,7.31
bmi_lo_m_0081,168.8,36.31,88.44,73.85,86.3,51.8,33.02,29.57,26.49,15.74,44.86,30.33,33.98,25.72,83.71,43.43,52.0,male,9.71
bmi_lo_m_0082,167.4,34.97,88.3,61.84,83.01,50.56,32.4,35.17,28.08,15.25,43.49,29.03,33.66,25.35,83.71,43.58,49.3,male,2.0
bmi_lo_m_0083,193.1,31.47,73.48,54.35,82.61,50.19,30.88,24.06,24.19,16.62,41.48,29.35,38.72,30.77,108.95,53.36,50.6,male,2.0
bmi_lo_m_0084,190.6,35.19,89.56,68.71,88.38,48.18,33.38,27.85,26.25,17.01,45.12,31.61,38.32,29.43,97.78,52.1,62.0,male,2.0
bmi_lo_m_0085,177.4,32.49,84.47,67.0,83.92,49.52,32.59,27.17,26.29,16.33,43.34,29.98,35.48,25.7,89.72,47.41,52.3,male,5.05
bmi_lo_m_0086,174.8,33.72,84.43,55.93,81.73,48.26,35.41,26.49,27.23,17.23,44.11,28.4,36.36,27.8,89.35,46.38,50.3,male,2.0
bmi_lo_m_0087,171.6,32.39,86.32,74.23,87.27,51.51,33.05,29.2,25.64,16.34,44.08,29.96,35.3,26.18,86.54,45.73,54.0,male,13.26
bmi_lo_m_0088,187.4,33.27,81.6,63.36,84.1,48.06,33.14,22.86,26.07,17.6,42.58,31.37,38.24,28.36,94.95,48.99,54.2,male,2.0
bmi_lo_m_0089,178.8,33.66,80.62,60.04,79.93,45.9,32.91,25.84,25.75,15.77,43.71,27.83,36.57,27.08,90.52,44.78,48.5,male,2.0
bmi_lo_m_0090,176.5,34.03,79.02,65.51,80.26,46.5,31.06,27.6,25.39,15.96,40.84,29.77,34.83,24.05,88.16,45.07,44.0,male,2.0
bmi_lo_m_0091,173.7,33.23,93.03,70.57,83.8,46.63,33.79,32.53,26.44,16.89,47.62,29.7,34.87,25.64,88.45,45.9,55.1,male,8.64
bmi_lo_m_0092,176.2,32.73,83.08,59.33,84.35,51.02,34.79,28.84,25.8,16.11,46.13,30.11,36.0,28.7,93.63,47.2,56.7,male,2.0
bmi_lo_m_0093,173.9,32.11,83.33,63.44,83.3,45.56,31.9,26.78,24.89,15.88,43.98,29.74,34.62,26.33,92.09,46.61,48.2,male,2.05
bmi_lo_m_0094,188.2,32.7,82.63,66.66,85.94,48.83,34.84,24.66,26.35,16.49,44.76,29.9,39.56,29.7,98.08,51.49,55.4,male,2.66
bmi_lo_m_0095,161.0,32.75,78.45,72.95,79.46,44.44,29.11,23.35,24.24,15.81,39.29,28.91,35.42,24.5,81.85,43.6,35.6,male,13.71
bmi_lo_m_0096,177.7,32.38,81.83,66.29,83.62,47.03,34.67,26.07,26.21,15.72,43.23,30.03,35.81,26.12,88.9,46.66,52.1,male,4.35
bmi_lo_m_0097,179.4,31.6,80.27,59.74,75.69,42.19,31.34,26.16,26.87,16.8,41.11,26.93,35.73,25.18,93.22,48.02,43.7,male,2.0
bmi_lo_m_0098,184.0,34.19,85.92,63.04,85.64,48.88,33.62,28.9,25.81,15.62,42.99,30.49,38.09,28.17,100.75,50.64,56.4,male,2.0
bmi_lo_m_0099,180.3,33.52,93.16,75.29,82.76,45.39,32.32,28.71,25.11,16.31,43.72,29.8,38.62,28.25,94.49,50.81,58.2,male,11.69
bmi_lo_m_0100,166.1,34.07,77.95,57.48,81.01,47.04,31.26,28.75,24.24,15.19,44.29,29.03,32.72,23.33,83.67,42.2,39.5,male,2.0
bmi_lo_m_0101,183.5,34.31,78.98,61.95,84.06,46.15,33.94,25.24,24.93,16.83,41.42,31.18,40.2,29.53,101.46,52.55,48.5,male,2.0
bmi_lo_m_0102,176.1,30.03,79.23,59.0,78.42,43.44,32.74,23.23,24.45,16.37,40.71,28.51,35.35,25.54,92.24,46.03,42.1,male,2.0
bmi_lo_m_0103,177.1,31.48,81.16,57.29,84.77,51.08,33.75,25.39,23.65,15.44,42.04,30.32,34.71,26.77,88.53,46.86,45.4,male,2.0
bmi_lo_m_0104,172.0,31.57,79.23,60.62,81.79,49.24,32.34,25.9,23.74,15.65,42.87,30.24,36.72,27.13,89.38,48.27,43.7,male,2.0
bmi_lo_m_0105,171.3,32.76,84.53,73.99,81.74,46.63,30.05,26.24,24.23,16.12,41.94,29.84,36.29,26.5,89.16,47.14,47.0,male,12.77
bmi_lo_m_0106,181.9,32.55,82.56,64.13,83.08,49.24,30.98,28.4,24.33,15.36,41.91,28.7,38.3,29.86,96.47,49.32,48.2,male,2.0
bmi_lo_m_0107,175.2,34.97,78.17,59.51,76.85,43.87,29.01,28.64,26.94,15.77,42.08,25.38,36.2,27.15,96.5,46.22,43.7,male,2.0
bmi_lo_m_0108,180.2,31.09,96.32,62.6,78.07,46.74,32.98,29.29,26.85,16.02,47.51,27.46,37.55,27.93,95.44,49.58,53.4,male,2.0
bmi_lo_m_0109,165.5,32.67,78.69,62.15,80.31,45.14,31.01,25.3,23.6,15.11,41.31,28.62,33.91,24.51,81.46,43.29,38.2,male,2.0
bmi_lo_m_0110,179.9,35.72,83.89,66.8,87.01,52.26,31.58,28.07,25.32,15.99,44.69,30.89,36.84,26.89,93.89,48.07,57.6,male,2.0
bmi_lo_m_0111,174.8,33.65,88.39,59.22,85.01,50.01,32.87,28.81,26.47,17.05,46.63,29.6,36.62,26.45,88.95,47.17,47.9,male,2.0
bmi_lo_m_0112,162.8,34.76,85.87,70.23,80.5,44.86,34.04,27.31,25.81,16.08,43.5,27.03,34.16,23.96,83.69,42.94,45.7,male,8.69
bmi_lo_m_0113,169.2,33.4,82.18,69.42,82.38,48.37,31.11,22.07,23.77,15.26,38.13,28.99,35.83,26.55,89.4,46.56,40.3,male,8.09
bmi_lo_m_0114,182.0,34.45,86.26,62.45,87.24,50.1,33.94,30.1,26.78,16.75,45.59,31.66,39.04,28.9,95.59,48.3,53.1,male,2.0
bmi_lo_m_0115,180.1,34.82,87.35,73.65,86.62,49.96,32.73,28.35,27.47,16.29,45.29,31.03,35.81,24.79,92.98,47.02,58.7,male,9.0
bmi_lo_m_0116,183.1,30.83,75.93,62.51,82.36,46.74,32.22,23.58,25.16,16.31,39.06,29.12,38.09,29.12,94.44,48.45,47.3,male,2.0
bmi_lo_m_0117,173.5,35.06,85.26,71.48,84.03,46.77,32.88,28.26,26.45,16.26,46.31,30.86,36.94,27.49,89.09,48.7,51.9,male,7.74
bmi_lo_m_0118,178.2,34.16,84.53,55.11,77.8,40.54,32.76,28.53,26.33,15.9,43.04,28.6,36.61,27.93,93.07,46.04,43.8,male,2.0
bmi_lo_m_0119,170.2,37.07,81.85,66.12,86.17,50.75,32.19,26.71,26.78,16.08,44.41,28.28,34.68,24.37,89.7,43.6,51.2,male,2.0
bmi_lo_m_0120,165.7,32.87,82.87,65.83,83.98,49.25,31.48,25.68,24.75,14.38,39.66,28.58,32.51,22.96,83.89,41.69,45.1,male,5.41
bmi_lo_m_0121,186.2,33.19,85.27,63.79,89.04,50.0,35.32,26.26,25.32,15.68,45.65,31.94,38.99,28.23,91.98,50.21,55.1,male,2.0
bmi_lo_m_0122,171.4,32.08,85.73,69.04,81.36,48.4,34.29,26.82,25.06,16.08,42.58,28.65,34.98,24.7,85.27,44.04,48.1,male,8.66
bmi_lo_m_0123,168.1,30.21,80.34,66.53,85.4,49.06,31.23,26.58,22.76,15.2,42.93,30.52,35.4,25.89,88.18,45.91,40.3,male,8.6
bmi_lo_m_0124,170.3,37.46,89.25,63.91,82.18,50.66,32.25,32.5,28.43,15.46,44.2,26.68,35.83,26.78,88.15,45.44,52.3,male,2.0
bmi_lo_m_0125,165.3,34.62,85.44,69.53,80.41,44.61,33.96,27.12,25.8,16.16,43.45,27.09,34.7,24.36,85.26,43.78,46.1,male,7.63
bmi_lo_m_0126,177.1,31.69,85.05,59.26,83.76,49.69,33.29,27.61,27.3,15.01,42.81,29.52,36.86,26.54,93.51,47.68,49.2,male,2.0
bmi_lo_m_0127,176.3,33.93,79.88,67.48,80.73,43.71,30.55,27.56,25.43,15.86,40.28,28.34,36.48,27.49,89.67,46.94,47.0,male,4.19
bmi_lo_m_0128,177.7,33.04,80.89,61.09,76.26,45.48,30.81,26.04,24.55,15.27,43.01,27.85,35.79,26.32,91.04,47.06,42.7,male,2.0
bmi_lo_m_0129,195.0,30.77,76.84,63.48,81.55,45.4,30.43,24.14,25.49,15.84,41.72,28.74,40.14,28.35,101.0,52.21,52.4,male,2.0
bmi_lo_m_0130,176.8,30.66,85.2,67.89,82.7,43.91,32.05,25.39,24.81,15.85,43.69,30.51,35.19,26.46,83.93,47.84,45.3,male,7.99
bmi_lo_m_0131,175.1,33.8,82.66,67.66,86.56,51.22,34.14,30.4,27.37,15.72,45.91,30.63,36.23,26.99,87.9,46.08,53.8,male,4.74
bmi_lo_m_0132,182.1,35.66,76.5,61.95,79.97,43.45,32.39,28.96,26.6,16.7,43.49,28.59,37.62,28.03,94.58,49.62,47.9,male,2.0
bmi_lo_m_0133,184.1,32.55,78.88,61.45,83.61,48.71,29.43,28.31,25.66,15.85,41.23,29.73,39.64,32.05,102.28,50.56,53.2,male,2.0
bmi_lo_m_0134,177.5,37.15,83.17,66.18,81.24,48.82,31.96,26.62,27.98,17.0,41.76,30.47,38.47,27.71,91.5,46.77,52.8,male,2.0
bmi_lo_m_0135,168.0,35.46,81.39,65.29,81.86,48.29,31.87,28.96,27.26,15.22,43.21,28.52,36.53,25.15,87.34,46.35,42.1,male,2.0
bmi_lo_m_0136,178.4,34.68,85.58,71.55,83.6,47.03,32.61,27.47,27.28,16.69,45.28,30.14,35.34,26.0,90.94,48.54,56.6,male,7.35
bmi_lo_m_0137,172.5,34.9,78.26,59.08,76.51,43.58,30.16,25.24,24.85,16.21,42.23,26.82,35.45,23.52,87.59,44.88,43.0,male,2.0
bmi_lo_m_0138,189.0,32.68,86.81,69.97,83.94,48.82,32.69,30.57,29.01,15.96,42.52,29.37,39.02,27.86,98.2,50.79,56.6,male,6.02
bmi_lo_m_0139,167.8,32.98,86.62,64.04,84.71,49.73,35.1,29.69,26.49,16.05,42.95,29.45,33.69,24.53,83.27,42.93,46.8,male,2.81
bmi_lo_m_0140,191.4,34.3,89.46,75.18,91.71,52.81,31.48,24.7,24.74,16.76,45.22,32.34,39.37,29.23,100.72,53.8,61.8,male,9.07
bmi_lo_m_0141,179.8,32.75,79.63,58.87,79.09,48.04,31.52,27.82,26.03,16.78,42.83,28.15,37.31,29.08,98.48,50.32,47.2,male,2.0
bmi_lo_m_0142,167.6,32.08,87.35,73.39,89.49,53.01,32.06,26.42,24.61,14.88,43.66,33.24,35.68,25.55,85.59,44.56,48.8,male,13.5
bmi_lo_m_0143,175.1,31.01,74.54,52.77,79.06,45.29,35.77,27.6,26.43,16.36,41.31,27.7,35.95,26.79,89.12,45.75,41.7,male,2.0
bmi_lo_m_0144,177.5,34.82,81.08,57.6,77.77,44.99,32.2,25.92,27.04,16.69,42.33,27.1,37.05,26.19,90.52,45.83,45.8,male,2.0
bmi_lo_m_0145,157.2,35.67,92.39,73.13,84.43,50.52,33.31,28.22,25.39,14.81,45.45,28.74,31.79,22.85,77.95,41.66,45.4,male,11.8
bmi_lo_m_0146,177.7,31.64,89.51,79.18,85.29,52.77,30.68,26.44,24.99,16.12,42.51,29.95,36.79,26.3,90.76,47.2,55.5,male,16.97
bmi_lo_m_0147,184.0,30.48,75.53,54.81,85.44,49.25,30.34,22.47,25.25,15.71,41.39,29.66,36.65,26.98,93.68,47.18,48.5,male,2.0
bmi_lo_m_0148,177.1,30.88,82.06,53.98,74.69,43.44,31.86,27.0,25.91,16.6,43.87,26.92,36.3,27.14,90.2,46.12,43.6,male,2.0
bmi_lo_m_0149,174.5,34.07,81.21,58.22,79.11,46.9,35.02,28.39,28.1,15.94,44.63,28.44,35.0,27.84,91.51,48.64,47.6,male,2.0
bmi_hi_f_0000,168.7,40.01,118.01,116.44,123.89,76.64,43.86,36.77,28.83,17.1,53.51,41.04,34.21,24.49,85.8,43.69,102.1,female,53.19
bmi_hi_f_0001,163.7,41.15,133.65,134.72,141.08,90.25,48.48,48.13,34.74,17.47,58.02,46.74,33.81,23.77,86.88,43.28,124.0,female,65.68
bmi_hi_f_0002,174.9,38.63,130.54,138.84,136.49,91.86,49.6,39.96,33.04,17.46,57.38,44.95,39.0,29.04,93.33,49.37,119.4,female,63.48
bmi_hi_f_0003,158.6,35.47,124.21,123.65,129.44,84.83,45.2,41.18,31.17,16.19,54.08,44.52,31.0,22.84,80.52,41.86,103.2,female,61.68
bmi_hi_f_0004,175.7,42.7,147.19,137.81,146.4,92.87,54.13,50.43,36.04,18.7,60.88,50.1,35.81,26.66,91.26,48.54,137.5,female,64.72
bmi_hi_f_0005,159.0,38.39,110.03,110.66,121.18,74.94,45.56,40.0,31.59,17.46,54.84,41.03,32.26,24.03,80.17,41.67,95.9,female,53.23
bmi_hi_f_0006,153.4,39.11,116.87,122.49,127.98,83.81,46.71,41.0,32.12,16.9,54.86,43.55,31.89,21.14,77.18,39.44,102.9,female,61.02
bmi_hi_f_0007,171.0,41.82,143.12,139.0,142.77,92.09,49.81,48.7,36.8,18.68,61.97,48.42,35.88,25.91,91.79,48.0,133.3,female,65.41
bmi_hi_f_0008,161.1,36.76,109.02,114.54,118.07,74.55,47.79,38.33,30.58,16.25,50.1,39.81,32.91,22.96,87.7,46.02,95.8,female,53.54
bmi_hi_f_0009,158.8,40.28,126.48,125.31,135.17,85.07,47.4,44.36,34.19,17.61,54.08,46.15,32.93,23.28,82.09,42.15,114.0,female,62.46
bmi_hi_f_0010,168.8,42.61,142.55,133.83,140.84,91.87,50.22,45.47,33.94,17.66,59.95,47.17,35.46,26.5,88.54,47.39,125.6,female,63.59
bmi_hi_f_0011,154.0,36.21,116.24,113.19,126.53,79.07,43.55,40.28,30.56,16.47,54.41,43.94,31.39,22.94,76.31,39.84,95.0,female,58.17
bmi_hi_f_0012,170.4,39.91,129.15,121.62,132.38,84.04,47.64,43.14,35.27,17.76,56.53,45.01,34.67,26.41,90.84,46.88,115.9,female,57.47
bmi_hi_f_0013,157.0,40.36,121.78,120.27,128.78,83.29,47.19,43.54,33.51,17.21,53.46,43.21,31.54,23.63,82.59,41.36,106.7,female,59.14
bmi_hi_f_0014,161.5,36.72,110.59,109.17,121.35,74.85,47.3,37.96,30.59,17.0,49.5,41.31,34.36,25.59,89.41,47.13,97.2,female,52.69
bmi_hi_f_0015,170.9,36.36,118.87,122.48,129.84,81.51,50.31,40.15,31.65,17.24,52.16,43.43,34.02,25.19,88.73,45.68,107.7,female,57.97
bmi_hi_f_0016,165.4,40.57,130.43,122.11,133.08,85.48,49.43,43.62,33.18,17.32,56.71,44.35,33.13,24.67,86.56,45.77,114.9,female,58.91
bmi_hi_f_0017,162.3,38.45,117.55,120.08,128.04,80.91,46.43,41.99,32.11,17.63,54.98,42.6,33.56,23.94,83.95,43.49,107.0,female,58.06
bmi_hi_f_0018,162.5,37.87,118.45,126.39,130.17,81.71,42.79,44.77,33.46,17.25,54.16,44.57,32.49,24.72,86.32,44.19,106.4,female,60.99
bmi_hi_f_0019,165.7,35.81,119.32,112.58,124.45,78.86,45.16,40.88,30.69,17.43,55.94,41.1,33.8,24.93,84.18,45.2,100.5,female,54.27
bmi_hi_f_0020,160.0,39.22,129.26,127.92,130.72,84.43,49.05,43.92,33.83,17.24,55.1,44.18,33.29,24.71,85.45,45.32,112.3,female,61.89
bmi_hi_f_0021,163.8,39.11,117.94,110.88,125.76,75.89,43.47,38.95,31.89,17.49,49.76,43.46,33.02,24.13,83.05,44.32,99.3,female,53.44
bmi_hi_f_0022,161.4,39.79,127.91,118.59,124.86,79.76,45.87,41.99,32.58,16.94,53.54,42.36,34.29,23.28,84.85,43.79,106.1,female,56.24
bmi_hi_f_0023,167.5,40.83,137.25,137.67,138.59,85.84,52.6,40.67,32.12,17.25,59.29,46.84,34.6,25.28,87.34,44.36,125.0,female,64.94
bmi_hi_f_0024,160.0,36.84,114.12,107.16,124.27,76.66,43.46,40.08,30.91,16.46,49.92,43.13,32.71,21.73,82.69,42.75,96.4,female,53.38
bmi_hi_f_0025,146.4,36.97,111.8,107.72,116.82,73.61,45.93,39.09,30.67,16.49,50.84,39.27,30.24,22.25,73.62,35.97,87.2,female,54.54
bmi_hi_f_0026,164.7,41.95,145.39,146.93,136.3,83.28,48.11,47.31,34.75,17.67,59.04,46.62,33.59,24.17,86.81,44.04,124.4,female,67.39
bmi_hi_f_0027,173.5,43.75,131.87,142.41,144.64,94.53,51.71,47.91,35.58,18.82,59.85,47.78,35.32,27.3,92.12,47.72,134.2,female,65.77
