char_id,gender,somatotype,inversion_mae_cm,weight_kg,navy_bfp,target_height_cm,target_shoulder_width_cm,target_hip_width_cm,target_chest_circ_cm,target_waist_circ_cm,target_hip_circ_cm,target_neck_circ_cm,target_bicep_circ_cm,target_forearm_circ_cm,target_mid_thigh_circ_cm,target_calf_circ_cm,target_upper_arm_length_cm,target_forearm_length_cm,target_upper_leg_length_cm,target_lower_leg_length_cm,morph_abdomen_depth,morph_abdomen_scale,morph_body_builder,morph_body_fat,morph_body_muscular,morph_body_thin,morph_breast_scale,morph_chest_depth,morph_chest_height,morph_chest_scale,morph_chest_width,morph_forearm_len,morph_forearm_scale,morph_glute_scale,morph_hip_len,morph_hip_scale,morph_lower_leg_len,morph_lower_leg_scale,morph_neck_len,morph_neck_scale,morph_thigh_len,morph_thigh_scale,morph_upperarm_len,morph_upperarm_scale,pred_height_cm,pred_shoulder_width_cm,pred_hip_width_cm,pred_chest_circ_cm,pred_waist_circ_cm,pred_hip_circ_cm,pred_neck_circ_cm,pred_bicep_circ_cm,pred_forearm_circ_cm,pred_mid_thigh_circ_cm,pred_calf_circ_cm,pred_upper_arm_length_cm,pred_forearm_length_cm,pred_upper_leg_length_cm,pred_lower_leg_length_cm,target_WHR,pred_WHR,target_SHR,pred_SHR,target_leg_taper,pred_leg_taper,target_chest_waist,pred_chest_waist,target_hip_chest,pred_hip_chest,target_neck_chest,pred_neck_chest,target_bicep_thigh,pred_bicep_thigh,target_shoulder_chest,pred_shoulder_chest,target_hip_width_circ,pred_hip_width_circ,target_arm_ratio,pred_arm_ratio,target_leg_ratio,pred_leg_ratio,target_bicep_calf,pred_bicep_calf,target_forearm_bicep,pred_forearm_bicep,target_shoulder_hip_circ,pred_shoulder_hip_circ
bmi_hi_f_0141,female,pear,3.195,116.4,63.84,165.7,55.66,47.0,125.4,130.85,138.44,38.98,41.4,33.99,88.71,50.69,35.43,26.53,43.85,46.87,1.0,1.0,0.0,0.3709,0.0,0.0,0.0,-0.5,-1.0,-0.5,1.0,0.17,1.0,-1.0,1.0,1.0,-0.0278,1.0,-0.6492,0.0,-0.133,0.4265,0.8105,0.3736,166.04,48.79,44.27,124.04,125.0,136.56,40.57,37.12,31.22,77.37,43.72,36.16,26.9,43.46,46.43,0.9452,0.9153,1.1843,1.1021,1.75,1.7697,0.9583,0.9923,1.104,1.1009,0.3108,0.3271,0.4667,0.4798,0.4439,0.3933,0.3395,0.3242,0.7488,0.7439,1.0689,1.0683,0.8167,0.849,0.821,0.8411,0.4021,0.3573
bmi_hi_f_0142,female,apple,4.596,132.8,67.8,170.9,60.03,49.19,140.24,144.36,145.17,41.44,46.79,35.35,95.39,51.74,35.65,26.27,45.05,47.49,1.0,1.0,0.0,0.4842,0.0,0.0,0.0,-0.5,-1.0,-0.5,1.0,0.1624,0.9813,-1.0,1.0,0.8268,-0.0155,0.8013,0.4335,0.0,-0.0941,0.2549,0.8616,0.5892,171.35,48.79,43.63,137.09,133.99,142.77,43.58,41.46,32.56,80.16,44.68,36.78,26.82,44.26,46.74,0.9944,0.9385,1.2204,1.1183,1.8436,1.7941,0.9715,1.0231,1.0352,1.0414,0.2955,0.3179,0.4905,0.5172,0.4281,0.3559,0.3388,0.3056,0.7369,0.7292,1.0542,1.056,0.9043,0.9279,0.7555,0.7853,0.4135,0.3417
bmi_hi_f_0143,female,apple,2.173,106.1,59.82,156.7,54.85,43.0,126.07,120.77,128.98,39.28,43.39,33.73,84.24,46.77,33.35,24.04,40.62,40.74,1.0,1.0,0.1247,0.3216,0.0,0.0,0.0,-0.5,-1.0,-0.3499,1.0,-0.0522,1.0,-1.0,1.0,0.3426,-0.2792,0.9479,-0.9319,0.0,-0.2641,1.0,0.6393,0.6953,156.87,49.35,41.08,124.54,117.62,127.46,40.18,40.39,31.22,76.79,43.21,33.97,24.35,40.39,40.51,0.9363,0.9228,1.2756,1.2013,1.8012,1.7771,1.0439,1.0588,1.0231,1.0234,0.3116,0.3226,0.5151,0.526,0.4351,0.3963,0.3334,0.3223,0.7208,0.7168,1.003,1.003,0.9277,0.9347,0.7774,0.773,0.4253,0.3872
bmi_hi_f_0144,female,pear,3.643,116.5,65.46,163.3,55.62,44.98,128.38,136.15,135.92,38.48,44.22,33.71,87.83,47.89,34.9,25.04,42.49,46.38,1.0,1.0,0.0,0.4179,0.0,0.0,0.0,-0.5,-1.0,-0.5,0.7128,0.0471,0.9136,-1.0,1.0,0.7826,-0.0577,0.6131,-0.6509,0.0,-0.1989,0.0352,0.7714,0.5461,163.78,47.84,42.13,126.77,127.42,134.43,41.87,39.64,31.29,75.04,41.95,35.75,25.44,41.83,45.7,1.0017,0.9479,1.2365,1.1355,1.834,1.7888,0.9429,0.9949,1.0587,1.0604,0.2997,0.3303,0.5035,0.5283,0.4332,0.3774,0.3309,0.3134,0.7175,0.7116,1.0916,1.0925,0.9234,0.9449,0.7623,0.7894,0.4092,0.3559
bmi_hi_f_0145,female,pear,1.839,105.1,58.93,164.2,52.79,44.73,118.59,120.68,130.08,37.03,40.7,30.91,81.94,46.08,34.02,24.38,41.04,44.76,1.0,1.0,0.0,0.3145,0.0,0.0,0.0,-0.5,-1.0,-0.4986,1.0,-0.0248,0.8602,-1.0,1.0,0.6395,-0.1092,1.0,0.1622,0.0,-0.2535,0.8943,0.6778,0.6653,164.37,48.75,42.45,117.55,117.87,129.25,39.02,38.33,29.66,75.85,42.5,34.43,24.57,40.78,44.49,0.9277,0.912,1.1802,1.1484,1.7782,1.7847,0.9827,0.9973,1.0969,1.0995,0.3123,0.3319,0.4967,0.5053,0.4451,0.4147,0.3439,0.3284,0.7166,0.7136,1.0906,1.091,0.8832,0.9019,0.7595,0.7738,0.4058,0.3772
bmi_hi_f_0146,female,pear,0.596,89.4,49.9,159.6,50.57,40.74,110.42,103.14,119.8,37.95,36.59,28.67,77.24,39.9,33.14,24.21,40.14,41.03,1.0,1.0,0.7055,0.0957,0.0,0.0,0.0,-0.5,-1.0,-0.5,1.0,-0.0972,0.4064,0.4782,1.0,0.2224,-0.2437,0.364,0.0042,0.044,-0.2648,1.0,0.5473,-0.1979,159.65,49.18,41.0,110.2,102.64,119.28,37.9,35.62,28.14,74.36,38.62,33.32,24.3,40.15,41.01,0.8609,0.8605,1.2413,1.1995,1.9358,1.9254,1.0706,1.0737,1.0849,1.0824,0.3437,0.3439,0.4737,0.479,0.458,0.4463,0.3401,0.3437,0.7305,0.7293,1.0222,1.0214,0.917,0.9223,0.7835,0.79,0.4221,0.4123
bmi_hi_f_0147,female,pear,0.112,86.5,50.89,156.8,49.53,39.51,109.86,106.38,116.1,36.85,34.98,28.3,70.85,40.99,31.46,24.57,36.42,41.9,1.0,1.0,0.1068,0.2024,0.0,0.0,0.0,-0.5,-1.0,-0.3727,1.0,-0.026,0.7602,-0.8495,1.0,0.2639,-0.2145,0.9817,-0.2141,0.0049,-0.4426,1.0,0.4356,0.3783,156.81,49.2,39.5,109.77,106.24,115.95,36.83,34.83,28.22,70.42,40.78,31.5,24.59,36.42,41.9,0.9163,0.9163,1.2536,1.2456,1.7285,1.7268,1.0327,1.0332,1.0568,1.0563,0.3354,0.3355,0.4937,0.4946,0.4508,0.4482,0.3403,0.3407,0.781,0.7806,1.1505,1.1505,0.8534,0.8541,0.809,0.8102,0.4266,0.4243
bmi_hi_f_0148,female,pear,2.958,113.4,60.18,171.2,56.4,46.03,121.72,125.08,134.95,36.99,45.77,32.52,87.25,46.18,35.14,24.14,44.44,44.35,1.0,1.0,0.0,0.3311,0.0,0.0,0.0,-0.5,-1.0,-0.5,1.0,-0.0334,0.954,-1.0,1.0,0.6951,-0.1184,0.8451,1.0,0.0,-0.0902,1.0,0.8038,1.0,171.1,48.77,43.22,119.43,119.88,132.46,39.41,41.51,30.42,77.82,41.77,35.96,24.51,44.46,44.38,0.9269,0.905,1.2253,1.1284,1.8893,1.8631,0.9731,0.9962,1.1087,1.1091,0.3039,0.33,0.5246,0.5334,0.4634,0.4084,0.3411,0.3263,0.687,0.6816,0.998,0.9982,0.9911,0.9938,0.7105,0.7328,0.4179,0.3682
bmi_hi_f_0149,female,pear,1.348,100.3,54.35,162.9,52.35,42.41,117.03,114.15,123.63,38.38,39.77,32.65,79.5,43.92,33.92,23.94,39.96,44.28,1.0,1.0,0.2343,0.2486,0.0,0.0,0.0,-0.5,-1.0,-0.4932,1.0,-0.0791,1.0,-1.0,1.0,0.3749,-0.1184,0.8606,0.1371,0.0,-0.2915,1.0,0.6563,0.429,163.0,48.92,40.97,116.02,112.06,122.68,38.77,38.0,30.89,75.18,41.84,34.31,24.13,39.81,44.13,0.9233,0.9134,1.2344,1.194,1.8101,1.7968,1.0252,1.0353,1.0564,1.0574,0.328,0.3342,0.5003,0.5055,0.4473,0.4217,0.343,0.334,0.7058,0.7033,1.1081,1.1085,0.9055,0.9082,0.821,0.8129,0.4234,0.3988
bmi_hi_f_0150,female,pear,2.634,119.2,63.8,162.9,56.06,46.67,127.55,129.06,139.28,40.49,44.41,32.87,88.06,48.51,34.81,26.22,41.91,43.12,1.0,1.0,0.0,0.381,0.0,0.0,0.0,-0.5,-1.0,-0.5,1.0,0.1447,0.9805,-1.0,1.0,0.6787,-0.1813,1.0,0.034,0.0,-0.2137,1.0,0.7612,0.8353,163.1,48.76,43.64,125.26,124.32,136.67,40.81,41.23,31.24,80.08,43.9,35.55,26.59,41.67,42.86,0.9266,0.9096,1.2012,1.1173,1.8153,1.8241,0.9883,1.0076,1.092,1.0911,0.3174,0.3258,0.5043,0.5149,0.4395,0.3893,0.3351,0.3193,0.7532,0.748,1.0289,1.0286,0.9155,0.9392,0.7401,0.7577,0.4025,0.3568
bmi_hi_f_0151,female,pear,1.714,94.2,56.48,157.8,51.25,41.23,113.09,117.75,121.07,37.21,39.78,30.63,77.05,42.72,32.63,24.05,40.42,41.09,1.0,1.0,0.0,0.2951,0.0,0.0,0.0,-0.5,-1.0,-0.5,0.7,-0.0515,0.8612,-1.0,1.0,0.3601,-0.2709,0.6635,-0.3505,0.0,-0.2767,0.5938,0.5498,0.6109,158.0,47.74,39.46,112.47,113.9,120.84,38.55,37.45,29.39,70.67,39.72,32.99,24.23,40.06,40.76,0.9726,0.9426,1.243,1.2098,1.8036,1.7792,0.9604,0.9874,1.0706,1.0744,0.329,0.3428,0.5163,0.5299,0.4532,0.4245,0.3405,0.3265,0.7371,0.7345,1.0166,1.0175,0.9312,0.9428,0.77,0.7848,0.4233,0.3951
bmi_hi_f_0152,female,pear,1.631,102.4,57.43,162.1,52.96,42.87,119.27,117.4,127.68,37.41,41.38,31.14,79.71,45.83,34.96,26.17,42.4,45.2,1.0,1.0,0.0434,0.2923,0.0,0.0,0.0,-0.5,-1.0,-0.3987,1.0,0.1228,0.9249,-1.0,1.0,0.5069,-0.0931,1.0,-1.0,0.0,-0.1923,0.9447,0.7472,0.7636,162.42,49.15,41.53,118.13,115.35,126.06,38.83,39.22,30.01,74.9,42.36,35.35,26.36,42.13,44.87,0.9195,0.915,1.2354,1.1835,1.7393,1.7682,1.0159,1.0241,1.0705,1.0671,0.3137,0.3287,0.5191,0.5236,0.444,0.4161,0.3358,0.3294,0.7486,0.7457,1.066,1.065,0.9029,0.9259,0.7525,0.7652,0.4148,0.3899
bmi_hi_f_0153,female,pear,1.82,104.0,56.75,154.9,53.42,41.11,117.49,112.89,126.07,38.81,45.94,33.63,79.76,46.99,31.22,24.95,37.9,42.61,1.0,1.0,0.3349,0.228,0.0,0.0,0.0,-0.5,-1.0,-0.5,1.0,0.0117,1.0,0.2806,1.0,0.1001,-0.185,1.0,-1.0,0.0,-0.3743,1.0,0.4335,0.9186,155.06,48.88,40.11,116.18,110.66,123.9,38.94,42.99,31.17,74.2,43.15,31.72,25.23,37.84,42.49,0.8955,0.8931,1.2994,1.2186,1.6974,1.7196,1.0407,1.0499,1.073,1.0664,0.3303,0.3352,0.576,0.5794,0.4547,0.4207,0.3261,0.3237,0.7992,0.7954,1.1243,1.1229,0.9777,0.9963,0.732,0.7251,0.4237,0.3945
bmi_hi_f_0154,female,pear,2.716,112.8,62.33,163.6,55.41,46.12,127.27,130.06,134.13,40.44,46.39,34.01,83.56,46.5,32.96,23.92,39.88,44.11,1.0,1.0,0.0,0.3832,0.0,0.0,0.0,-0.5,-1.0,-0.5,1.0,-0.0498,1.0,-1.0,1.0,0.7843,-0.1423,0.7838,0.5433,0.0,-0.306,0.2389,0.6155,1.0,163.82,48.72,42.41,125.4,124.47,132.82,40.86,42.67,31.31,75.02,42.42,33.65,24.26,39.45,43.69,0.9697,0.9371,1.2014,1.1488,1.797,1.7685,0.9785,1.0075,1.0539,1.0592,0.3177,0.3258,0.5552,0.5688,0.4354,0.3885,0.3438,0.3193,0.7257,0.721,1.1061,1.1075,0.9976,1.0059,0.7331,0.7338,0.4131,0.3668
bmi_hi_f_0155,female,apple,2.162,103.7,59.38,162.0,53.72,43.18,125.06,122.84,127.77,37.25,41.18,29.16,82.99,44.52,33.22,23.75,42.19,40.9,1.0,1.0,0.0,0.3554,0.0,0.0,0.0,-0.5,-1.0,-0.4231,1.0,-0.0751,0.4608,-1.0,1.0,0.2326,-0.284,0.6952,0.2598,0.0,-0.2056,1.0,0.6217,0.5901,162.22,49.0,40.18,123.76,118.95,127.31,40.18,38.6,27.9,75.77,41.2,33.68,23.97,41.73,40.5,0.9614,0.9343,1.2441,1.2195,1.8641,1.8391,1.0181,1.0404,1.0217,1.0287,0.2979,0.3247,0.4962,0.5094,0.4296,0.3959,0.338,0.3156,0.7149,0.7117,0.9694,0.9705,0.925,0.9369,0.7081,0.7228,0.4204,0.3849
bmi_hi_f_0156,female,pear,2.748,113.8,60.83,162.7,55.87,43.95,123.95,125.71,132.92,40.29,43.17,34.41,84.53,47.76,34.79,26.79,39.94,45.19,1.0,1.0,0.0,0.352,0.0,0.0,0.0,-0.5,-1.0,-0.5,1.0,0.1976,1.0,-1.0,1.0,0.4905,-0.0896,1.0,-0.0513,0.0,-0.3004,0.8869,0.7606,0.7203,162.94,48.77,41.74,121.89,120.28,130.21,40.04,39.61,30.98,76.52,43.27,35.57,27.21,39.71,44.91,0.9458,0.9237,1.2712,1.1684,1.7699,1.7684,0.986,1.0134,1.0724,1.0683,0.3251,0.3285,0.5107,0.5176,0.4507,0.4001,0.3307,0.3206,0.77,0.765,1.1314,1.1309,0.9039,0.9154,0.7971,0.7821,0.4203,0.3745
bmi_hi_f_0157,female,pear,0.696,86.6,54.21,156.2,47.56,41.33,110.23,108.68,120.24,34.84,38.76,28.22,76.28,42.33,31.78,23.59,40.27,41.19,1.0,1.0,0.1849,0.2002,0.0,0.0,0.0,-0.0831,-1.0,-0.5,0.7153,-0.1168,0.6069,-1.0,1.0,0.5847,-0.2528,0.9447,-0.875,0.0,-0.2756,1.0,0.4431,0.6116,156.3,47.88,41.85,110.9,108.84,121.05,37.19,37.81,27.74,73.65,41.09,31.78,23.59,40.16,41.08,0.9039,0.8991,1.1507,1.1441,1.802,1.7924,1.0143,1.0189,1.0908,1.0915,0.3161,0.3353,0.5081,0.5134,0.4315,0.4317,0.3437,0.3457,0.7423,0.7423,1.0228,1.0229,0.9157,0.9202,0.7281,0.7337,0.3955,0.3955
bmi_hi_f_0158,female,pear,1.411,102.6,54.81,161.4,53.06,42.11,117.0,113.63,124.25,38.28,41.54,31.47,80.23,44.74,33.17,25.02,41.37,44.79,1.0,1.0,0.1952,0.2418,0.0,0.0,0.0,-0.5,-1.0,-0.4111,1.0,0.0188,0.9699,-1.0,1.0,0.455,-0.0969,0.9677,-0.9444,0.0,-0.2274,1.0,0.599,0.6958,161.5,49.16,41.32,115.92,111.67,122.89,38.44,39.56,30.43,74.83,42.19,33.6,25.24,41.29,44.68,0.9145,0.9087,1.26,1.1897,1.7932,1.7736,1.0297,1.0381,1.062,1.0601,0.3272,0.3316,0.5178,0.5287,0.4535,0.4241,0.3389,0.3362,0.7543,0.7512,1.0827,1.0821,0.9285,0.9377,0.7576,0.7692,0.427,0.4
bmi_hi_f_0159,female,apple,2.546,111.8,61.76,158.6,55.55,44.35,130.65,126.92,131.8,40.84,44.72,33.09,84.54,49.06,32.2,23.24,40.85,42.43,1.0,1.0,0.0,0.3861,0.1295,0.0,0.0,-0.5,-1.0,-0.4584,1.0,-0.109,1.0,-1.0,1.0,0.3113,-0.2126,1.0,-0.7116,0.0,-0.259,0.7627,0.5543,0.7827,158.78,48.86,40.67,128.48,122.5,130.03,41.54,41.57,31.47,76.8,44.59,32.85,23.55,40.52,42.11,0.963,0.9421,1.2525,1.2014,1.7232,1.7224,1.0294,1.0488,1.0088,1.0121,0.3126,0.3233,0.529,0.5413,0.4252,0.3803,0.3365,0.3128,0.7217,0.7169,1.0387,1.0392,0.9115,0.9323,0.7399,0.757,0.4215,0.3758
bmi_hi_f_0160,female,pear,4.308,124.3,65.13,165.3,59.49,47.56,124.61,133.38,141.39,40.56,43.78,34.39,90.81,51.21,34.97,25.53,41.09,45.71,1.0,1.0,0.0,0.3553,0.0,0.0,0.0,-0.5,-1.0,-0.5,0.9199,0.1031,1.0,-1.0,1.0,1.0,-0.0758,1.0,0.3275,0.0,-0.255,0.5829,0.81,0.5948,165.75,48.52,44.6,121.45,123.73,136.29,40.1,38.64,31.01,77.87,43.36,36.16,26.11,40.74,45.25,0.9433,0.9078,1.2508,1.0879,1.7733,1.7959,0.9342,0.9816,1.1347,1.1222,0.3255,0.3302,0.4821,0.4962,0.4774,0.3995,0.3364,0.3272,0.7301,0.7221,1.1124,1.1107,0.8549,0.8911,0.7855,0.8025,0.4208,0.356
bmi_hi_f_0161,female,apple,1.765,111.9,57.3,163.4,52.36,42.63,128.73,122.65,126.85,41.24,42.35,35.19,83.23,46.72,34.03,24.95,39.29,45.09,1.0,1.0,0.2384,0.3474,0.054,0.0,0.0,-0.5,-1.0,-0.5,1.0,0.0074,1.0,-1.0,1.0,0.2053,-0.0886,0.7831,0.3032,0.0,-0.3252,0.7198,0.6599,0.3226,163.52,48.9,40.07,128.13,119.86,127.06,41.67,39.64,32.24,76.9,43.63,34.41,25.15,38.97,44.79,0.9669,0.9433,1.2282,1.2204,1.7815,1.7625,1.0496,1.069,0.9854,0.9916,0.3204,0.3252,0.5088,0.5155,0.4067,0.3816,0.3361,0.3154,0.7332,0.7309,1.1476,1.1493,0.9065,0.9085,0.8309,0.8133,0.4128,0.3849
bmi_hi_f_0162,female,pear,2.103,106.5,60.32,160.2,55.34,42.81,125.33,122.26,131.82,39.3,41.09,31.71,84.02,45.44,33.58,24.12,40.13,44.34,1.0,1.0,0.0,0.3395,0.0,0.0,0.0,-0.5,-1.0,-0.3455,1.0,-0.0356,0.9212,-1.0,1.0,0.4568,-0.1218,0.8591,-0.8905,0.0,-0.2871,1.0,0.6703,0.6203,160.37,49.29,41.68,123.5,119.02,129.4,39.85,38.5,30.32,76.57,42.0,34.26,24.45,40.01,44.18,0.9275,0.9198,1.2927,1.1826,1.849,1.8231,1.0251,1.0376,1.0518,1.0478,0.3136,0.3227,0.4891,0.5028,0.4416,0.3991,0.3248,0.3221,0.7183,0.7137,1.1049,1.1042,0.9043,0.9167,0.7717,0.7875,0.4198,0.3809
bmi_hi_f_0163,female,apple,5.125,133.8,66.61,171.4,62.65,47.77,144.0,144.12,143.6,43.32,49.47,38.31,93.77,49.17,36.06,27.52,43.12,46.87,1.0,1.0,0.0,0.5028,0.0,0.0,0.0,-0.5,-1.0,-0.5,1.0,0.2835,1.0,-1.0,1.0,0.4316,-0.0271,0.455,1.0,0.0,-0.1641,0.3934,0.9111,0.7698,171.6,48.81,41.37,139.22,133.13,139.22,44.07,43.38,32.93,79.35,42.57,37.46,28.26,42.65,46.43,1.0036,0.9563,1.3115,1.1798,1.9071,1.864,0.9992,1.0457,0.9972,1.0,0.3008,0.3165,0.5276,0.5467,0.4351,0.3506,0.3327,0.2972,0.7632,0.7544,1.087,1.0886,1.0061,1.019,0.7744,0.7591,0.4363,0.3506
bmi_hi_f_0164,female,pear,1.877,99.7,54.86,161.9,52.56,42.39,114.33,112.51,124.0,36.39,38.43,32.04,79.01,48.19,31.65,23.2,40.26,43.75,1.0,1.0,0.3487,0.2038,0.0,0.0,0.0,-0.5,-1.0,-0.5,1.0,-0.146,0.9102,-0.4565,1.0,0.618,-0.1394,1.0,-0.0712,0.0,-0.2684,0.452,0.4676,0.078,162.09,48.92,41.57,113.56,110.65,122.4,38.32,35.59,30.4,72.38,42.8,32.05,23.4,40.18,43.6,0.9073,0.904,1.2399,1.1768,1.6396,1.6911,1.0162,1.0263,1.0846,1.0778,0.3183,0.3374,0.4864,0.4917,0.4597,0.4308,0.3419,0.3396,0.733,0.7301,1.0867,1.0851,0.7975,0.8315,0.8337,0.8542,0.4239,0.3997
bmi_hi_f_0165,female,pear,3.422,120.8,64.66,161.7,57.75,45.94,129.75,132.01,139.64,42.04,43.92,34.22,88.76,50.55,35.41,25.52,42.96,45.35,1.0,1.0,-0.0,0.3967,0.0,0.0,0.0,-0.5,-1.0,-0.5,1.0,0.0922,1.0,-1.0,1.0,0.7095,-0.0956,1.0,-1.0,0.0372,-0.1734,0.6663,0.832,0.6154,162.17,48.79,43.09,127.11,125.63,136.09,41.45,39.73,31.54,78.43,44.24,36.38,25.99,42.53,44.85,0.9454,0.9231,1.2571,1.1323,1.7559,1.7728,0.9829,1.0118,1.0762,1.0706,0.324,0.3261,0.4948,0.5066,0.4451,0.3838,0.329,0.3166,0.7207,0.7144,1.0556,1.0545,0.8688,0.8981,0.7791,0.7939,0.4136,0.3585
bmi_hi_f_0166,female,apple,2.488,104.7,60.82,158.2,54.24,43.95,126.95,127.4,126.67,39.4,39.7,31.4,78.77,44.83,32.66,22.77,40.17,42.0,1.0,1.0,0.0,0.3772,0.0502,0.0,0.0,-0.5,-1.0,-0.5,1.0,-0.1556,0.7345,-1.0,1.0,0.6162,-0.2366,0.5264,-0.4012,0.0,-0.2887,-0.2382,0.5821,0.2706,158.4,48.72,39.94,125.38,122.48,126.26,40.97,36.67,29.74,70.21,40.72,33.18,23.01,39.65,41.54,1.0058,0.9701,1.2341,1.2198,1.7571,1.7242,0.9965,1.0237,0.9978,1.007,0.3104,0.3268,0.504,0.5223,0.4273,0.3886,0.347,0.3163,0.6972,0.6935,1.0456,1.0477,0.8856,0.9005,0.7909,0.811,0.4282,0.3859
bmi_hi_f_0167,female,apple,2.396,105.0,54.16,170.2,54.79,42.98,123.06,119.45,122.24,37.52,41.8,32.91,76.46,47.39,35.56,23.68,46.05,47.52,1.0,1.0,0.0486,0.2946,0.1293,0.0,0.0,-0.5,-1.0,-0.3392,1.0,-0.086,1.0,-1.0,1.0,0.5714,0.0028,1.0,-0.6231,0.0,-0.0258,0.0337,0.8216,0.6063,170.4,49.41,39.74,121.35,115.58,121.07,39.48,38.68,30.58,69.31,43.11,36.11,23.93,45.68,47.17,0.9772,0.9547,1.2748,1.2433,1.6134,1.6077,1.0302,1.0499,0.9933,0.9977,0.3049,0.3253,0.5467,0.5581,0.4452,0.4072,0.3516,0.3282,0.6659,0.6627,1.0319,1.0326,0.882,0.8972,0.7873,0.7906,0.4482,0.4081
bmi_hi_f_0168,female,apple,3.898,114.2,65.52,161.8,59.25,45.55,138.88,136.82,135.23,39.53,44.58,33.19,84.35,45.08,32.21,23.33,39.68,44.06,1.0,1.0,0.0,0.4532,-0.0,0.0,0.0,-0.5,-1.0,-0.4201,1.0,-0.0883,0.8154,-1.0,1.0,0.505,-0.1528,0.2757,0.0903,0.0,-0.3174,-0.0933,0.5827,0.5678,162.16,49.0,40.18,135.02,128.62,132.24,42.85,40.59,31.13,73.78,40.26,33.2,23.8,39.06,43.45,1.0118,0.9726,1.3008,1.2195,1.8711,1.8326,1.0151,1.0498,0.9737,0.9794,0.2846,0.3174,0.5285,0.5501,0.4266,0.3629,0.3368,0.3038,0.7243,0.7169,1.1104,1.1124,0.9889,1.0082,0.7445,0.7669,0.4381,0.3705
bmi_hi_f_0169,female,pear,2.683,114.1,60.28,164.2,55.62,43.62,125.22,124.45,132.66,39.27,42.55,33.04,83.95,49.2,32.16,25.45,41.8,46.15,1.0,1.0,0.0,0.3613,0.0,0.0,0.0,-0.5,-1.0,-0.5,1.0,0.0833,1.0,-1.0,1.0,0.4234,-0.0469,1.0,-0.4688,0.0,-0.2128,0.8309,0.5426,0.6323,164.41,48.7,41.16,122.98,120.62,129.59,40.32,39.08,31.06,76.04,43.48,32.84,25.81,41.66,45.94,0.9381,0.9308,1.2751,1.1832,1.7063,1.7489,1.0062,1.0196,1.0594,1.0537,0.3136,0.3279,0.5068,0.5139,0.4442,0.396,0.3288,0.3176,0.7914,0.7859,1.1041,1.1027,0.8648,0.8988,0.7765,0.7948,0.4193,0.3758
bmi_hi_f_0170,female,pear,2.812,115.8,62.77,164.8,56.94,47.44,130.28,129.4,138.81,42.09,45.58,34.35,87.86,45.98,33.47,24.58,41.76,45.86,1.0,1.0,0.0,0.3824,0.0,0.0,0.0,-0.5,-1.0,-0.3869,1.0,0.0113,1.0,-1.0,1.0,0.6583,-0.0633,0.7852,-0.3513,0.1355,-0.2257,1.0,0.6684,0.9545,164.95,49.14,43.51,127.66,124.31,136.47,41.5,42.26,31.34,79.99,42.37,34.29,25.0,41.45,45.56,0.9322,0.9109,1.2003,1.1294,1.9108,1.8879,1.0068,1.0269,1.0655,1.069,0.3231,0.3251,0.5188,0.5283,0.4371,0.3849,0.3418,0.3188,0.7344,0.7291,1.0982,1.0992,0.9913,0.9974,0.7536,0.7416,0.4102,0.3601
bmi_hi_f_0171,female,pear,2.145,110.7,60.8,162.7,55.09,45.51,125.23,124.06,132.8,38.6,41.11,32.2,83.15,45.99,33.32,23.59,38.12,43.2,1.0,1.0,0.0,0.3396,0.0,0.0,0.0,-0.5,-1.0,-0.3528,1.0,-0.0838,1.0,-1.0,1.0,0.5834,-0.1749,1.0,0.7158,0.0,-0.3843,0.9595,0.6437,0.6655,162.88,49.26,42.53,123.26,119.85,131.08,39.76,38.88,30.77,77.16,42.99,33.91,23.87,37.83,42.9,0.9342,0.9143,1.2105,1.1582,1.808,1.7948,1.0094,1.0285,1.0604,1.0634,0.3082,0.3226,0.4944,0.5039,0.4399,0.3996,0.3427,0.3245,0.708,0.7039,1.1333,1.134,0.8939,0.9044,0.7833,0.7914,0.4148,0.3758
bmi_hi_f_0172,female,apple,4.976,123.5,65.65,167.5,59.17,45.21,132.33,142.68,135.82,40.7,44.15,34.14,87.09,48.86,33.34,26.01,40.97,47.14,1.0,1.0,0.0,0.447,0.0,0.0,0.0,-0.5,-1.0,-0.5,0.6213,0.1488,0.7941,-1.0,1.0,0.8848,-0.0293,0.3958,0.7024,0.0,-0.2637,-0.8044,0.6607,0.3021,168.07,47.52,40.91,129.07,129.92,132.38,42.61,38.23,30.97,70.6,41.03,34.5,26.61,40.21,46.32,1.0505,0.9814,1.3088,1.1616,1.7824,1.7207,0.9275,0.9935,1.0264,1.0256,0.3076,0.3301,0.5069,0.5415,0.4471,0.3682,0.3329,0.309,0.7801,0.7713,1.1506,1.152,0.9036,0.9318,0.7733,0.8101,0.4357,0.359
