char_id,gender,morph_key,morph_id,morph_value,height_cm,shoulder_width_cm,hip_width_cm,chest_circ_cm,waist_circ_cm,hip_circ_cm,neck_circ_cm,bicep_circ_cm,forearm_circ_cm,mid_thigh_circ_cm,calf_circ_cm,upper_arm_length_cm,forearm_length_cm,upper_leg_length_cm,lower_leg_length_cm
sens_skin_shoulder_09_f,female,skin_shoulder,2025-05-07-12-21-11_pack_skinny_shoulder_01,0.9,178.8,47.07,32.76,87.1,75.46,86.52,30.96,25.34,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_neck_scale_01_f,female,neck_scale,cc embed morphs/embed_torso110,0.1,178.8,47.1,32.76,87.1,75.46,86.52,31.4,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_hip_love_handles_10_f,female,hip_love_handles,cc embed morphs/embed_torso107,1.0,178.8,47.1,32.76,87.1,78.43,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_chest_c_00_f,female,musc_chest_c,2025-06-10-15-34-47_embed_athetic_chest_c,0.0,178.8,47.1,32.76,87.09,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_neck_len_03_f,female,neck_len,cc embed morphs/embed_torso109,-0.4,177.28,47.1,32.76,87.12,75.46,86.52,31.0,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_fat_05_m,male,body_fat,cc embed morphs/embed_full_body3,0.5,179.15,47.0,38.46,113.7,120.18,129.83,43.19,36.59,26.92,72.05,38.84,26.43,24.68,45.94,47.15
sens_skin_shoulder_05_m,male,skin_shoulder,2025-05-07-12-21-11_pack_skinny_shoulder_01,0.5,179.01,47.03,32.72,87.02,75.42,86.45,31.12,25.42,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_abs_09_m,male,musc_abs,2025-05-08-15-26-33_embed_athetic_abs_iso_01,0.9,179.01,46.89,32.72,87.02,75.58,86.44,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_chest_scale_01_m,male,chest_scale,cc embed morphs/embed_torso104,-0.35,176.5,45.84,32.72,80.49,75.42,86.45,30.88,25.66,20.57,49.61,28.75,26.58,24.68,45.94,47.15
sens_skin_ribcage_05_f,female,skin_ribcage,2025-05-07-12-27-17_pack_skinny_rib_01,0.5,178.8,47.1,32.76,87.09,73.96,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_arm_06_f,female,skin_arm,2025-05-07-14-12-07_pack_skinny_arm_01,0.6,178.8,47.04,32.76,87.08,75.46,86.52,30.99,23.66,17.89,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_back_02_m,male,skin_back,2025-06-10-17-08-24_pack_skinny_back_02,0.2,179.01,46.89,32.72,86.71,74.73,86.43,31.13,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_chest_depth_01_f,female,chest_depth,cc embed morphs/embed_torso103,-0.35,178.8,47.1,32.76,83.42,75.32,86.52,30.98,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_chest_08_f,female,skin_chest,2025-05-08-14-58-30_pack_skinny_chest_03,0.8,178.8,47.1,32.76,86.06,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_spine_05_f,female,skin_spine,2025-05-07-14-17-56_pack_skinny_spine_01,0.5,178.8,47.1,32.76,87.25,75.44,86.49,30.87,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_abs_00_f,female,musc_abs,2025-05-08-15-26-33_embed_athetic_abs_iso_01,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_waist_06_m,male,musc_waist,2025-05-05-12-18-34_embed_athetic_abs_01,0.6,179.01,46.89,32.72,87.02,75.69,86.44,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_chest_01_f,female,skin_chest,2025-05-08-14-58-30_pack_skinny_chest_03,0.1,178.8,47.1,32.76,86.95,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_chest_scale_02_m,male,chest_scale,cc embed morphs/embed_torso104,-0.2,177.59,46.34,32.72,83.26,75.42,86.45,30.99,25.65,20.57,49.61,28.75,26.51,24.68,45.94,47.15
sens_body_muscular_07_f,female,body_muscular,cc embed morphs/embed_full_body6,0.7,178.8,47.1,34.09,96.63,77.95,89.17,33.56,29.25,21.38,54.51,31.98,26.43,24.7,46.0,47.15
sens_musc_neck_10_m,male,musc_neck,2025-05-05-13-47-33_embed_athetic_chest_01,1.0,179.01,46.89,32.72,87.02,75.42,86.45,31.39,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_abdomen_depth_10_f,female,abdomen_depth,cc embed morphs/embed_torso111,1.0,178.8,47.1,32.76,87.1,77.13,86.69,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_glute_scale_08_m,male,glute_scale,cc embed morphs/embed_torso1,0.6,179.01,46.89,33.2,87.02,76.23,89.75,31.14,25.64,20.57,49.81,28.75,26.43,24.68,45.94,47.15
sens_skin_arm_04_f,female,skin_arm,2025-05-07-14-12-07_pack_skinny_arm_01,0.4,178.8,47.04,32.76,87.09,75.46,86.52,30.99,24.33,18.8,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_buttocks_06_m,male,skin_buttocks,2025-06-10-17-01-51_pack_skinny_bottom_02,0.6,179.01,46.89,32.46,87.02,74.97,84.73,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_buttocks_10_f,female,skin_buttocks,2025-06-10-17-01-51_pack_skinny_bottom_02,1.0,178.8,47.1,32.35,87.1,74.76,83.92,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_chest_03_m,male,skin_chest,2025-05-08-14-58-30_pack_skinny_chest_03,0.3,179.01,46.89,32.72,86.6,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_chest_scale_06_m,male,chest_scale,cc embed morphs/embed_torso104,0.4,181.78,48.46,32.72,94.77,75.41,86.45,31.42,25.61,20.57,49.61,28.75,26.25,24.68,45.94,47.15
sens_skin_spine_02_m,male,skin_spine,2025-05-07-14-17-56_pack_skinny_spine_01,0.2,179.01,46.89,32.72,87.06,75.39,86.43,31.09,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_chest_scale_00_m,male,chest_scale,cc embed morphs/embed_torso104,-0.5,175.4,45.25,32.72,77.77,75.42,86.45,30.77,25.67,20.57,49.61,28.75,26.64,24.68,45.94,47.15
sens_forearm_scale_00_f,female,forearm_scale,cc embed morphs/embed_arm2,-1.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,15.02,49.76,28.89,26.43,24.7,46.0,47.15
sens_neck_scale_06_f,female,neck_scale,cc embed morphs/embed_torso110,0.6,178.8,47.1,32.76,87.1,75.46,86.52,33.49,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_thigh_len_05_m,male,thigh_len,cc embed morphs/embed_leg4,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_arm_01_f,female,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,0.1,178.8,47.0,32.76,87.1,75.46,86.52,30.99,26.13,20.81,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_calf_05_f,female,musc_calf,2025-05-05-12-33-02_embed_athetic_calf_01,0.5,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,30.05,26.43,24.7,46.0,47.15
sens_thigh_len_08_m,male,thigh_len,cc embed morphs/embed_leg4,0.6,192.91,46.89,32.43,87.02,75.42,86.59,31.14,25.64,20.57,49.56,28.89,26.43,24.68,59.35,47.52
sens_forearm_scale_01_f,female,forearm_scale,cc embed morphs/embed_arm2,-0.8,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,16.13,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_thigh_03_m,male,musc_thigh,2025-05-05-12-32-25_embed_athetic_thigh_01,0.3,179.01,46.89,33.22,87.02,75.44,87.36,31.14,25.64,20.57,50.8,28.75,26.43,24.68,45.94,47.15
sens_skin_buttocks_02_m,male,skin_buttocks,2025-06-10-17-01-51_pack_skinny_bottom_02,0.2,179.01,46.89,32.63,87.02,75.26,85.83,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_thigh_08_f,female,skin_thigh,2025-06-10-17-18-17_pack_skinny_thigh_02,0.8,178.8,47.1,30.87,87.1,74.14,84.38,30.99,25.73,20.66,44.27,28.89,26.43,24.7,46.0,47.15
sens_hip_love_handles_02_f,female,hip_love_handles,cc embed morphs/embed_torso107,0.2,178.8,47.1,32.76,87.1,76.05,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abdomen_depth_04_f,female,abdomen_depth,cc embed morphs/embed_torso111,-0.2,178.8,47.1,32.76,87.1,75.21,86.49,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_back_08_m,male,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.8,179.01,46.89,32.72,90.41,75.96,86.45,31.16,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_abs_08_f,female,skin_abs,2025-05-07-13-43-26_pack_skinny_abs_01,0.8,178.8,47.1,32.76,87.1,74.39,86.36,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_waist_00_m,male,musc_waist,2025-05-05-12-18-34_embed_athetic_abs_01,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_abs_line_06_m,male,abs_line,cc embed morphs/embed_torso106,0.6,179.01,46.89,32.72,87.03,75.45,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_lower_leg_len_06_f,female,lower_leg_len,cc embed morphs/embed_leg5,0.2,183.55,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.73,28.86,26.43,24.7,46.09,51.74
sens_body_fat_03_m,male,body_fat,cc embed morphs/embed_full_body3,0.3,179.1,47.06,38.62,103.0,102.0,112.14,38.16,32.16,24.36,62.85,34.73,26.43,24.68,45.94,47.15
sens_breast_prox_03_m,male,breast_prox,cc embed morphs/embed_torso101,0.3,179.01,46.89,32.72,87.16,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_breast_prox_06_f,female,breast_prox,cc embed morphs/embed_torso101,0.6,178.8,47.1,32.76,87.61,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_chest_width_06_f,female,chest_width,cc embed morphs/embed_torso105,0.4,178.85,48.36,32.76,90.84,75.46,86.52,30.99,25.71,20.66,49.76,28.89,26.24,24.7,46.0,47.15
sens_forearm_scale_10_m,male,forearm_scale,cc embed morphs/embed_arm2,1.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,26.28,49.61,28.75,26.43,24.68,45.94,47.15
sens_neck_scale_07_f,female,neck_scale,cc embed morphs/embed_torso110,0.7,178.8,47.1,32.76,87.1,75.46,86.52,33.91,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_thin_01_m,male,body_thin,cc embed morphs/embed_full_body5,0.1,178.99,46.96,32.48,86.2,74.68,85.48,30.93,25.06,20.12,48.68,28.31,26.45,24.67,45.91,47.15
sens_musc_waist_08_m,male,musc_waist,2025-05-05-12-18-34_embed_athetic_abs_01,0.8,179.01,46.89,32.72,87.02,75.85,86.44,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_len_08_f,female,hip_len,cc embed morphs/embed_torso4,0.6,179.76,47.1,32.53,87.05,75.53,86.58,31.02,25.73,20.65,49.83,28.89,26.43,24.7,46.1,47.15
sens_hip_love_handles_00_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_calf_08_f,female,skin_calf,2025-05-07-14-35-43_pack_skinny_calf_01,0.8,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,24.9,26.43,24.7,46.0,47.15
sens_thigh_len_01_m,male,thigh_len,cc embed morphs/embed_leg4,-0.8,160.49,46.89,33.12,87.02,75.42,86.25,31.14,25.64,20.57,49.72,28.56,26.43,24.68,28.05,46.65
sens_body_thin_03_f,female,body_thin,cc embed morphs/embed_full_body5,0.3,178.74,46.79,32.04,84.64,73.26,83.68,30.36,24.01,19.34,46.98,27.56,26.51,24.67,45.92,47.16
sens_musc_chest_a_06_f,female,musc_chest_a,2025-05-05-12-07-08_embed_athetic_chest_01,0.6,178.8,47.1,32.76,88.25,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_pectoral_scale_06_m,male,pectoral_scale,cc embed morphs/embed_torso114,0.6,179.02,46.89,32.72,89.17,75.41,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_spine_10_m,male,skin_spine,2025-05-07-14-17-56_pack_skinny_spine_01,1.0,179.01,46.89,32.72,87.49,75.57,86.55,30.94,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_body_thin_02_m,male,body_thin,cc embed morphs/embed_full_body5,0.2,178.97,46.93,32.24,85.38,73.95,84.53,30.71,24.49,19.68,47.75,27.87,26.47,24.66,45.89,47.15
sens_neck_scale_03_f,female,neck_scale,cc embed morphs/embed_torso110,0.3,178.8,47.1,32.76,87.1,75.46,86.52,32.23,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abs_line_05_f,female,abs_line,cc embed morphs/embed_torso106,0.5,178.8,47.1,32.76,87.1,75.48,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_back_04_f,female,skin_back,2025-06-10-17-08-24_pack_skinny_back_02,0.4,178.8,47.1,32.76,86.55,74.08,86.48,30.98,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_thin_03_m,male,body_thin,cc embed morphs/embed_full_body5,0.3,178.95,46.78,32.0,84.57,73.22,83.61,30.5,23.92,19.25,46.84,27.43,26.5,24.65,45.87,47.15
sens_musc_shoulder_03_f,female,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.3,178.8,47.04,32.76,87.1,75.46,86.52,30.99,25.86,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_spine_09_m,male,skin_spine,2025-05-07-14-17-56_pack_skinny_spine_01,0.9,179.01,46.89,32.72,87.42,75.52,86.52,30.95,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_body_muscular_09_f,female,body_muscular,cc embed morphs/embed_full_body6,0.9,178.8,47.05,34.47,99.56,78.67,89.96,34.39,30.32,21.6,55.92,32.88,26.43,24.7,46.0,47.15
sens_upperarm_scale_01_m,male,upperarm_scale,cc embed morphs/embed_arm3,-0.8,179.01,47.07,32.72,86.98,75.41,86.45,31.14,18.98,20.56,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_love_handles_03_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.3,179.01,46.89,32.72,87.02,76.29,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_chest_scale_09_f,female,chest_scale,cc embed morphs/embed_torso104,0.85,184.57,49.97,32.76,103.88,75.45,86.52,31.48,25.68,20.66,49.76,28.89,26.07,24.7,46.0,47.15
sens_skin_neck_05_m,male,skin_neck,2025-05-07-12-04-51_pack_skinny_neck_01,0.5,179.01,46.89,32.72,87.02,75.42,86.45,29.9,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_love_handles_09_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.9,179.01,46.89,32.72,87.02,78.05,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_breast_scale_06_m,male,breast_scale,cc embed morphs/embed_torso102,0.6,179.01,46.89,32.72,100.16,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_lower_leg_len_00_m,male,lower_leg_len,cc embed morphs/embed_leg5,-1.0,155.24,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.73,28.8,26.43,24.68,45.49,24.19
sens_musc_chest_a_10_m,male,musc_chest_a,2025-05-05-12-07-08_embed_athetic_chest_01,1.0,179.01,46.89,32.72,89.41,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_chest_width_07_m,male,chest_width,cc embed morphs/embed_torso105,0.55,179.07,48.78,32.72,92.18,75.42,86.45,31.14,25.61,20.57,49.61,28.75,26.16,24.68,45.94,47.15
sens_musc_back_05_f,female,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.5,178.8,47.1,32.76,88.85,75.67,86.52,31.0,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_breast_prox_00_f,female,breast_prox,cc embed morphs/embed_torso101,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_abs_07_m,male,skin_abs,2025-05-07-13-43-26_pack_skinny_abs_01,0.7,179.01,46.89,32.72,87.02,74.41,86.29,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_neck_scale_09_f,female,neck_scale,cc embed morphs/embed_torso110,0.9,178.8,47.1,32.76,87.1,75.46,86.52,34.76,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_pectoral_height_06_f,female,pectoral_height,cc embed morphs/embed_torso115,0.6,178.8,47.1,32.76,87.65,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_arm_01_m,male,skin_arm,2025-05-07-14-12-07_pack_skinny_arm_01,0.1,179.01,47.07,32.72,87.02,75.42,86.45,31.14,25.29,20.1,49.61,28.75,26.43,24.68,45.94,47.15
sens_abdomen_depth_05_m,male,abdomen_depth,cc embed morphs/embed_torso111,0.0,179.01,46.89,32.72,87.02,75.41,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_forearm_len_10_f,female,forearm_len,cc embed morphs/embed_arm5,1.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.66,20.67,49.76,28.89,27.03,36.46,46.0,47.15
sens_skin_back_07_m,male,skin_back,2025-06-10-17-08-24_pack_skinny_back_02,0.7,179.01,46.89,32.72,86.27,73.1,86.39,31.12,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_chest_a_01_f,female,musc_chest_a,2025-05-05-12-07-08_embed_athetic_chest_01,0.1,178.8,47.1,32.76,87.22,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_forearm_scale_08_m,male,forearm_scale,cc embed morphs/embed_arm2,0.6,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,23.98,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_chest_05_m,male,skin_chest,2025-05-08-14-58-30_pack_skinny_chest_03,0.5,179.01,46.89,32.72,86.34,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_lower_leg_scale_09_f,female,lower_leg_scale,cc embed morphs/embed_leg2,0.8,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,34.64,26.43,24.7,46.0,47.15
sens_forearm_len_09_f,female,forearm_len,cc embed morphs/embed_arm5,0.8,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.68,20.69,49.76,28.89,26.91,34.1,46.0,47.15
sens_lower_leg_scale_02_m,male,lower_leg_scale,cc embed morphs/embed_leg2,-0.6,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,24.48,26.43,24.68,45.94,47.15
sens_musc_waist_07_f,female,musc_waist,2025-05-05-12-18-34_embed_athetic_abs_01,0.7,178.8,47.1,32.76,87.1,75.81,86.51,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_chest_scale_03_f,female,chest_scale,cc embed morphs/embed_torso104,-0.05,178.45,46.76,32.76,86.15,75.46,86.52,30.96,25.73,20.66,49.76,28.89,26.45,24.7,46.0,47.15
sens_hip_love_handles_05_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.5,179.01,46.89,32.72,87.02,76.88,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_love_handles_08_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.8,179.01,46.89,32.72,87.02,77.76,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_arm_08_f,female,skin_arm,2025-05-07-14-12-07_pack_skinny_arm_01,0.8,178.8,47.09,32.76,87.08,75.46,86.52,30.99,23.02,16.98,49.76,28.89,26.43,24.7,46.0,47.15
sens_hip_len_08_m,male,hip_len,cc embed morphs/embed_torso4,0.6,179.97,46.89,32.49,86.98,75.49,86.51,31.17,25.64,20.55,49.68,28.75,26.43,24.68,46.04,47.15
sens_abdomen_scale_05_m,male,abdomen_scale,cc embed morphs/embed_torso113,0.0,179.01,46.89,32.72,87.02,75.41,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_chest_c_02_f,female,musc_chest_c,2025-06-10-15-34-47_embed_athetic_chest_c,0.2,178.8,47.1,32.76,87.62,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_chest_07_m,male,skin_chest,2025-05-08-14-58-30_pack_skinny_chest_03,0.7,179.01,46.89,32.72,86.1,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_lower_leg_scale_06_f,female,lower_leg_scale,cc embed morphs/embed_leg2,0.2,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,30.32,26.43,24.7,46.0,47.15
sens_skin_ribcage_05_m,male,skin_ribcage,2025-05-07-12-27-17_pack_skinny_rib_01,0.5,179.01,46.89,32.72,87.01,73.93,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_spine_01_f,female,skin_spine,2025-05-07-14-17-56_pack_skinny_spine_01,0.1,178.8,47.1,32.76,87.11,75.44,86.51,30.96,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_spine_08_f,female,skin_spine,2025-05-07-14-17-56_pack_skinny_spine_01,0.8,178.8,47.1,32.76,87.42,75.52,86.55,30.81,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_obliques_07_f,female,musc_obliques,2025-05-08-15-29-44_embed_athetic_side_abs_01,0.7,178.8,47.1,32.76,87.1,75.66,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_buttocks_09_m,male,skin_buttocks,2025-06-10-17-01-51_pack_skinny_bottom_02,0.9,179.01,46.89,32.36,87.02,74.78,84.05,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_thigh_02_m,male,musc_thigh,2025-05-05-12-32-25_embed_athetic_thigh_01,0.2,179.01,46.89,33.05,87.02,75.43,87.06,31.14,25.64,20.57,50.39,28.75,26.43,24.68,45.94,47.15
sens_abdomen_scale_03_f,female,abdomen_scale,cc embed morphs/embed_torso113,-0.4,178.8,47.1,32.59,87.1,72.09,85.61,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_thigh_scale_08_f,female,thigh_scale,cc embed morphs/embed_leg3,0.6,178.8,47.1,34.38,87.16,76.06,91.07,30.96,25.74,20.68,54.43,28.85,26.43,24.7,46.14,47.15
sens_hip_scale_05_f,female,hip_scale,cc embed morphs/embed_torso2,0.35,178.81,47.1,35.29,87.1,77.9,92.01,30.97,25.73,20.67,52.21,28.89,26.43,24.7,46.06,47.15
sens_abdomen_scale_09_m,male,abdomen_scale,cc embed morphs/embed_torso113,0.8,179.01,46.89,33.06,87.02,82.23,88.32,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_chest_c_10_m,male,musc_chest_c,2025-06-10-15-34-47_embed_athetic_chest_c,1.0,179.01,46.89,32.72,90.43,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_chest_c_01_f,female,musc_chest_c,2025-06-10-15-34-47_embed_athetic_chest_c,0.1,178.8,47.1,32.76,87.35,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_neck_06_m,male,skin_neck,2025-05-07-12-04-51_pack_skinny_neck_01,0.6,179.01,46.89,32.72,87.02,75.42,86.45,29.67,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_body_builder_03_f,female,body_builder,cc embed morphs/embed_full_body1,0.3,178.73,47.34,33.64,94.5,77.74,89.84,32.7,29.47,22.26,53.98,30.98,26.66,24.95,45.88,46.99
sens_pectoral_height_04_f,female,pectoral_height,cc embed morphs/embed_torso115,0.4,178.8,47.1,32.76,87.46,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_thin_04_m,male,body_thin,cc embed morphs/embed_full_body5,0.4,178.93,46.68,31.76,83.77,72.51,82.72,30.29,23.37,18.82,45.94,27.0,26.52,24.64,45.84,47.16
sens_skin_calf_10_f,female,skin_calf,2025-05-07-14-35-43_pack_skinny_calf_01,1.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,23.93,26.43,24.7,46.0,47.15
sens_upperarm_scale_09_m,male,upperarm_scale,cc embed morphs/embed_arm3,0.8,179.01,47.08,32.72,87.08,75.41,86.45,31.14,32.35,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_scale_10_f,female,hip_scale,cc embed morphs/embed_torso2,1.0,178.8,47.1,39.85,87.1,82.1,102.4,30.94,25.74,20.68,56.77,28.89,26.43,24.7,46.17,47.15
sens_lower_leg_scale_07_m,male,lower_leg_scale,cc embed morphs/embed_leg2,0.4,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,31.61,26.43,24.68,45.94,47.15
sens_chest_width_05_f,female,chest_width,cc embed morphs/embed_torso105,0.25,178.84,47.76,32.76,89.43,75.46,86.52,30.99,25.72,20.66,49.76,28.89,26.31,24.7,46.0,47.15
sens_skin_neck_03_f,female,skin_neck,2025-05-07-12-04-51_pack_skinny_neck_01,0.3,178.8,47.1,32.76,87.1,75.46,86.52,30.2,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_thin_00_m,male,body_thin,cc embed morphs/embed_full_body5,0.0,179.02,46.89,32.72,87.02,75.41,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_chest_b_06_m,male,musc_chest_b,2025-05-08-11-32-58_embed_athetic_chest_02,0.6,179.01,46.89,32.72,88.68,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_pectoral_scale_04_m,male,pectoral_scale,cc embed morphs/embed_torso114,0.4,179.02,47.06,32.72,88.42,75.41,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
