char_id,gender,age,group,fat_score,muscle_score,height_score,chest_height_score,hip_length_score,thigh_length_score,lower_leg_length_score,upper_arm_length_score,forearm_length_score,neck_length_score,height_cm,training_pattern,hip_score,waist_def_score,somatotype
char_12979,female,26,athletic_hyper,0.0986,0.7956,0.2183,0.497,0.5453,0.2937,0.4399,0.4532,0.5937,0.4706,,lower_dominant,0.3618,0.7618,v_shape
char_12980,female,18,obese,0.8597,0.2112,0.2698,0.6758,0.4363,0.3758,0.5469,0.4585,0.517,0.475,,balanced,0.3851,0.5031,apple
char_12981,female,25,underweight,0.0742,0.051,0.3372,0.6372,0.6621,0.5759,0.5466,0.414,0.3641,0.3621,,balanced,0.2562,0.2334,rectangle
char_12982,female,35,overweight,0.4794,0.1919,0.4237,0.6885,0.6685,0.3885,0.6064,0.4007,0.5451,0.4199,,balanced,0.529,0.4818,rectangle
char_12983,female,21,normal,0.2432,0.219,0.2963,0.6194,0.3841,0.4274,0.644,0.346,0.646,0.6048,,balanced,0.4794,0.2311,rectangle
char_12984,female,33,overweight,0.4702,0.2335,0.3788,0.6847,0.5193,0.4116,0.615,0.7116,0.5135,0.5448,,balanced,0.6584,0.6294,pear
char_12985,female,19,athletic_lean,0.1112,0.4429,0.2857,0.448,0.1512,0.4512,0.4029,0.2088,0.1908,0.4241,,balanced,0.5754,0.765,rectangle
char_12986,female,35,athletic_hyper,0.1158,0.8889,0.2426,0.2771,0.5138,0.3243,0.524,0.2516,0.4528,0.224,,upper_dominant,0.3308,0.4915,v_shape
char_12987,female,20,obese,0.7021,0.2953,0.3464,0.3615,0.5555,0.592,0.3374,0.3003,0.6003,0.3456,,balanced,0.7156,0.6647,rectangle
char_12988,female,38,overweight,0.5321,0.2541,0.3664,0.4878,0.6674,0.6003,0.6265,0.6378,0.576,0.7878,,balanced,0.8533,0.3251,pear
char_12989,female,36,normal,0.2714,0.2056,0.3336,0.6939,0.394,0.3939,0.5199,0.4387,0.6332,0.5918,,balanced,0.4527,0.8856,rectangle
char_12990,female,35,normal,0.2333,0.1707,0.261,0.6518,0.3623,0.5815,0.498,0.6623,0.4496,0.5434,,balanced,0.595,0.4833,pear
char_12991,female,26,athletic_hyper,0.0837,0.7518,0.273,0.7023,0.4556,0.7074,0.6589,0.6375,0.5744,0.4074,,balanced,0.6483,0.4384,rectangle
char_12992,female,23,overweight,0.4521,0.2707,0.3424,0.6977,0.3977,0.6,0.5825,0.6899,0.4514,0.5968,,balanced,0.4677,0.7766,rectangle
char_12993,female,28,overweight,0.4597,0.2495,0.2781,0.3763,0.6007,0.6062,0.4823,0.3062,0.5547,0.341,,balanced,0.6731,0.2718,rectangle
char_12994,female,35,overweight,0.4417,0.2732,0.3632,0.289,0.4098,0.5463,0.2463,0.4501,0.3395,0.4513,,balanced,0.6042,0.7221,pear
char_12995,female,14,obese,0.7,0.2137,0.3518,0.602,0.5982,0.4194,0.468,0.302,0.4619,0.3662,,balanced,0.4558,0.7799,apple
char_12996,female,26,normal,0.2848,0.1389,0.3257,0.5272,0.4267,0.5823,0.2823,0.559,0.3126,0.5005,,balanced,0.3641,0.6334,rectangle
char_12997,female,15,overweight,0.5357,0.2886,0.241,0.4678,0.5812,0.4041,0.3067,0.3523,0.6067,0.3887,,balanced,0.2833,0.6855,apple
char_12998,female,28,underweight,0.0931,0.1045,0.2493,0.6342,0.454,0.5158,0.5783,0.6448,0.3448,0.5901,,balanced,0.6638,0.3478,pear
char_12999,female,20,normal,0.2565,0.239,0.2807,0.5886,0.5942,0.6125,0.3568,0.6568,0.4293,0.5339,,balanced,0.4033,0.6662,rectangle
char_13000,female,35,normal,0.2878,0.1661,0.3139,0.3688,0.4613,0.6688,0.4093,0.5358,0.5058,0.5458,,balanced,0.7572,0.423,pear
char_13001,female,27,athletic_lean,0.1388,0.5024,0.2062,0.509,0.4344,0.6531,0.6205,0.3531,0.6059,0.4812,,balanced,0.4999,0.4197,rectangle
char_13002,female,26,underweight,0.0987,0.1661,0.2666,0.6141,0.3762,0.5356,0.6142,0.5139,0.3149,0.6149,,balanced,0.5758,0.4414,rectangle
char_13003,female,17,overweight,0.4789,0.2044,0.3194,0.5086,0.2419,0.3957,0.2982,0.2099,0.3233,0.2086,,balanced,0.7943,0.4025,pear
char_13004,female,22,underweight,0.0345,0.1208,0.3519,0.5437,0.5533,0.4647,0.3336,0.5849,0.4347,0.6336,,balanced,0.6152,0.753,pear
char_13005,female,16,normal,0.2256,0.1848,0.3152,0.2892,0.3853,0.5384,0.4262,0.3831,0.4867,0.5892,,balanced,0.724,0.416,pear
char_13006,female,35,overweight,0.5604,0.2258,0.2567,0.2487,0.3805,0.4146,0.5487,0.4295,0.3159,0.3859,,balanced,0.6404,0.4524,rectangle
char_13007,female,37,normal,0.2022,0.2475,0.2207,0.4562,0.2434,0.2593,0.4321,0.2945,0.5262,0.2262,,balanced,0.2839,0.3398,rectangle
char_13008,female,40,obese,0.804,0.2926,0.3778,0.4855,0.5107,0.4375,0.3772,0.6143,0.6427,0.3427,,balanced,0.5845,0.4067,apple
char_13009,female,19,normal,0.226,0.1725,0.3632,0.5965,0.3139,0.5198,0.3038,0.5296,0.4878,0.2965,,balanced,0.3497,0.6987,rectangle
char_13010,female,33,normal,0.2805,0.2742,0.2306,0.5697,0.5083,0.667,0.4996,0.367,0.6569,0.4673,,balanced,0.6185,0.343,pear
char_13011,female,38,athletic_hyper,0.1371,0.8088,0.3399,0.3951,0.5176,0.3859,0.5806,0.6408,0.4895,0.6859,,balanced,0.6352,0.5975,rectangle
char_13012,female,22,overweight,0.572,0.3141,0.2546,0.5995,0.2995,0.5485,0.5511,0.3525,0.3706,0.49,,balanced,0.5767,0.3688,rectangle
char_13013,female,16,underweight,0.1181,0.0767,0.2837,0.4415,0.6996,0.4185,0.5123,0.4807,0.3996,0.4603,,balanced,0.6888,0.6073,pear
char_13014,female,25,underweight,0.0543,0.1129,0.3294,0.4502,0.3664,0.6517,0.3517,0.504,0.4991,0.5222,,balanced,0.5257,0.548,rectangle
char_13015,female,36,obese,0.8123,0.2569,0.2732,0.6756,0.5116,0.4899,0.6301,0.3756,0.4292,0.4593,,balanced,0.5688,0.6916,apple
char_13016,female,36,underweight,0.0709,0.0998,0.2532,0.73,0.5458,0.4859,0.7252,0.7494,0.6641,0.4494,,balanced,0.4698,0.8423,rectangle
char_13017,female,24,athletic_hyper,0.1024,0.7853,0.2775,0.4361,0.3433,0.4626,0.542,0.4661,0.3242,0.5663,,balanced,0.3595,0.4177,v_shape
char_13018,female,30,normal,0.2991,0.2021,0.2657,0.5331,0.5062,0.2587,0.3854,0.407,0.5587,0.4363,,balanced,0.702,0.2997,pear
char_13019,female,30,normal,0.2484,0.1583,0.3664,0.4389,0.322,0.4283,0.48,0.4476,0.622,0.4851,,balanced,0.4812,0.4497,rectangle
char_13020,female,26,normal,0.2633,0.1639,0.3155,0.5979,0.3778,0.6778,0.6144,0.4714,0.5854,0.6632,,balanced,0.586,0.6966,pear
char_13021,female,40,normal,0.2193,0.2189,0.2862,0.512,0.4979,0.5553,0.4528,0.6067,0.7528,0.5061,,balanced,0.7309,0.4082,pear
char_13022,female,39,underweight,0.0968,0.0487,0.2706,0.4759,0.3531,0.3141,0.2934,0.1784,0.184,0.1759,,balanced,0.7666,0.3907,pear
char_13023,female,15,overweight,0.4514,0.29,0.2227,0.5061,0.4096,0.7096,0.4269,0.4361,0.5696,0.4824,,balanced,0.497,0.5496,rectangle
char_13024,female,40,overweight,0.517,0.1929,0.2593,0.4479,0.4039,0.4015,0.4206,0.5802,0.5024,0.7015,,balanced,0.558,0.6291,rectangle
char_13025,female,26,athletic_hyper,0.1275,0.8212,0.2881,0.3564,0.4497,0.5573,0.4245,0.5766,0.6564,0.3645,,balanced,0.7398,0.3088,rectangle
char_13026,female,33,overweight,0.4668,0.2808,0.2696,0.5267,0.5281,0.5892,0.6361,0.6239,0.4385,0.3361,,balanced,0.5792,0.2602,rectangle
char_13027,female,22,underweight,0.1188,0.0712,0.2209,0.5346,0.4549,0.4438,0.5841,0.3096,0.2841,0.3349,,balanced,0.4803,0.5308,rectangle
char_13028,female,22,athletic_lean,0.0953,0.5929,0.2076,0.5517,0.4402,0.6267,0.6463,0.448,0.3463,0.5009,,balanced,0.6833,0.6612,pear
char_13029,female,28,athletic_lean,0.0708,0.5245,0.3145,0.6587,0.5129,0.4875,0.6405,0.4683,0.6471,0.7683,,push_dominant,0.6422,0.3755,pear
char_13030,female,24,overweight,0.4031,0.2713,0.3271,0.582,0.6543,0.4938,0.6329,0.4502,0.3543,0.3727,,balanced,0.7757,0.3553,pear
char_13031,female,36,underweight,0.0512,0.074,0.261,0.3337,0.474,0.4892,0.4888,0.6337,0.3572,0.378,,balanced,0.5296,0.3532,rectangle
char_13032,female,21,obese,0.8429,0.3099,0.3282,0.3568,0.4452,0.3912,0.6568,0.5496,0.4448,0.5446,,balanced,0.6174,0.5613,apple
char_13033,female,18,overweight,0.488,0.2612,0.2883,0.6377,0.3907,0.4986,0.4809,0.4948,0.4377,0.3377,,balanced,0.7093,0.3891,pear
char_13034,female,34,obese,0.9635,0.2459,0.3399,0.6396,0.5668,0.502,0.4068,0.5186,0.5435,0.3396,,balanced,0.6379,0.4999,apple
char_13035,female,21,athletic_lean,0.0679,0.4861,0.3472,0.4718,0.5179,0.3881,0.5658,0.6881,0.621,0.4242,,balanced,0.336,0.2507,rectangle
char_13036,female,38,athletic_hyper,0.0994,0.6986,0.229,0.6161,0.3763,0.437,0.6237,0.3237,0.4407,0.5939,,push_dominant,0.59,0.4927,rectangle
char_13037,female,34,athletic_hyper,0.0594,0.6636,0.3056,0.6012,0.3012,0.3033,0.5823,0.5744,0.4298,0.5826,,balanced,0.6619,0.5564,rectangle
char_13038,female,30,athletic_hyper,0.09,0.8127,0.2537,0.5374,0.5645,0.4622,0.4987,0.6492,0.3492,0.3971,,lower_dominant,0.3932,0.7014,v_shape
char_13039,female,16,normal,0.2982,0.2718,0.2361,0.3916,0.6659,0.5299,0.4253,0.41,0.517,0.6916,,balanced,0.7931,0.718,pear
char_13040,female,23,overweight,0.3917,0.226,0.3621,0.6246,0.6217,0.5109,0.3246,0.3986,0.5145,0.5347,,balanced,0.6261,0.6982,pear
char_13041,female,17,obese,0.8385,0.3025,0.2855,0.6326,0.3993,0.3926,0.4727,0.5447,0.6444,0.6926,,balanced,0.4507,0.5177,apple
char_13042,female,22,overweight,0.4275,0.3202,0.3183,0.5307,0.6692,0.5884,0.6535,0.6683,0.4864,0.7864,,balanced,0.6005,0.3726,pear
char_13043,female,34,underweight,0.0567,0.0828,0.2951,0.4555,0.4262,0.6733,0.3897,0.3733,0.4227,0.5996,,balanced,0.8176,0.5443,pear
char_13044,female,23,athletic_hyper,0.0758,0.7449,0.277,0.2888,0.3617,0.5143,0.4339,0.3076,0.5888,0.3764,,balanced,0.5301,0.4621,rectangle
char_13045,female,21,obese,0.9241,0.2243,0.2617,0.3302,0.4625,0.5671,0.6091,0.5613,0.3091,0.4426,,balanced,0.3615,0.3441,apple
char_13046,female,15,obese,0.6665,0.2007,0.3952,0.3684,0.516,0.3414,0.2234,0.4516,0.5234,0.2759,,balanced,0.3809,0.5953,apple
char_13047,female,15,overweight,0.5089,0.2734,0.2993,0.6225,0.4143,0.4602,0.6165,0.5356,0.3989,0.6989,,balanced,0.6844,0.6735,pear
char_13048,female,30,overweight,0.4359,0.2377,0.3303,0.4632,0.4555,0.214,0.3266,0.3487,0.514,0.3457,,balanced,0.2595,0.5811,rectangle
char_13049,female,26,underweight,0.0752,0.046,0.326,0.6295,0.3352,0.4783,0.3998,0.4229,0.6352,0.4983,,balanced,0.3377,0.3686,rectangle
char_13050,female,26,overweight,0.5865,0.2573,0.3509,0.3985,0.6401,0.6549,0.6985,0.633,0.6625,0.4886,,balanced,0.6952,0.2694,rectangle
char_13051,female,26,overweight,0.5681,0.275,0.3126,0.3476,0.4212,0.4095,0.4325,0.3047,0.6047,0.4903,,balanced,0.6483,0.5929,rectangle
char_13052,female,39,athletic_lean,0.0924,0.5988,0.2757,0.7068,0.5376,0.5731,0.4068,0.6355,0.5408,0.6022,,push_dominant,0.6123,0.5172,pear
char_13053,female,15,athletic_lean,0.0582,0.4,0.2755,0.684,0.5396,0.5096,0.4078,0.6136,0.384,0.6109,,balanced,0.6705,0.6653,pear
char_13054,female,25,overweight,0.5184,0.3178,0.2996,0.5359,0.376,0.676,0.4939,0.4318,0.5065,0.6152,,balanced,0.5463,0.7916,rectangle
char_13055,female,21,normal,0.271,0.2333,0.2933,0.6113,0.4913,0.519,0.5336,0.3113,0.3908,0.4262,,balanced,0.4087,0.6067,rectangle
char_13056,female,34,obese,0.9162,0.2805,0.3665,0.6046,0.4234,0.3623,0.5452,0.5614,0.4624,0.6623,,balanced,0.697,0.4846,apple
char_13057,female,15,obese,0.7,0.333,0.401,0.6185,0.5703,0.4879,0.4218,0.7218,0.5909,0.5921,,balanced,0.5566,0.5467,apple
char_13058,female,39,normal,0.2369,0.2548,0.2509,0.3765,0.3956,0.4839,0.362,0.662,0.4276,0.5093,,balanced,0.7232,0.3142,pear
char_13059,female,26,athletic_hyper,0.1076,0.9727,0.2367,0.6309,0.3899,0.6188,0.4064,0.5985,0.575,0.3309,,pull_dominant,0.664,0.595,rectangle
char_13060,female,24,overweight,0.4007,0.1651,0.3352,0.37,0.284,0.5576,0.584,0.4675,0.4127,0.5028,,balanced,0.4415,0.4125,rectangle
char_13061,female,38,normal,0.1775,0.1704,0.3063,0.2855,0.5719,0.2816,0.4688,0.3836,0.5816,0.4292,,balanced,0.7685,0.3731,pear
char_13062,female,23,underweight,0.0402,0.1648,0.2958,0.5265,0.317,0.617,0.5843,0.5413,0.6107,0.5932,,balanced,0.2418,0.492,rectangle
char_13063,female,31,normal,0.2914,0.265,0.2954,0.3814,0.3841,0.4722,0.6814,0.499,0.4171,0.6396,,balanced,0.6103,0.5484,pear
char_13064,female,24,normal,0.2019,0.2006,0.2964,0.6361,0.3361,0.4501,0.4794,0.5867,0.5918,0.5732,,balanced,0.2967,0.5429,rectangle
char_13065,female,37,normal,0.2898,0.212,0.3,0.2654,0.4724,0.1739,0.1746,0.3816,0.3561,0.4739,,balanced,0.2109,0.7562,rectangle
char_13066,female,18,normal,0.2755,0.2087,0.2582,0.4714,0.377,0.3268,0.5071,0.384,0.515,0.6268,,balanced,0.6669,0.2874,pear
char_13067,female,14,obese,0.7,0.2276,0.2914,0.7407,0.532,0.7249,0.7135,0.6933,0.4407,0.6315,,balanced,0.818,0.3695,rectangle
char_13068,female,19,underweight,0.0291,0.1506,0.2491,0.2518,0.5518,0.5368,0.3631,0.2843,0.2814,0.4138,,balanced,0.3064,0.597,rectangle
char_13069,female,39,normal,0.2179,0.1396,0.2202,0.2046,0.1406,0.3716,0.4361,0.1623,0.3754,0.4406,,balanced,0.5912,0.4542,pear
char_13070,female,15,obese,0.7,0.287,0.2489,0.6331,0.6342,0.3342,0.4857,0.5988,0.344,0.3785,,balanced,0.6329,0.6115,apple
char_13071,female,31,normal,0.276,0.1577,0.2987,0.7337,0.7103,0.6094,0.4337,0.4933,0.617,0.4929,,balanced,0.4966,0.4434,rectangle
char_13072,female,27,overweight,0.4712,0.2963,0.3579,0.411,0.5764,0.4507,0.596,0.577,0.3919,0.296,,balanced,0.6319,0.5247,pear
char_13073,female,26,underweight,0.1232,0.0482,0.3198,0.6528,0.3528,0.5564,0.4346,0.4423,0.5228,0.4938,,balanced,0.3586,0.4759,rectangle
char_13074,female,25,normal,0.2179,0.1777,0.3651,0.4063,0.5656,0.5297,0.2656,0.3177,0.2786,0.2656,,balanced,0.5528,0.3605,rectangle
char_13075,female,32,overweight,0.4268,0.2651,0.2845,0.6732,0.3736,0.5235,0.4613,0.4151,0.5178,0.3732,,balanced,0.4193,0.6018,rectangle
char_13076,female,16,obese,0.8756,0.3447,0.3107,0.6888,0.514,0.4812,0.6929,0.3929,0.5173,0.6844,,balanced,0.2552,0.6634,apple
char_13077,female,23,overweight,0.5035,0.1957,0.3556,0.5824,0.6963,0.5978,0.5639,0.6435,0.3963,0.543,,balanced,0.3645,0.7729,rectangle
char_13078,female,23,athletic_lean,0.0707,0.5871,0.4352,0.5639,0.712,0.5428,0.6114,0.5167,0.4463,0.412,,pull_dominant,0.7778,0.402,pear
char_13079,female,19,overweight,0.4877,0.2692,0.337,0.4272,0.6642,0.7264,0.7087,0.435,0.7272,0.4674,,balanced,0.5891,0.6901,pear
char_13080,female,20,overweight,0.5771,0.2275,0.2129,0.4595,0.4113,0.3798,0.4078,0.3462,0.3326,0.6326,,balanced,0.7454,0.4559,rectangle
char_13081,female,24,overweight,0.5603,0.1744,0.2892,0.3908,0.3012,0.3919,0.5189,0.3018,0.2189,0.4534,,balanced,0.3757,0.5432,apple
char_13082,female,27,athletic_hyper,0.1373,0.8557,0.3993,0.3944,0.2383,0.209,0.5078,0.2801,0.2078,0.3279,,balanced,0.4423,0.8395,v_shape
char_13083,female,27,athletic_hyper,0.1222,0.7629,0.2129,0.5281,0.3995,0.5136,0.4151,0.5311,0.4839,0.6995,,balanced,0.8065,0.439,rectangle
char_13084,female,36,normal,0.2912,0.1318,0.2922,0.5527,0.5046,0.2596,0.2865,0.3332,0.2527,0.2864,,balanced,0.6158,0.7145,pear
char_13085,female,36,overweight,0.4843,0.2321,0.2608,0.5691,0.4498,0.4229,0.6876,0.6775,0.3876,0.5123,,balanced,0.6268,0.2858,rectangle
char_13086,female,28,overweight,0.4478,0.2569,0.3231,0.5783,0.832,0.532,0.8196,0.7092,0.6789,0.633,,balanced,0.4274,0.5083,rectangle
char_13087,female,22,obese,0.8269,0.3332,0.2715,0.3662,0.4172,0.6662,0.3778,0.5828,0.5581,0.5087,,balanced,0.604,0.5515,apple
char_13088,female,16,normal,0.3374,0.2349,0.4053,0.3147,0.4313,0.4173,0.3986,0.6147,0.5595,0.4354,,balanced,0.7123,0.7168,pear
char_13089,female,26,athletic_lean,0.1305,0.5899,0.2278,0.5652,0.6717,0.7469,0.7894,0.4894,0.6641,0.5987,,balanced,0.338,0.47,rectangle
char_13090,female,22,athletic_hyper,0.0993,0.756,0.3251,0.6477,0.6314,0.445,0.5962,0.6291,0.4481,0.3477,,balanced,0.748,0.3047,rectangle
char_13091,female,29,normal,0.3008,0.2742,0.2539,0.5038,0.5109,0.6826,0.6552,0.6023,0.5852,0.3826,,balanced,0.3324,0.4174,rectangle
char_13092,female,21,underweight,0.0694,0.0246,0.3194,0.4266,0.361,0.3615,0.3774,0.661,0.5906,0.3917,,balanced,0.6281,0.7433,pear
char_13093,female,36,normal,0.249,0.1261,0.2687,0.4483,0.6615,0.6997,0.7195,0.5435,0.4195,0.6838,,balanced,0.5029,0.6421,rectangle
char_13094,female,18,overweight,0.4621,0.2432,0.283,0.6643,0.5383,0.5017,0.6973,0.4123,0.3973,0.5232,,balanced,0.4408,0.6019,rectangle
char_13095,female,22,normal,0.1971,0.1877,0.3898,0.4469,0.675,0.375,0.5256,0.5923,0.4965,0.4513,,balanced,0.6603,0.2424,pear
char_13096,female,22,normal,0.3041,0.278,0.3175,0.3938,0.6554,0.3896,0.426,0.6431,0.6866,0.6896,,balanced,0.7192,0.4899,pear
char_13097,female,22,athletic_lean,0.077,0.4381,0.3482,0.4932,0.505,0.334,0.5334,0.634,0.4048,0.6006,,upper_dominant,0.6948,0.2439,pear
char_13098,female,14,overweight,0.5172,0.2604,0.2649,0.4347,0.1686,0.4638,0.245,0.4174,0.4686,0.2568,,balanced,0.3136,0.3566,apple
char_13099,female,39,overweight,0.5284,0.2673,0.3653,0.353,0.5197,0.6302,0.4436,0.3408,0.391,0.6408,,balanced,0.6886,0.8141,pear
char_13100,female,34,obese,0.8029,0.1767,0.2326,0.3328,0.5044,0.3479,0.454,0.5256,0.6328,0.3692,,balanced,0.6406,0.8208,apple
char_13101,female,19,normal,0.2729,0.1401,0.2525,0.6997,0.6843,0.7822,0.4822,0.5003,0.4936,0.5004,,balanced,0.344,0.6533,rectangle
char_13102,female,19,normal,0.2579,0.1344,0.3316,0.3544,0.4876,0.4145,0.6438,0.4977,0.5003,0.3438,,balanced,0.3151,0.5505,rectangle
char_13103,female,27,underweight,0.0995,0.1584,0.2337,0.5582,0.3495,0.5878,0.5507,0.478,0.6046,0.3046,,balanced,0.7131,0.7153,pear
char_13104,female,24,obese,0.6862,0.2987,0.2258,0.414,0.5384,0.5947,0.5715,0.557,0.3964,0.2947,,balanced,0.7544,0.8158,rectangle
char_13105,female,36,obese,0.6586,0.2852,0.3339,0.6428,0.5477,0.4737,0.6672,0.3852,0.6852,0.5342,,balanced,0.4559,0.4092,apple
char_13106,female,16,athletic_lean,0.1384,0.5492,0.3079,0.6582,0.583,0.4873,0.4294,0.366,0.666,0.578,,upper_dominant,0.4373,0.7974,rectangle
char_13107,female,29,athletic_hyper,0.0661,0.8011,0.3193,0.4518,0.434,0.515,0.5218,0.477,0.734,0.5992,,lower_dominant,0.5465,0.6943,rectangle
char_13108,female,29,overweight,0.565,0.2867,0.3359,0.6014,0.5348,0.3364,0.5447,0.3014,0.4395,0.4983,,balanced,0.3927,0.6321,apple
char_13109,female,15,overweight,0.539,0.3125,0.2148,0.5936,0.3357,0.6033,0.3033,0.4059,0.5102,0.4955,,balanced,0.4973,0.4276,rectangle
char_13110,female,27,overweight,0.4358,0.2099,0.3086,0.5403,0.5364,0.6139,0.3139,0.5069,0.4667,0.5801,,balanced,0.6553,0.4965,pear
char_13111,female,21,normal,0.3083,0.2274,0.2617,0.3334,0.5975,0.3758,0.3651,0.6332,0.4415,0.6334,,balanced,0.8384,0.3274,pear
char_13112,female,21,athletic_lean,0.1108,0.4944,0.2241,0.5722,0.4845,0.4395,0.2722,0.3759,0.3657,0.2851,,upper_dominant,0.4376,0.7725,rectangle
char_13113,female,22,overweight,0.4173,0.1723,0.2336,0.7891,0.8026,0.6725,0.7955,0.6228,0.6672,0.5026,,balanced,0.4004,0.6348,rectangle
char_13114,female,22,normal,0.214,0.2329,0.3795,0.5302,0.3917,0.4802,0.6545,0.3545,0.4958,0.5264,,balanced,0.8003,0.2532,pear
char_13115,female,22,athletic_lean,0.1149,0.5041,0.3145,0.3809,0.4181,0.642,0.4529,0.3539,0.6539,0.5138,,upper_dominant,0.4488,0.5099,rectangle
char_13116,female,25,athletic_lean,0.083,0.4762,0.3383,0.5096,0.4245,0.3878,0.4592,0.566,0.266,0.4017,,balanced,0.698,0.6285,pear
char_13117,female,20,athletic_lean,0.0987,0.5299,0.3166,0.7343,0.7274,0.4705,0.6991,0.5811,0.6666,0.4343,,push_dominant,0.56,0.8741,rectangle
char_13118,female,38,overweight,0.5578,0.2057,0.2615,0.6392,0.5599,0.6903,0.6918,0.4738,0.5778,0.3918,,balanced,0.6917,0.2077,rectangle
char_13119,female,39,overweight,0.5473,0.2614,0.2169,0.5903,0.3297,0.3372,0.2903,0.5068,0.4163,0.431,,balanced,0.8117,0.2871,rectangle
char_13120,female,31,normal,0.2478,0.1969,0.2966,0.6006,0.4444,0.5486,0.6591,0.6081,0.4256,0.3591,,balanced,0.5486,0.5133,rectangle
char_13121,female,17,overweight,0.4937,0.211,0.2192,0.2543,0.2264,0.3015,0.4528,0.3758,0.5264,0.3443,,balanced,0.4362,0.217,apple
char_13122,female,16,normal,0.2677,0.1617,0.3356,0.5948,0.6707,0.4753,0.3839,0.5574,0.4893,0.3707,,balanced,0.455,0.5068,rectangle
char_13123,female,20,obese,0.8932,0.1763,0.4753,0.5021,0.4587,0.6319,0.4405,0.7405,0.6191,0.4697,,balanced,0.2247,0.7299,apple
char_13124,female,23,normal,0.2626,0.1817,0.346,0.3428,0.5247,0.6132,0.364,0.6065,0.5861,0.6428,,balanced,0.6365,0.4427,pear
char_13125,female,37,athletic_hyper,0.0886,0.8987,0.2009,0.3759,0.6418,0.5928,0.4734,0.4014,0.4781,0.3418,,balanced,0.2609,0.6075,v_shape
char_13126,female,30,obese,0.8992,0.2644,0.3584,0.8109,0.6578,0.7446,0.9341,0.8669,0.6412,0.898,,balanced,0.7012,0.4354,apple
char_13127,female,29,overweight,0.4839,0.2649,0.2683,0.6373,0.428,0.3373,0.6307,0.5528,0.363,0.3538,,balanced,0.8064,0.4997,pear
char_13128,female,24,overweight,0.3651,0.2522,0.3086,0.2649,0.5649,0.4019,0.4435,0.3606,0.3685,0.4567,,balanced,0.346,0.4142,rectangle
char_13129,female,28,athletic_hyper,0.1172,0.7913,0.3453,0.6005,0.6429,0.5468,0.3429,0.3538,0.3963,0.3574,,balanced,0.5202,0.8221,rectangle
char_13130,female,39,normal,0.1889,0.1471,0.2474,0.4023,0.5638,0.3561,0.4213,0.6561,0.6147,0.4316,,balanced,0.3609,0.62,rectangle
char_13131,female,22,athletic_hyper,0.1163,0.8944,0.3054,0.5033,0.2961,0.5249,0.5961,0.3891,0.5088,0.5524,,push_dominant,0.6038,0.3903,rectangle
char_13132,female,38,obese,0.8652,0.1656,0.2023,0.5832,0.4025,0.5033,0.535,0.7025,0.6541,0.6699,,balanced,0.3928,0.2966,apple
char_13133,female,14,overweight,0.449,0.2771,0.2472,0.5707,0.4045,0.4914,0.6392,0.5229,0.6598,0.7045,,balanced,0.4575,0.7549,rectangle
char_13134,female,22,normal,0.32,0.2755,0.2407,0.5388,0.5241,0.3745,0.6353,0.3847,0.5929,0.3353,,balanced,0.71,0.6188,pear
char_13135,female,16,obese,0.7076,0.269,0.3029,0.5383,0.5111,0.2638,0.2742,0.5638,0.4214,0.3839,,balanced,0.3357,0.3554,apple
char_13136,female,26,underweight,0.0282,0.1172,0.3214,0.5347,0.4743,0.3091,0.5452,0.2452,0.3276,0.4915,,balanced,0.6231,0.423,pear
char_13137,female,19,underweight,0.0546,0.085,0.3354,0.5264,0.8264,0.7344,0.6005,0.7098,0.7146,0.8257,,balanced,0.2551,0.5147,rectangle
char_13138,female,19,overweight,0.5787,0.3141,0.3473,0.6008,0.4014,0.3008,0.4544,0.4063,0.4462,0.571,,balanced,0.7071,0.4316,rectangle
char_13139,female,26,overweight,0.5109,0.2589,0.2072,0.4772,0.2736,0.3172,0.4772,0.2693,0.5563,0.5693,,balanced,0.3374,0.2569,apple
char_13140,female,25,athletic_lean,0.1172,0.5082,0.231,0.652,0.4043,0.3709,0.352,0.4844,0.5967,0.5338,,upper_dominant,0.4525,0.5604,rectangle
char_13141,female,30,athletic_hyper,0.0704,0.8795,0.2793,0.4475,0.7364,0.714,0.735,0.6135,0.4364,0.5202,,balanced,0.4275,0.5231,v_shape
char_13142,female,20,normal,0.2925,0.2254,0.2992,0.612,0.5109,0.3495,0.6495,0.3587,0.5057,0.5474,,balanced,0.5666,0.7871,rectangle
char_13143,female,29,obese,0.8215,0.1976,0.3392,0.4398,0.6691,0.54,0.5115,0.6805,0.5788,0.3805,,balanced,0.4968,0.6455,apple
char_13144,female,34,overweight,0.4601,0.246,0.3349,0.6124,0.664,0.7011,0.4011,0.483,0.5479,0.4147,,balanced,0.6425,0.689,pear
char_13145,female,38,normal,0.3233,0.2737,0.3506,0.5978,0.5539,0.4798,0.3914,0.4297,0.4258,0.6914,,balanced,0.7183,0.3526,pear
char_13146,female,40,athletic_lean,0.0762,0.6038,0.3256,0.6949,0.6118,0.3949,0.5631,0.5126,0.6599,0.5273,,balanced,0.5824,0.3303,pear
char_13147,female,30,obese,0.6676,0.2261,0.2936,0.6623,0.3623,0.5436,0.4701,0.5886,0.4388,0.4555,,balanced,0.5823,0.6787,apple
char_13148,female,21,overweight,0.3933,0.1791,0.2833,0.4685,0.3972,0.5512,0.4636,0.446,0.3815,0.6815,,balanced,0.8075,0.7243,pear
