char_id,gender,age,group,somatotype,fat_score,muscle_score,height_score,chest_height_score,hip_length_score,thigh_length_score,lower_leg_length_score,upper_arm_length_score,forearm_length_score,neck_length_score,height_cm,training_pattern,hip_score,waist_def_score,chest_circ_pred_cm,waist_circ_pred_cm,hip_circ_pred_cm,thigh_circ_pred_cm,bicep_circ_pred_cm,neck_circ_pred_cm
char_05812,male,28,obese,apple,0.7601,0.9056,0.4765,0.4298,0.4851,0.6722,0.6262,0.567,0.7298,0.6564,,balanced,0.5587,0.7797,160.0,145.0,160.0,105.0,52.0,60.0
char_05813,male,15,normal,v_shape,0.2469,0.9219,0.4106,0.6269,0.5917,0.4494,0.6528,0.4635,0.6567,0.3567,,balanced,0.2701,0.3748,133.6,109.9,126.6,76.6,45.8,45.1
char_05814,female,20,athletic_lean,v_shape,0.0959,0.6018,0.2741,0.5756,0.4039,0.2756,0.449,0.3411,0.3024,0.4712,,balanced,0.3715,0.6329,100.2,87.9,103.5,59.2,30.6,35.9
char_05815,female,38,obese,apple,0.8416,0.3484,0.2885,0.3195,0.4682,0.4273,0.414,0.4752,0.6195,0.4026,,balanced,0.3579,0.7532,150.0,145.0,160.0,101.1,46.4,55.0
char_05816,female,38,obese,apple,0.6286,0.0648,0.2403,0.2943,0.3891,0.5943,0.4072,0.5355,0.3523,0.2985,,balanced,0.2489,0.2658,140.9,138.3,151.2,81.9,38.6,46.2
char_05817,male,18,obese,apple,0.7319,0.1017,0.4763,0.5299,0.294,0.4786,0.299,0.4274,0.4143,0.594,,balanced,0.4904,0.8257,160.0,145.0,160.0,92.9,42.9,51.1
char_05818,male,27,athletic_hyper,v_shape,0.1002,0.6672,0.3475,0.4117,0.5952,0.7117,0.5358,0.6609,0.5923,0.6428,,upper_dominant,0.313,0.2336,109.3,92.9,108.3,64.2,37.2,38.8
char_05819,male,25,underweight,v_shape,0.1185,0.2667,0.3967,0.921,0.7457,0.6481,0.7077,0.621,0.6739,0.7186,,balanced,0.39,0.3502,91.7,90.7,105.3,59.5,31.2,35.9
char_05820,female,38,athletic_hyper,hourglass,0.0029,0.7814,0.2342,0.6245,0.5945,0.4476,0.4549,0.3245,0.5284,0.403,,upper_dominant,0.5556,0.7061,104.5,79.0,96.8,56.5,29.8,34.6
char_05821,female,29,overweight,apple,0.5522,0.3167,0.3157,0.696,0.396,0.6348,0.498,0.5079,0.4571,0.4037,,balanced,0.396,0.4769,130.5,134.8,149.4,81.7,39.2,45.8
char_05822,male,30,underweight,hourglass,0.014,0.3915,0.3959,0.2793,0.2852,0.456,0.3083,0.3268,0.5793,0.569,,balanced,0.5339,0.7136,99.1,79.0,95.7,55.4,30.0,34.2
char_05823,female,34,athletic_lean,hourglass,0.0203,0.6563,0.2375,0.4238,0.5054,0.66,0.36,0.3857,0.3958,0.5121,,upper_dominant,0.5293,0.7302,102.4,80.2,97.3,56.2,29.3,34.4
char_05824,female,38,normal,pear,0.2592,0.0553,0.2684,0.5668,0.4415,0.5201,0.6028,0.3545,0.4917,0.6545,,balanced,0.7256,0.3638,100.4,103.7,119.1,64.7,31.1,36.9
char_05825,female,40,athletic_hyper,v_shape,0.0043,0.8397,0.2203,0.6449,0.4333,0.6687,0.7249,0.6784,0.7333,0.5148,,lower_dominant,0.428,0.3629,102.3,81.6,98.2,57.3,30.4,35.0
char_05826,male,39,athletic_lean,hourglass,0.0176,0.4601,0.5172,0.5831,0.5988,0.6043,0.4654,0.5395,0.7654,0.5447,,balanced,0.4988,0.8555,102.8,78.8,95.9,56.3,31.2,35.0
char_05827,female,17,overweight,rectangle,0.5508,0.2786,0.2952,0.4386,0.5435,0.6077,0.5407,0.394,0.4566,0.3077,,balanced,0.6803,0.6282,129.1,136.6,153.3,83.6,39.2,45.7
char_05828,male,25,athletic_lean,pear,0.0138,0.4237,0.3773,0.6588,0.694,0.6445,0.4289,0.6463,0.6982,0.3982,,upper_dominant,0.584,0.6774,100.7,79.6,96.6,56.0,30.5,34.4
char_05829,male,23,athletic_hyper,hourglass,0.0844,0.881,0.4373,0.621,0.3906,0.6906,0.4718,0.6388,0.6147,0.6664,,lower_dominant,0.5687,0.7903,127.8,91.6,110.9,68.4,41.3,40.9
char_05830,male,17,overweight,pear,0.5324,0.4069,0.4157,0.3405,0.3226,0.1771,0.4771,0.4284,0.4294,0.3664,,balanced,0.8782,0.5021,142.2,139.4,158.2,88.0,43.0,48.0
char_05831,male,22,underweight,v_shape,0.0121,0.3532,0.4681,0.585,0.6772,0.3968,0.5722,0.3976,0.4111,0.6968,,balanced,0.2933,0.5172,96.5,80.6,95.4,55.1,30.1,34.4
char_05832,male,40,athletic_lean,pear,0.0913,0.4634,0.3167,0.6811,0.7109,0.7303,0.4978,0.5365,0.5811,0.4361,,upper_dominant,0.6261,0.4541,100.6,89.5,106.3,61.3,33.1,36.6
char_05833,male,28,overweight,pear,0.5112,0.0761,0.4111,0.5244,0.3855,0.5135,0.6855,0.4349,0.5596,0.3903,,balanced,0.6001,0.6561,122.9,128.3,144.7,78.7,36.8,43.8
char_05834,male,33,athletic_hyper,hourglass,0.0157,0.7366,0.3839,0.2782,0.2505,0.5207,0.5505,0.3582,0.5401,0.5419,,balanced,0.5465,0.8771,119.2,81.5,100.1,61.1,36.1,37.5
char_05835,male,33,athletic_hyper,hourglass,0.0301,0.7259,0.4044,0.6302,0.4322,0.3763,0.623,0.3302,0.6129,0.6172,,balanced,0.5592,0.795,117.7,83.6,102.1,62.0,36.4,37.8
char_05836,female,34,normal,rectangle,0.2495,0.5083,0.4507,0.752,0.452,0.6908,0.7296,0.7386,0.5678,0.7009,,balanced,0.4988,0.8423,103.0,102.3,118.8,66.6,33.7,38.9
char_05837,male,26,overweight,rectangle,0.4414,0.8632,0.4535,0.5103,0.6761,0.5454,0.5682,0.6197,0.6892,0.3892,,balanced,0.858,0.253,149.6,137.1,157.2,91.8,50.3,50.5
char_05838,female,26,overweight,pear,0.3619,0.1421,0.4067,0.4465,0.3186,0.5904,0.3519,0.5052,0.2945,0.5945,,balanced,0.8621,0.8151,107.5,113.6,131.5,71.4,34.0,39.6
char_05839,female,15,normal,v_shape,0.1873,0.6445,0.2832,0.4888,0.2576,0.4946,0.543,0.4813,0.2613,0.243,,balanced,0.3598,0.5172,103.0,97.8,113.2,64.2,33.0,38.2
char_05840,male,27,normal,rectangle,0.1608,0.6878,0.3761,0.7036,0.7287,0.7585,0.477,0.7177,0.7482,0.777,,balanced,0.8456,0.4236,114.3,100.5,119.8,70.3,39.0,40.4
char_05841,female,14,obese,apple,0.7102,0.5543,0.2531,0.3795,0.3955,0.346,0.5817,0.4637,0.6276,0.3276,,balanced,0.8528,0.8794,150.0,145.0,160.0,99.7,45.8,52.7
char_05842,male,36,normal,v_shape,0.239,0.4423,0.4856,0.5825,0.3769,0.2993,0.5993,0.4743,0.448,0.4406,,balanced,0.2223,0.8661,106.5,101.7,116.8,67.6,36.6,40.5
char_05843,female,15,overweight,rectangle,0.3988,0.4447,0.2732,0.7222,0.6873,0.5153,0.6399,0.5369,0.4222,0.5505,,balanced,0.3451,0.6448,114.3,118.2,133.0,73.9,36.4,42.4
char_05844,male,26,athletic_hyper,hourglass,0.0489,0.7626,0.3554,0.4117,0.4255,0.454,0.5253,0.6701,0.3701,0.482,,balanced,0.5157,0.848,120.0,85.6,104.0,63.5,37.5,38.6
char_05845,male,35,normal,v_shape,0.1509,0.4179,0.4346,0.4745,0.6815,0.6842,0.4113,0.4825,0.3842,0.5555,,balanced,0.3994,0.7701,100.8,92.9,108.8,62.8,33.8,37.8
char_05846,male,33,athletic_hyper,v_shape,0.1423,0.8286,0.3015,0.3087,0.4972,0.1972,0.398,0.2578,0.3058,0.3125,,lower_dominant,0.3998,0.5412,122.6,97.6,114.9,69.6,41.1,41.4
char_05847,female,33,obese,apple,0.6419,0.801,0.3144,0.4728,0.4249,0.645,0.398,0.515,0.6009,0.698,,balanced,0.6985,0.2664,150.0,145.0,160.0,95.3,46.1,51.6
char_05848,male,26,underweight,pear,0.0895,0.2471,0.2861,0.3651,0.5646,0.5874,0.4522,0.6281,0.3281,0.5303,,balanced,0.8065,0.7289,94.3,84.2,102.4,57.2,28.8,34.0
char_05849,male,22,normal,pear,0.2217,0.0384,0.4165,0.4973,0.4188,0.4435,0.5622,0.7188,0.5458,0.7054,,balanced,0.7321,0.802,88.8,95.1,112.6,61.3,29.1,35.4
char_05850,female,23,athletic_hyper,hourglass,0.0483,0.729,0.3302,0.6595,0.552,0.6982,0.4609,0.4123,0.6036,0.7123,,upper_dominant,0.5394,0.7048,102.6,83.1,100.5,58.1,30.5,35.3
char_05851,male,40,obese,apple,0.8163,0.5674,0.421,0.3848,0.4868,0.5399,0.6848,0.5167,0.5535,0.5221,,balanced,0.6963,0.5612,160.0,145.0,160.0,105.0,52.0,59.5
char_05852,male,23,obese,apple,0.7488,0.6013,0.4678,0.4017,0.4946,0.4257,0.2621,0.5621,0.4905,0.3114,,balanced,0.7992,0.5128,160.0,145.0,160.0,105.0,52.0,57.9
char_05853,male,35,underweight,v_shape,0.0176,0.364,0.4374,0.5286,0.5678,0.672,0.372,0.5979,0.4991,0.3841,,balanced,0.3163,0.5137,96.8,81.2,96.1,55.5,30.3,34.6
char_05854,female,14,obese,apple,0.9956,0.3449,0.3753,0.5229,0.4554,0.5906,0.4784,0.3169,0.2906,0.5354,,balanced,0.2475,0.8141,150.0,145.0,160.0,108.0,50.0,58.0
char_05855,female,35,athletic_hyper,v_shape,0.08,0.7431,0.3706,0.677,0.5088,0.7124,0.6927,0.4124,0.4765,0.5365,,balanced,0.328,0.3185,99.7,88.2,103.7,59.5,31.4,36.2
char_05856,male,29,normal,v_shape,0.2381,0.7721,0.372,0.2767,0.3487,0.493,0.5767,0.41,0.3205,0.3545,,balanced,0.2199,0.2398,122.4,106.8,122.0,72.5,42.1,43.0
char_05857,male,21,athletic_hyper,rectangle,0.1348,0.8138,0.5168,0.9123,0.8644,0.7095,0.7513,0.6123,0.752,0.7578,,upper_dominant,0.7054,0.3776,119.5,99.7,118.6,71.2,41.6,41.4
char_05858,male,16,obese,apple,0.6806,0.2611,0.5251,0.5978,0.3359,0.6359,0.4205,0.361,0.3922,0.5097,,balanced,0.8322,0.6231,160.0,145.0,160.0,95.6,44.6,51.6
char_05859,female,26,athletic_lean,hourglass,0.0358,0.4897,0.2708,0.5326,0.3995,0.4276,0.2738,0.3418,0.4594,0.5738,,lower_dominant,0.5346,0.8825,100.3,79.8,96.5,55.3,28.5,33.8
char_05860,male,22,athletic_hyper,v_shape,0.0512,0.6888,0.484,0.6319,0.6491,0.4865,0.645,0.5228,0.3491,0.5494,,pull_dominant,0.4121,0.2046,109.4,89.4,105.4,62.9,37.0,38.1
char_05861,female,33,athletic_lean,v_shape,0.0608,0.633,0.3713,0.3685,0.3021,0.6021,0.3053,0.3422,0.4328,0.3814,,balanced,0.3023,0.3106,97.8,86.1,100.9,57.7,30.2,35.3
char_05862,female,39,normal,v_shape,0.2258,0.7108,0.3801,0.542,0.2757,0.4616,0.4652,0.5757,0.2927,0.5613,,balanced,0.3037,0.4343,104.8,102.1,117.3,66.5,34.4,39.4
char_05863,male,20,overweight,pear,0.3659,0.213,0.3688,0.6288,0.5866,0.6947,0.5798,0.3947,0.5181,0.4862,,balanced,0.6911,0.6035,107.9,114.5,131.4,72.6,35.4,41.0
char_05864,male,19,athletic_hyper,rectangle,0.0568,0.7545,0.5301,0.2555,0.3437,0.5344,0.4433,0.2344,0.311,0.5294,,upper_dominant,0.4651,0.2671,113.7,90.5,107.3,64.7,38.5,38.9
char_05865,male,22,underweight,hourglass,0.009,0.1675,0.3969,0.4743,0.4696,0.4974,0.6632,0.5246,0.6498,0.7696,,balanced,0.5529,0.8724,90.0,74.3,91.1,51.1,26.0,31.8
char_05866,female,20,obese,apple,0.9602,0.9092,0.3102,0.3685,0.4114,0.4211,0.6294,0.3616,0.598,0.6616,,balanced,0.2356,0.2147,150.0,145.0,160.0,108.0,50.0,58.0
char_05867,male,35,obese,apple,0.6717,0.6301,0.3152,0.377,0.6076,0.4779,0.677,0.6342,0.4596,0.6332,,balanced,0.8432,0.6028,160.0,145.0,160.0,101.2,50.7,55.0
char_05868,female,29,normal,v_shape,0.2397,0.6541,0.2451,0.4496,0.6105,0.5631,0.3991,0.6991,0.5399,0.4469,,balanced,0.2773,0.4825,105.5,103.0,117.8,66.7,34.2,39.5
char_05869,female,27,athletic_lean,hourglass,0.0032,0.4208,0.3659,0.6748,0.6101,0.6434,0.6017,0.5193,0.3748,0.5901,,balanced,0.5698,0.7255,99.2,77.1,93.5,53.1,27.4,32.7
char_05870,female,37,athletic_hyper,v_shape,0.1192,0.9213,0.2244,0.6651,0.6835,0.5632,0.566,0.5097,0.3878,0.3835,,balanced,0.3633,0.3563,104.5,92.7,109.2,63.3,33.5,37.9
char_05871,male,32,overweight,rectangle,0.3625,0.1295,0.4465,0.5828,0.5529,0.7658,0.4658,0.6657,0.7406,0.6122,,balanced,0.5645,0.4718,102.6,113.7,129.2,71.0,34.4,40.5
char_05872,female,24,obese,apple,0.9193,0.772,0.2691,0.5648,0.3672,0.387,0.6,0.5008,0.6629,0.3629,,balanced,0.354,0.3606,150.0,145.0,160.0,108.0,50.0,58.0
char_05873,male,25,overweight,apple,0.5446,0.0337,0.3777,0.2719,0.282,0.2699,0.5191,0.2537,0.2191,0.4759,,balanced,0.2785,0.3787,128.3,128.8,142.7,77.6,36.8,44.3
char_05874,male,40,normal,rectangle,0.3022,0.2932,0.3658,0.5008,0.5705,0.6244,0.3281,0.5889,0.6281,0.4372,,balanced,0.4633,0.6822,104.4,107.4,123.1,69.2,35.2,40.3
char_05875,female,18,obese,apple,0.9029,0.8344,0.2658,0.338,0.5547,0.4907,0.5635,0.5902,0.2902,0.5296,,balanced,0.555,0.4083,150.0,145.0,160.0,108.0,50.0,58.0
char_05876,male,18,obese,apple,0.865,0.6896,0.3983,0.6099,0.5805,0.6619,0.3619,0.5151,0.364,0.3797,,balanced,0.303,0.663,160.0,145.0,160.0,105.0,52.0,60.0
char_05877,male,31,overweight,pear,0.4007,0.5889,0.4609,0.6555,0.5027,0.3606,0.4315,0.6464,0.3555,0.5463,,balanced,0.7119,0.541,130.3,125.8,143.9,82.4,43.4,46.3
char_05878,male,28,underweight,pear,0.0216,0.3179,0.4855,0.5303,0.4028,0.4979,0.541,0.4997,0.7028,0.4644,,balanced,0.7215,0.3979,93.6,81.7,98.8,55.9,29.5,33.8
char_05879,female,30,athletic_hyper,hourglass,0.0007,0.8976,0.2578,0.6338,0.5245,0.6243,0.6704,0.5507,0.3704,0.6262,,balanced,0.5152,0.7808,105.8,78.3,96.7,57.0,30.5,35.0
char_05880,female,30,overweight,pear,0.3609,0.256,0.21,0.436,0.5444,0.5084,0.6411,0.736,0.7025,0.6152,,balanced,0.7981,0.4307,110.3,116.1,132.7,72.5,34.6,40.3
char_05881,male,15,normal,pear,0.2737,0.1133,0.4004,0.5767,0.5766,0.4373,0.7373,0.4544,0.6405,0.6261,,balanced,0.666,0.3187,92.9,105.1,120.9,66.3,32.2,38.0
char_05882,female,33,athletic_hyper,hourglass,0.0928,0.9669,0.3968,0.5173,0.5033,0.3688,0.3709,0.3852,0.3577,0.6577,,upper_dominant,0.5603,0.8221,106.1,87.5,106.8,62.4,33.4,37.5
char_05883,male,32,athletic_hyper,hourglass,0.0078,0.8863,0.4182,0.5664,0.5481,0.6429,0.3614,0.4101,0.4901,0.6614,,lower_dominant,0.5127,0.7406,127.8,83.6,102.6,64.0,39.3,39.0
char_05884,male,35,overweight,pear,0.3914,0.5429,0.4391,0.5919,0.533,0.2919,0.3216,0.4479,0.337,0.3573,,balanced,0.7807,0.4111,125.3,124.6,142.7,81.2,42.1,45.4
char_05885,male,22,overweight,pear,0.4373,0.2881,0.5262,0.5646,0.4065,0.4996,0.2799,0.3516,0.3608,0.5799,,balanced,0.6722,0.7454,119.9,124.7,142.0,78.9,38.9,44.3
char_05886,female,15,overweight,apple,0.5702,0.6134,0.2922,0.6403,0.6628,0.3628,0.4102,0.5876,0.3776,0.5712,,balanced,0.2619,0.6044,136.0,138.3,153.3,85.1,41.7,48.1
char_05887,female,40,overweight,apple,0.595,0.5328,0.2633,0.3409,0.4208,0.6409,0.4128,0.5327,0.4493,0.4778,,balanced,0.8975,0.4042,139.2,145.0,160.0,91.0,42.7,48.6
char_05888,female,25,obese,apple,0.6497,0.6183,0.3148,0.7238,0.5414,0.5792,0.4238,0.7112,0.4278,0.5764,,balanced,0.406,0.5334,148.2,145.0,160.0,91.3,44.0,50.6
char_05889,female,33,normal,rectangle,0.2561,0.6804,0.2873,0.5954,0.8135,0.5138,0.6367,0.6145,0.8138,0.5329,,balanced,0.2892,0.8748,105.2,103.3,119.2,67.9,34.7,40.1
char_05890,female,36,athletic_hyper,v_shape,0.0782,0.7635,0.2778,0.3204,0.2311,0.437,0.211,0.511,0.3278,0.4704,,balanced,0.2716,0.5553,101.1,86.9,102.5,59.4,31.2,36.3
char_05891,male,36,overweight,apple,0.5592,0.9927,0.4605,0.4743,0.5341,0.514,0.5872,0.7743,0.6125,0.5727,,balanced,0.3211,0.5058,160.0,145.0,160.0,97.7,52.0,55.6
char_05892,female,31,athletic_hyper,v_shape,0.0205,0.9198,0.3081,0.6591,0.481,0.4888,0.5886,0.3592,0.5881,0.6592,,balanced,0.3221,0.3112,101.9,82.9,99.3,58.2,31.3,35.7
char_05893,male,25,normal,rectangle,0.3017,0.6073,0.4657,0.4546,0.364,0.588,0.5794,0.3552,0.324,0.288,,balanced,0.5045,0.5101,119.3,113.4,130.0,75.5,41.2,43.7
char_05894,male,29,overweight,apple,0.5881,0.3973,0.5101,0.3928,0.3708,0.3613,0.6538,0.454,0.5432,0.3538,,balanced,0.5792,0.2554,149.3,144.3,160.0,89.1,44.2,49.8
char_05895,female,32,underweight,pear,0.0482,0.2153,0.3263,0.5733,0.5857,0.7656,0.6761,0.6335,0.8292,0.8733,,balanced,0.896,0.748,99.4,80.3,98.3,54.3,27.2,32.3
char_05896,male,19,normal,pear,0.1578,0.0442,0.5083,0.4105,0.4945,0.568,0.4909,0.6661,0.7105,0.6879,,balanced,0.6492,0.3175,83.4,93.1,108.8,59.4,29.0,34.8
char_05897,male,19,underweight,hourglass,0.06,0.1971,0.4848,0.8919,0.7693,0.5919,0.7701,0.8906,0.6242,0.6628,,balanced,0.5606,0.871,90.0,79.8,96.6,54.3,27.8,33.3
char_05898,female,32,underweight,pear,0.0711,0.066,0.3322,0.604,0.6173,0.4833,0.6819,0.6352,0.7833,0.4969,,balanced,0.7445,0.2053,92.2,86.5,101.7,55.6,27.4,32.9
char_05899,female,36,normal,rectangle,0.2157,0.5249,0.2831,0.4893,0.5741,0.7208,0.6905,0.6304,0.7884,0.7893,,balanced,0.2865,0.5567,102.5,99.7,114.2,64.4,32.7,38.3
char_05900,female,38,obese,apple,0.6352,0.4927,0.3705,0.3875,0.6405,0.6587,0.542,0.6457,0.3587,0.6492,,balanced,0.5068,0.5708,143.3,145.0,160.0,90.1,43.0,49.6
char_05901,female,27,underweight,rectangle,0.0796,0.1488,0.2808,0.5012,0.3248,0.2946,0.4668,0.362,0.5946,0.5694,,balanced,0.5713,0.2308,93.5,87.5,101.9,56.2,28.0,33.7
char_05902,male,20,normal,rectangle,0.2901,0.6033,0.4532,0.4249,0.6127,0.4834,0.561,0.3379,0.6235,0.6379,,balanced,0.5075,0.4143,117.2,112.4,128.7,74.6,40.8,43.3
char_05903,female,19,athletic_hyper,v_shape,0.0667,0.7319,0.2795,0.526,0.5542,0.3669,0.2613,0.2542,0.5027,0.3509,,pull_dominant,0.2655,0.7634,100.5,84.5,100.3,58.4,30.6,35.8
char_05904,male,40,obese,apple,0.6837,0.8959,0.455,0.6449,0.6279,0.3889,0.4899,0.6889,0.6604,0.4532,,balanced,0.3374,0.7781,160.0,145.0,160.0,104.9,52.0,59.2
char_05905,female,31,obese,apple,0.8509,0.4725,0.2623,0.6393,0.6076,0.567,0.4027,0.5985,0.5603,0.3393,,balanced,0.5501,0.8639,150.0,145.0,160.0,105.8,48.2,56.5
char_05906,male,37,overweight,apple,0.5943,0.2548,0.4978,0.4816,0.5536,0.6,0.5567,0.4082,0.3,0.3419,,balanced,0.2272,0.5513,146.6,138.7,152.9,84.5,41.7,48.3
char_05907,male,28,athletic_hyper,hourglass,0.0386,0.8263,0.3625,0.475,0.2984,0.3114,0.5445,0.4106,0.2445,0.4274,,upper_dominant,0.506,0.8979,124.6,84.8,103.7,64.1,38.5,39.0
char_05908,male,32,underweight,rectangle,0.0509,0.118,0.5639,0.4135,0.4963,0.2866,0.5866,0.4291,0.4704,0.3873,,balanced,0.5789,0.8424,86.5,78.3,95.0,52.7,26.5,32.4
char_05909,male,20,overweight,apple,0.5339,0.872,0.5469,0.5165,0.4243,0.4207,0.7063,0.4766,0.7207,0.7165,,balanced,0.5925,0.3603,160.0,145.0,160.0,96.4,52.0,53.9
char_05910,male,25,normal,rectangle,0.1857,0.7597,0.4619,0.3961,0.3327,0.521,0.3594,0.6052,0.5421,0.3052,,balanced,0.7643,0.2348,116.1,105.3,123.9,73.2,41.5,42.0
char_05911,female,19,overweight,apple,0.5374,0.5503,0.3396,0.5846,0.5214,0.717,0.4988,0.417,0.6058,0.6139,,balanced,0.225,0.2902,132.3,133.7,147.7,81.5,40.4,46.5
char_05912,male,26,underweight,v_shape,0.1226,0.2136,0.4654,0.5653,0.6729,0.3729,0.4311,0.4992,0.5671,0.4581,,balanced,0.2014,0.4388,90.8,90.1,103.7,58.6,30.6,35.8
char_05913,male,22,normal,rectangle,0.278,0.7477,0.4591,0.5403,0.6528,0.4166,0.7166,0.4546,0.6384,0.5951,,balanced,0.6356,0.7758,128.4,112.3,131.2,77.7,43.6,44.7
char_05914,female,22,overweight,rectangle,0.5385,0.9654,0.2174,0.6018,0.6571,0.5116,0.3571,0.5248,0.4017,0.5682,,balanced,0.2894,0.6595,137.2,137.6,154.5,87.3,43.9,49.4
char_05915,male,22,athletic_lean,pear,0.147,0.5694,0.4636,0.4212,0.4853,0.4779,0.3809,0.3242,0.6242,0.4814,,balanced,0.6067,0.6369,108.5,95.7,113.2,66.2,36.6,39.2
char_05916,male,27,athletic_hyper,hourglass,0.0632,0.6716,0.3938,0.4084,0.4748,0.1914,0.1748,0.3577,0.2955,0.2767,,balanced,0.491,0.8294,114.1,86.2,104.0,62.6,36.1,38.1
char_05917,male,34,normal,v_shape,0.2393,0.9037,0.4935,0.8581,0.5724,0.6678,0.5639,0.7194,0.7728,0.8639,,balanced,0.2063,0.4824,133.4,108.9,125.3,76.0,45.7,45.0
char_05918,male,28,obese,apple,0.6111,0.9433,0.4561,0.628,0.5189,0.4941,0.328,0.4506,0.3556,0.4685,,balanced,0.2647,0.6534,160.0,145.0,160.0,99.9,52.0,56.9
char_05919,female,22,normal,v_shape,0.2063,0.7072,0.4026,0.5808,0.6006,0.5302,0.5529,0.3006,0.4348,0.5637,,balanced,0.2272,0.6807,102.9,98.6,113.9,65.0,33.8,38.9
char_05920,male,25,athletic_lean,pear,0.0858,0.431,0.4089,0.508,0.2623,0.4842,0.321,0.5623,0.5608,0.3251,,lower_dominant,0.7705,0.7095,101.6,86.6,105.0,60.3,32.1,35.9
char_05921,female,15,obese,apple,0.6388,0.7722,0.3356,0.4327,0.3281,0.607,0.5162,0.3622,0.4603,0.6281,,balanced,0.6812,0.3184,149.5,145.0,160.0,94.8,45.8,51.4
char_05922,male,33,athletic_hyper,hourglass,0.0648,0.8748,0.4885,0.6354,0.4306,0.725,0.5035,0.4619,0.4384,0.7306,,balanced,0.487,0.7218,126.4,89.8,108.5,67.1,40.8,40.4
char_05923,male,34,underweight,pear,0.0925,0.0396,0.3603,0.6093,0.4544,0.5528,0.4071,0.324,0.6087,0.624,,balanced,0.7382,0.6814,85.2,82.7,100.0,54.5,26.3,32.5
char_05924,male,32,normal,v_shape,0.1846,0.8591,0.4483,0.3796,0.491,0.3002,0.4562,0.6002,0.5209,0.551,,balanced,0.3905,0.6135,127.4,102.8,120.3,73.1,43.4,43.2
char_05925,female,18,overweight,rectangle,0.4036,0.5984,0.2077,0.6052,0.7768,0.509,0.4898,0.7574,0.4768,0.6016,,balanced,0.5328,0.6701,117.7,121.1,137.7,76.9,37.8,43.4
char_05926,male,17,underweight,hourglass,0.0662,0.27,0.4154,0.4965,0.4324,0.3007,0.5274,0.478,0.3226,0.6007,,balanced,0.5537,0.8764,93.4,81.2,98.1,55.7,29.0,34.1
char_05927,female,14,overweight,apple,0.5473,0.6737,0.3452,0.5847,0.5072,0.6307,0.3307,0.627,0.5922,0.3778,,balanced,0.292,0.4723,134.4,136.8,152.0,84.3,41.8,47.8
char_05928,female,28,overweight,pear,0.3756,0.476,0.3113,0.4452,0.7277,0.4277,0.7162,0.6088,0.699,0.4524,,balanced,0.7164,0.6967,113.4,118.2,135.8,75.0,36.6,42.0
char_05929,female,22,athletic_hyper,hourglass,0.0181,0.8722,0.3058,0.473,0.7667,0.6036,0.769,0.7693,0.5729,0.4693,,balanced,0.5378,0.7274,105.0,80.3,98.5,57.7,30.8,35.3
char_05930,male,35,athletic_lean,v_shape,0.056,0.4675,0.4938,0.372,0.3385,0.6385,0.3821,0.5773,0.554,0.4904,,balanced,0.3261,0.3546,100.1,86.9,101.8,59.3,33.1,36.4
char_05931,male,39,overweight,rectangle,0.449,0.2862,0.3431,0.6771,0.3991,0.3771,0.6658,0.5861,0.6097,0.6061,,balanced,0.3173,0.6606,122.3,122.0,136.8,76.5,38.4,44.1
char_05932,male,28,athletic_hyper,v_shape,0.0521,0.9127,0.4377,0.3581,0.4166,0.6008,0.6059,0.6536,0.6552,0.3552,,balanced,0.3347,0.2904,124.0,90.8,107.8,66.5,41.2,40.1
char_05933,male,22,athletic_hyper,v_shape,0.0508,0.8575,0.4565,0.6728,0.6761,0.4434,0.5317,0.6484,0.5402,0.3761,,balanced,0.3974,0.5176,123.0,89.2,106.8,65.7,40.0,39.8
char_05934,female,25,normal,pear,0.2437,0.1511,0.3081,0.2827,0.2832,0.1937,0.4649,0.3843,0.4352,0.1649,,balanced,0.7351,0.7692,101.6,100.3,117.0,64.2,31.1,36.8
char_05935,female,23,athletic_lean,v_shape,0.0652,0.6458,0.3241,0.4349,0.2197,0.3632,0.1891,0.41,0.4569,0.1569,,balanced,0.4345,0.8958,100.6,83.0,99.9,57.7,30.1,35.2
char_05936,male,25,athletic_hyper,v_shape,0.0112,0.9549,0.4922,0.6014,0.5831,0.4133,0.6027,0.7133,0.4649,0.69,,push_dominant,0.4089,0.2221,125.9,87.8,105.5,65.7,41.4,39.6
char_05937,male,37,overweight,rectangle,0.4121,0.848,0.2923,0.6379,0.3725,0.5452,0.6619,0.4088,0.6091,0.3619,,balanced,0.8647,0.7843,153.2,130.1,151.5,89.2,48.8,49.5
char_05938,female,29,obese,apple,0.8538,0.0946,0.2811,0.6101,0.698,0.5924,0.7149,0.7311,0.5418,0.5795,,balanced,0.5557,0.8503,150.0,145.0,160.0,101.3,44.9,53.8
char_05939,male,31,overweight,rectangle,0.3673,0.8577,0.3344,0.6533,0.3533,0.4609,0.606,0.479,0.4899,0.3784,,balanced,0.2046,0.6659,144.2,120.4,136.9,81.8,47.2,47.8
char_05940,male,25,athletic_lean,hourglass,0.0485,0.5751,0.4292,0.4626,0.6307,0.4676,0.582,0.3502,0.3569,0.3307,,balanced,0.5448,0.7397,108.2,84.3,101.8,60.3,34.0,36.8
char_05941,male,15,overweight,pear,0.45,0.5578,0.4575,0.5259,0.334,0.3477,0.3475,0.3133,0.3864,0.6133,,balanced,0.7832,0.8003,138.3,130.7,150.0,85.5,44.2,47.6
