char_id,gender,age,group,fat_score,muscle_score,height_score,chest_height_score,hip_length_score,thigh_length_score,lower_leg_length_score,upper_arm_length_score,forearm_length_score,neck_length_score,height_cm,training_pattern
char_15072,male,22,normal,0.2085,0.1364,0.4328,0.4293,0.5663,0.5367,0.4282,0.3599,0.6503,0.3503,,balanced
char_15073,male,27,obese,0.7722,0.1958,0.4102,0.3876,0.3712,0.3215,0.4895,0.6215,0.5237,0.509,,balanced
char_15074,male,32,overweight,0.4815,0.3305,0.5524,0.6371,0.5397,0.6195,0.6209,0.6958,0.5978,0.3958,,balanced
char_15075,male,23,underweight,0.055,0.013,0.5452,0.3616,0.4746,0.5133,0.4433,0.5923,0.4433,0.2923,,balanced
char_15076,male,33,athletic_lean,0.0747,0.4322,0.3962,0.3215,0.3204,0.6204,0.5311,0.4259,0.3387,0.4979,,pull_dominant
char_15077,male,40,underweight,0.0715,0.0172,0.3332,0.3982,0.2811,0.5348,0.2348,0.3482,0.477,0.328,,balanced
char_15078,male,29,overweight,0.5133,0.2047,0.4159,0.6553,0.5645,0.6044,0.6305,0.6279,0.3553,0.5168,,balanced
char_15079,male,22,normal,0.2324,0.1663,0.4674,0.512,0.4604,0.3622,0.3921,0.6218,0.5792,0.6622,,balanced
char_15080,male,39,underweight,0.062,0.1485,0.406,0.6788,0.4004,0.5033,0.5934,0.386,0.3788,0.6522,,balanced
char_15081,male,32,overweight,0.4167,0.2245,0.4555,0.6037,0.5017,0.4291,0.5292,0.3062,0.6062,0.517,,balanced
char_15082,male,17,obese,0.9034,0.2114,0.4305,0.4158,0.3717,0.506,0.5932,0.6717,0.5632,0.5043,,balanced
char_15083,male,34,athletic_hyper,0.1216,0.9663,0.4211,0.2339,0.1581,0.4581,0.4301,0.2813,0.2026,0.3818,,balanced
char_15084,male,26,overweight,0.5084,0.3085,0.4791,0.497,0.4546,0.592,0.431,0.3563,0.292,0.301,,balanced
char_15085,male,33,underweight,0.0716,0.0789,0.4333,0.5522,0.511,0.4972,0.4235,0.7235,0.5092,0.4711,,balanced
char_15086,male,39,athletic_lean,0.0641,0.5708,0.4864,0.8192,0.5338,0.8338,0.5787,0.6146,0.5554,0.6514,,balanced
char_15087,male,25,obese,0.7354,0.1818,0.4542,0.629,0.3529,0.628,0.5043,0.5749,0.6529,0.631,,balanced
char_15088,male,33,obese,0.7556,0.1594,0.3645,0.6068,0.7245,0.4656,0.4245,0.6307,0.4994,0.5314,,balanced
char_15089,male,15,obese,0.7,0.323,0.5335,0.5472,0.6387,0.4824,0.3626,0.3387,0.5129,0.4765,,balanced
char_15090,male,16,obese,0.8731,0.1957,0.4331,0.3712,0.4265,0.3743,0.4318,0.6497,0.3765,0.6712,,balanced
char_15091,male,33,athletic_hyper,0.1106,0.8561,0.4603,0.4858,0.4471,0.47,0.5248,0.2248,0.5007,0.3392,,lower_dominant
char_15092,male,16,athletic_lean,0.1359,0.522,0.4917,0.5691,0.3201,0.5732,0.3773,0.2732,0.3763,0.5333,,upper_dominant
char_15093,male,37,overweight,0.4489,0.222,0.3852,0.3668,0.253,0.1847,0.0681,0.2795,0.1065,0.3681,,balanced
char_15094,male,39,normal,0.2062,0.2089,0.4087,0.5736,0.5173,0.4944,0.473,0.2736,0.3453,0.2956,,balanced
char_15095,male,39,underweight,0.1263,0.1125,0.3179,0.4578,0.7408,0.4652,0.7361,0.4408,0.6229,0.5791,,balanced
char_15096,male,21,athletic_lean,0.0634,0.5322,0.4222,0.29,0.2625,0.5625,0.3903,0.3784,0.4036,0.3341,,upper_dominant
char_15097,male,23,overweight,0.4162,0.2613,0.4558,0.3693,0.5262,0.6328,0.5523,0.5196,0.3813,0.3328,,balanced
char_15098,male,37,normal,0.3087,0.1112,0.4335,0.6501,0.4108,0.3501,0.4234,0.5792,0.4949,0.5206,,balanced
char_15099,male,36,obese,0.797,0.2164,0.3492,0.4246,0.7246,0.6596,0.4953,0.5998,0.4313,0.6503,,balanced
char_15100,male,29,athletic_lean,0.0991,0.4954,0.3697,0.4337,0.6272,0.3539,0.3272,0.6079,0.385,0.6214,,lower_dominant
char_15101,male,36,athletic_hyper,0.103,0.7658,0.3112,0.645,0.3615,0.4967,0.4596,0.6606,0.6615,0.3705,,lower_dominant
char_15102,male,31,normal,0.2454,0.2385,0.3989,0.6073,0.5883,0.6297,0.4227,0.363,0.568,0.3297,,balanced
char_15103,male,24,athletic_lean,0.0892,0.566,0.4296,0.7583,0.5284,0.4603,0.7555,0.4589,0.7268,0.4583,,upper_dominant
char_15104,male,25,normal,0.2887,0.2208,0.4127,0.5146,0.561,0.6065,0.6022,0.8146,0.6805,0.7018,,balanced
char_15105,male,28,normal,0.195,0.1899,0.3343,0.5158,0.7782,0.4782,0.5158,0.7735,0.724,0.6233,,balanced
char_15106,male,22,athletic_lean,0.1103,0.6074,0.3784,0.295,0.3406,0.4974,0.5935,0.2966,0.3242,0.2935,,lower_dominant
char_15107,male,17,overweight,0.3856,0.2285,0.4623,0.4317,0.5146,0.2499,0.2995,0.5101,0.5499,0.3258,,balanced
char_15108,male,15,overweight,0.4601,0.3004,0.4959,0.6018,0.3863,0.5385,0.4027,0.3441,0.6441,0.5236,,balanced
char_15109,male,17,obese,0.8897,0.3115,0.3091,0.368,0.5896,0.5999,0.6676,0.3676,0.5267,0.5292,,balanced
char_15110,male,26,athletic_hyper,0.0714,0.8454,0.4711,0.6127,0.359,0.4474,0.3127,0.3268,0.3818,0.5664,,upper_dominant
char_15111,male,19,normal,0.2901,0.2614,0.3421,0.3499,0.5216,0.5503,0.5882,0.6142,0.3506,0.3142,,balanced
char_15112,male,34,athletic_hyper,0.1096,0.8987,0.4085,0.3357,0.5817,0.6357,0.4364,0.3894,0.4907,0.5747,,lower_dominant
char_15113,male,34,obese,0.8334,0.1964,0.4551,0.6048,0.6712,0.3815,0.6127,0.587,0.3712,0.6296,,balanced
char_15114,male,39,overweight,0.4017,0.3057,0.4216,0.3694,0.5985,0.5364,0.6627,0.49,0.5361,0.6694,,balanced
char_15115,male,29,athletic_hyper,0.0822,0.9538,0.3648,0.5788,0.4935,0.7935,0.5886,0.5091,0.6728,0.5289,,balanced
char_15116,male,28,overweight,0.5143,0.2802,0.4387,0.5815,0.5635,0.5537,0.5775,0.6399,0.3399,0.4248,,balanced
char_15117,male,21,normal,0.2352,0.2314,0.5176,0.439,0.3076,0.3834,0.53,0.2987,0.4994,0.23,,balanced
char_15118,male,16,normal,0.3012,0.2084,0.4542,0.6783,0.3885,0.4321,0.4103,0.6577,0.6103,0.6885,,balanced
char_15119,male,37,athletic_lean,0.1146,0.6328,0.5157,0.6216,0.6027,0.5703,0.6155,0.3216,0.5989,0.5428,,lower_dominant
char_15120,male,38,overweight,0.4807,0.2769,0.4027,0.3013,0.4553,0.3817,0.5665,0.6013,0.5393,0.4703,,balanced
char_15121,male,34,obese,0.7456,0.2204,0.3166,0.3132,0.4325,0.5991,0.3096,0.5039,0.5984,0.2991,,balanced
char_15122,male,28,obese,0.8208,0.1974,0.3809,0.4951,0.4086,0.3566,0.404,0.3821,0.6566,0.5025,,balanced
char_15123,male,27,athletic_lean,0.0666,0.549,0.3612,0.5709,0.3609,0.3323,0.583,0.4205,0.3588,0.6323,,lower_dominant
char_15124,male,23,normal,0.2681,0.1818,0.5044,0.2702,0.2376,0.4898,0.5376,0.312,0.3012,0.25,,balanced
char_15125,male,19,athletic_lean,0.1294,0.5157,0.4935,0.268,0.4707,0.28,0.4838,0.568,0.3678,0.4706,,balanced
char_15126,male,33,underweight,0.0986,0.1347,0.4063,0.7663,0.6089,0.5723,0.4663,0.5207,0.5707,0.5903,,balanced
char_15127,male,26,normal,0.2215,0.2141,0.3323,0.6254,0.6448,0.3946,0.6112,0.6211,0.3448,0.4926,,balanced
char_15128,male,39,normal,0.2621,0.2413,0.3811,0.6861,0.3914,0.3861,0.4136,0.6602,0.5045,0.4271,,balanced
char_15129,male,19,normal,0.1954,0.1995,0.4748,0.3268,0.3485,0.4878,0.6268,0.5034,0.4543,0.4684,,balanced
char_15130,male,25,overweight,0.4674,0.2438,0.4504,0.576,0.3561,0.5962,0.4516,0.5439,0.6561,0.4189,,balanced
char_15131,male,23,obese,0.7572,0.2483,0.4417,0.4572,0.345,0.5633,0.4697,0.5412,0.5631,0.2633,,balanced
char_15132,male,14,obese,0.7,0.317,0.3569,0.6511,0.5658,0.3511,0.6082,0.5253,0.5088,0.5893,,balanced
char_15133,male,24,overweight,0.5396,0.2315,0.4735,0.606,0.5903,0.371,0.6343,0.5873,0.3343,0.594,,balanced
char_15134,male,18,overweight,0.4584,0.1915,0.446,0.3866,0.1763,0.3546,0.4507,0.4763,0.2937,0.3376,,balanced
char_15135,male,34,overweight,0.5336,0.2799,0.4482,0.6088,0.3168,0.3088,0.367,0.3634,0.4622,0.3571,,balanced
char_15136,male,25,athletic_hyper,0.0689,0.8474,0.4165,0.3892,0.6584,0.5523,0.4686,0.6892,0.5577,0.6722,,balanced
char_15137,male,26,overweight,0.4758,0.2059,0.3269,0.4547,0.7068,0.5618,0.44,0.4068,0.5114,0.562,,balanced
char_15138,male,40,obese,0.7342,0.2256,0.4,0.3672,0.6672,0.4036,0.4601,0.629,0.3848,0.4767,,balanced
char_15139,male,25,normal,0.3135,0.2126,0.3575,0.4471,0.6582,0.6433,0.3965,0.6118,0.4738,0.6965,,balanced
char_15140,male,34,normal,0.3138,0.1636,0.4389,0.5891,0.4587,0.7315,0.6807,0.7182,0.5268,0.7587,,balanced
char_15141,male,26,overweight,0.4698,0.2607,0.5142,0.351,0.5095,0.3672,0.4036,0.2095,0.4434,0.2629,,balanced
char_15142,male,39,overweight,0.4881,0.2491,0.6068,0.5764,0.6981,0.7062,0.4475,0.7475,0.6287,0.6581,,balanced
char_15143,male,18,underweight,0.0117,0.0498,0.4948,0.7962,0.5744,0.66,0.5914,0.8551,0.7984,0.8744,,balanced
char_15144,male,31,underweight,0.0573,0.1555,0.2894,0.6331,0.7805,0.6329,0.4805,0.6665,0.6259,0.5788,,balanced
char_15145,male,28,normal,0.2349,0.2663,0.3886,0.3022,0.3429,0.3136,0.5932,0.2932,0.4387,0.305,,balanced
char_15146,male,22,overweight,0.491,0.2234,0.3917,0.5976,0.5925,0.4943,0.5582,0.6775,0.7943,0.7776,,balanced
char_15147,male,29,athletic_hyper,0.1109,0.7752,0.4063,0.5412,0.2412,0.4278,0.2784,0.4704,0.4902,0.3863,,upper_dominant
char_15148,male,27,normal,0.2199,0.1074,0.4943,0.6239,0.6742,0.5196,0.5819,0.4095,0.3742,0.6513,,balanced
char_15149,male,18,normal,0.3045,0.2408,0.4692,0.405,0.6559,0.4201,0.4736,0.705,0.6998,0.6828,,balanced
char_15150,male,20,overweight,0.4261,0.2441,0.46,0.3202,0.2633,0.3756,0.2111,0.3542,0.2764,0.5111,,balanced
char_15151,male,23,overweight,0.479,0.2123,0.4218,0.6645,0.5055,0.4711,0.5115,0.6366,0.3645,0.4255,,balanced
char_15152,male,16,obese,0.7177,0.2789,0.3348,0.327,0.627,0.5228,0.3408,0.4428,0.4712,0.4363,,balanced
char_15153,male,38,athletic_hyper,0.0843,0.8543,0.4626,0.6443,0.4009,0.4795,0.533,0.4061,0.3443,0.3995,,balanced
char_15154,male,18,normal,0.2261,0.289,0.4299,0.4429,0.599,0.6523,0.4669,0.3523,0.4918,0.6186,,balanced
char_15155,male,33,athletic_lean,0.1069,0.4034,0.3521,0.6139,0.4427,0.4443,0.5447,0.4172,0.3393,0.3139,,balanced
char_15156,male,19,athletic_hyper,0.1255,0.9815,0.403,0.6123,0.4173,0.6964,0.7092,0.5845,0.4692,0.4092,,lower_dominant
char_15157,male,20,athletic_lean,0.1308,0.4525,0.3849,0.5855,0.3199,0.3013,0.2855,0.4458,0.3093,0.3412,,balanced
char_15158,male,40,overweight,0.4311,0.179,0.4858,0.3007,0.6007,0.5937,0.3312,0.5233,0.4744,0.3177,,balanced
char_15159,male,22,normal,0.2294,0.2793,0.4637,0.6516,0.4179,0.6534,0.3792,0.678,0.378,0.4336,,balanced
char_15160,male,33,normal,0.2,0.2264,0.3576,0.5017,0.7016,0.4016,0.5059,0.406,0.5736,0.5836,,balanced
char_15161,male,14,overweight,0.475,0.2052,0.3223,0.6563,0.6593,0.8,0.7371,0.6699,0.8,0.5916,,balanced
char_15162,male,21,athletic_hyper,0.13,0.815,0.4944,0.4788,0.5579,0.6707,0.5516,0.3707,0.5645,0.4741,,pull_dominant
char_15163,male,21,overweight,0.521,0.2189,0.5265,0.2568,0.2423,0.3631,0.2601,0.3688,0.5423,0.4629,,balanced
char_15164,male,25,overweight,0.4466,0.2269,0.4111,0.7627,0.5888,0.6158,0.6003,0.4627,0.6842,0.5823,,balanced
char_15165,male,40,underweight,0.048,0.1041,0.4142,0.4248,0.4494,0.4894,0.7248,0.6835,0.4289,0.7105,,balanced
char_15166,male,26,normal,0.2492,0.1386,0.4497,0.7587,0.6482,0.7696,0.8235,0.5235,0.7224,0.548,,balanced
char_15167,male,35,underweight,0.0239,0.0753,0.4049,0.3562,0.4539,0.4388,0.6562,0.4364,0.3572,0.5754,,balanced
char_15168,male,37,normal,0.2735,0.1423,0.4347,0.6392,0.5501,0.7394,0.4793,0.7271,0.6617,0.4394,,balanced
char_15169,male,28,overweight,0.4141,0.2772,0.4454,0.6645,0.5824,0.6403,0.6129,0.3645,0.4343,0.5837,,balanced
char_15170,male,29,obese,0.806,0.3047,0.3649,0.6051,0.5267,0.6134,0.4138,0.4522,0.4017,0.3134,,balanced
char_15171,male,32,overweight,0.504,0.2472,0.3392,0.5035,0.6128,0.5221,0.5535,0.4529,0.3754,0.6754,,balanced
char_15172,male,38,overweight,0.4356,0.1914,0.4297,0.5473,0.6439,0.4077,0.3671,0.3439,0.3937,0.4116,,balanced
char_15173,male,38,normal,0.3149,0.1426,0.4668,0.4211,0.6755,0.7211,0.6598,0.705,0.4647,0.6155,,balanced
char_15174,male,19,athletic_lean,0.0897,0.5418,0.4513,0.5692,0.5615,0.5274,0.6014,0.6739,0.668,0.3739,,lower_dominant
char_15175,male,24,overweight,0.4948,0.318,0.4458,0.3894,0.4695,0.4133,0.6894,0.5301,0.6371,0.4747,,balanced
char_15176,male,35,normal,0.1853,0.1757,0.4798,0.4562,0.7562,0.6819,0.5662,0.4769,0.53,0.4819,,balanced
char_15177,male,18,overweight,0.468,0.2497,0.4195,0.4705,0.4402,0.5286,0.6732,0.6411,0.7402,0.5958,,balanced
char_15178,male,39,athletic_lean,0.0849,0.4576,0.4407,0.4466,0.2823,0.5524,0.4613,0.2524,0.2576,0.5074,,push_dominant
char_15179,male,23,overweight,0.4684,0.2694,0.4171,0.262,0.5403,0.4297,0.2403,0.4972,0.473,0.2412,,balanced
char_15180,male,28,underweight,0.0648,0.0968,0.3359,0.6382,0.5148,0.3382,0.6348,0.468,0.4945,0.3492,,balanced
char_15181,male,20,normal,0.1796,0.2524,0.4423,0.3795,0.3834,0.3849,0.6012,0.345,0.5192,0.645,,balanced
char_15182,male,15,overweight,0.3987,0.3084,0.3764,0.6898,0.5914,0.4327,0.7145,0.7327,0.7295,0.4981,,balanced
char_15183,male,29,overweight,0.4814,0.3174,0.3335,0.5541,0.6461,0.4191,0.6738,0.7191,0.5661,0.6707,,balanced
char_15184,male,29,athletic_hyper,0.1187,0.7192,0.4714,0.3185,0.5645,0.3765,0.2853,0.2645,0.5335,0.379,,pull_dominant
char_15185,male,15,athletic_lean,0.1396,0.4,0.4439,0.6228,0.6326,0.7174,0.8,0.6823,0.8,0.8,,upper_dominant
char_15186,male,28,athletic_lean,0.0872,0.6174,0.2932,0.7888,0.6955,0.6524,0.4888,0.7665,0.6861,0.7614,,push_dominant
char_15187,male,16,obese,0.9265,0.2624,0.502,0.602,0.6147,0.4846,0.4256,0.4799,0.3147,0.5511,,balanced
char_15188,male,27,overweight,0.4488,0.2232,0.4813,0.5763,0.5389,0.5855,0.5337,0.2855,0.3703,0.5311,,balanced
char_15189,male,15,overweight,0.5392,0.3048,0.436,0.471,0.5977,0.5306,0.4868,0.4535,0.2977,0.4588,,balanced
char_15190,male,25,overweight,0.4155,0.2859,0.5301,0.1586,0.4494,0.3315,0.188,0.3899,0.2204,0.4586,,balanced
char_15191,male,19,athletic_hyper,0.1356,0.9165,0.3844,0.4297,0.6371,0.4426,0.6945,0.523,0.3945,0.4517,,balanced
char_15192,male,34,overweight,0.5719,0.1724,0.449,0.3269,0.4707,0.4686,0.3649,0.3442,0.6269,0.3493,,balanced
char_15193,male,35,overweight,0.4673,0.2527,0.43,0.309,0.609,0.4507,0.4167,0.4414,0.5583,0.3949,,balanced
char_15194,male,28,athletic_lean,0.0869,0.5882,0.3305,0.6196,0.5581,0.3196,0.5878,0.5957,0.5091,0.424,,lower_dominant
char_15195,male,15,underweight,0.1037,0.1562,0.4919,0.6809,0.501,0.4082,0.422,0.4425,0.5796,0.7082,,balanced
char_15196,male,22,normal,0.2893,0.1204,0.5336,0.276,0.576,0.4634,0.533,0.4367,0.3083,0.4318,,balanced
char_15197,male,23,normal,0.3011,0.1794,0.3698,0.5839,0.4476,0.4692,0.613,0.4368,0.4952,0.313,,balanced
char_15198,male,40,athletic_lean,0.1128,0.6132,0.4485,0.6706,0.4784,0.6938,0.5008,0.3938,0.5861,0.603,,upper_dominant
char_15199,male,29,normal,0.2354,0.1675,0.4207,0.4174,0.6164,0.4488,0.7174,0.4358,0.6031,0.7003,,balanced
char_15200,male,38,obese,0.807,0.2881,0.3966,0.3643,0.5934,0.3928,0.5253,0.6536,0.3536,0.4461,,balanced
char_15201,male,33,overweight,0.5677,0.3264,0.4633,0.4733,0.6539,0.5927,0.4631,0.3581,0.6581,0.415,,balanced
char_15202,male,30,underweight,0.137,0.0571,0.4233,0.5047,0.7531,0.6802,0.4531,0.5634,0.5632,0.5287,,balanced
char_15203,male,16,overweight,0.5575,0.2017,0.2895,0.3125,0.5587,0.4282,0.2587,0.3216,0.5183,0.2634,,balanced
char_15204,male,14,overweight,0.4724,0.2862,0.4317,0.3851,0.6207,0.65,0.4472,0.6015,0.35,0.4571,,balanced
char_15205,male,34,athletic_hyper,0.0837,0.9051,0.3744,0.6268,0.4476,0.7476,0.6606,0.4947,0.4711,0.5751,,balanced
char_15206,male,28,overweight,0.5703,0.2738,0.4536,0.7274,0.585,0.4821,0.4856,0.4274,0.4422,0.601,,balanced
char_15207,male,22,normal,0.3447,0.2809,0.3582,0.5038,0.7139,0.6529,0.4139,0.6932,0.4918,0.565,,balanced
char_15208,male,30,athletic_lean,0.1412,0.4649,0.44,0.5187,0.488,0.5574,0.4209,0.3686,0.6686,0.5745,,push_dominant
char_15209,male,17,normal,0.3026,0.2574,0.408,0.457,0.6052,0.5152,0.5064,0.5755,0.4421,0.7421,,balanced
char_15210,male,19,normal,0.2694,0.1561,0.4247,0.3874,0.0957,0.208,0.0874,0.1204,0.3829,0.3842,,balanced
char_15211,male,32,athletic_lean,0.1279,0.5637,0.5115,0.551,0.6888,0.459,0.6915,0.3915,0.5306,0.6095,,balanced
char_15212,male,25,obese,0.8784,0.1773,0.3205,0.3453,0.3252,0.3245,0.4425,0.6245,0.4048,0.4692,,balanced
char_15213,male,26,overweight,0.5058,0.3034,0.4322,0.4067,0.4761,0.3854,0.366,0.5853,0.2853,0.4732,,balanced
char_15214,male,15,normal,0.2601,0.1631,0.408,0.618,0.6315,0.4318,0.3662,0.3315,0.5776,0.3363,,balanced
char_15215,male,19,athletic_hyper,0.0807,0.9334,0.4258,0.3745,0.558,0.485,0.2726,0.258,0.2933,0.43,,upper_dominant
char_15216,male,30,athletic_hyper,0.0963,0.9343,0.4614,0.3834,0.4543,0.5145,0.3954,0.2454,0.5454,0.2881,,lower_dominant
char_15217,male,29,athletic_hyper,0.1198,0.8633,0.4225,0.5345,0.3946,0.5581,0.4548,0.3443,0.6061,0.3061,,upper_dominant
char_15218,male,31,athletic_hyper,0.0797,0.9536,0.4968,0.7391,0.5001,0.6536,0.4616,0.6859,0.7616,0.7276,,upper_dominant
char_15219,male,29,overweight,0.5655,0.2576,0.4563,0.4203,0.6641,0.4508,0.4068,0.4642,0.3641,0.6617,,balanced
char_15220,male,16,normal,0.2683,0.1394,0.4363,0.5413,0.521,0.6642,0.7923,0.6978,0.4923,0.7905,,balanced
char_15221,male,29,obese,0.7608,0.2367,0.4273,0.3876,0.4666,0.2119,0.2034,0.3957,0.369,0.5034,,balanced
char_15222,male,23,normal,0.2542,0.1845,0.3616,0.4911,0.314,0.3948,0.5392,0.5706,0.6061,0.614,,balanced
char_15223,male,28,overweight,0.5016,0.3311,0.3816,0.5343,0.6808,0.5426,0.5253,0.5458,0.663,0.3808,,balanced
char_15224,male,17,athletic_lean,0.076,0.5719,0.5136,0.2892,0.4479,0.5861,0.2861,0.4369,0.5067,0.3901,,pull_dominant
char_15225,male,16,obese,0.9779,0.2531,0.2947,0.4443,0.469,0.269,0.2324,0.5324,0.3416,0.2353,,balanced
char_15226,male,23,athletic_lean,0.1376,0.4545,0.4006,0.715,0.5695,0.6105,0.415,0.5683,0.5634,0.6508,,pull_dominant
char_15227,male,27,overweight,0.5001,0.2455,0.4794,0.5841,0.4706,0.6604,0.6213,0.3608,0.6608,0.6127,,balanced
char_15228,male,36,athletic_lean,0.0599,0.5395,0.4642,0.3213,0.4505,0.5953,0.5145,0.6113,0.602,0.6213,,balanced
char_15229,male,39,athletic_lean,0.1172,0.4921,0.4551,0.532,0.3599,0.6599,0.3976,0.6313,0.6201,0.5156,,upper_dominant
char_15230,male,29,overweight,0.448,0.2304,0.4784,0.593,0.7471,0.821,0.5761,0.521,0.5421,0.6887,,balanced
char_15231,male,30,normal,0.2722,0.2203,0.4748,0.4375,0.6039,0.5659,0.3222,0.558,0.5757,0.3039,,balanced
char_15232,male,29,obese,0.9915,0.2109,0.445,0.3813,0.5166,0.4559,0.6813,0.4713,0.4633,0.4449,,balanced
char_15233,male,36,obese,0.8383,0.2121,0.4689,0.5432,0.2677,0.5677,0.2772,0.3614,0.4628,0.3446,,balanced
char_15234,male,30,underweight,0.031,0.1307,0.4298,0.6462,0.7525,0.5904,0.6414,0.606,0.4525,0.4913,,balanced
char_15235,male,18,underweight,0.1099,0.145,0.4205,0.4681,0.7681,0.6161,0.5714,0.6786,0.5007,0.5095,,balanced
char_15236,male,26,athletic_hyper,0.1291,0.8926,0.3239,0.6466,0.494,0.6865,0.6034,0.3865,0.4382,0.6786,,balanced
char_15237,male,20,underweight,0.0928,0.0645,0.3142,0.5367,0.5484,0.3391,0.3398,0.4126,0.5323,0.6391,,balanced
char_15238,male,17,athletic_lean,0.1108,0.5557,0.4302,0.435,0.1704,0.3409,0.2101,0.2491,0.2203,0.4704,,lower_dominant
char_15239,male,22,obese,0.7673,0.2469,0.4071,0.553,0.6269,0.4855,0.4243,0.3917,0.6917,0.4739,,balanced
char_15240,male,20,normal,0.1754,0.2699,0.4086,0.4712,0.3528,0.3328,0.4274,0.63,0.6175,0.6328,,balanced
char_15241,male,34,obese,0.6792,0.2695,0.4284,0.2587,0.3409,0.3681,0.3384,0.4894,0.4669,0.5587,,balanced
char_15242,male,31,athletic_lean,0.1156,0.5554,0.4972,0.5984,0.6264,0.6418,0.4664,0.3418,0.5878,0.4305,,balanced
char_15243,male,28,athletic_lean,0.1135,0.4637,0.3735,0.3559,0.5973,0.5673,0.612,0.504,0.4303,0.6559,,push_dominant
char_15244,male,38,normal,0.2322,0.1624,0.528,0.263,0.4858,0.2958,0.563,0.4504,0.4349,0.3223,,balanced
char_15245,male,23,overweight,0.5651,0.2915,0.4064,0.5057,0.4128,0.3461,0.5107,0.6461,0.578,0.6252,,balanced
char_15246,male,33,normal,0.2417,0.2028,0.3559,0.6358,0.5596,0.428,0.3516,0.6516,0.5024,0.548,,balanced
char_15247,male,19,underweight,0.0631,0.0339,0.5508,0.7507,0.6838,0.7611,0.8125,0.6406,0.5637,0.5125,,balanced
char_15248,male,35,overweight,0.5142,0.1991,0.4025,0.4524,0.5815,0.3017,0.2815,0.5578,0.3391,0.4426,,balanced
char_15249,male,25,athletic_hyper,0.0846,0.7756,0.4123,0.5542,0.7884,0.7658,0.6359,0.4965,0.7434,0.4884,,push_dominant
char_15250,male,20,normal,0.2339,0.257,0.3672,0.4751,0.7264,0.4301,0.5396,0.4382,0.693,0.4264,,balanced
char_15251,male,21,athletic_lean,0.1406,0.4379,0.4978,0.2819,0.4761,0.3546,0.2838,0.3257,0.3342,0.5819,,balanced
char_15252,male,16,overweight,0.5191,0.3158,0.4219,0.5585,0.7743,0.5166,0.7428,0.4743,0.5516,0.6534,,balanced
char_15253,male,20,overweight,0.5192,0.3407,0.3353,0.58,0.5791,0.3592,0.5287,0.5537,0.4286,0.6592,,balanced
char_15254,male,23,obese,0.8514,0.2861,0.4945,0.2135,0.2772,0.4209,0.5135,0.2312,0.282,0.4339,,balanced
char_15255,male,23,overweight,0.4367,0.3255,0.4355,0.3087,0.3443,0.5389,0.6087,0.5973,0.426,0.5178,,balanced
char_15256,male,21,obese,0.9386,0.3009,0.49,0.3878,0.4521,0.5581,0.5386,0.4415,0.3887,0.6878,,balanced
char_15257,male,21,underweight,0.0797,0.1306,0.3774,0.3952,0.3967,0.5131,0.4372,0.4561,0.6952,0.4752,,balanced
char_15258,male,35,overweight,0.3669,0.2784,0.4521,0.3935,0.4294,0.3568,0.4684,0.5345,0.3544,0.2345,,balanced
char_15259,male,24,obese,0.7535,0.3122,0.4939,0.4628,0.6056,0.4891,0.3056,0.5027,0.3933,0.5301,,balanced
char_15260,male,27,obese,0.6576,0.255,0.4137,0.536,0.3931,0.4407,0.3376,0.6376,0.5684,0.4062,,balanced
char_15261,male,26,overweight,0.4883,0.2127,0.3239,0.5121,0.3342,0.6342,0.3576,0.508,0.432,0.3879,,balanced
char_15262,male,31,obese,0.9259,0.1805,0.4002,0.38,0.5751,0.2751,0.3011,0.3447,0.3889,0.4943,,balanced
char_15263,male,19,obese,0.8794,0.3182,0.4028,0.4167,0.4181,0.3016,0.5381,0.6016,0.5725,0.4485,,balanced
char_15264,male,17,obese,0.667,0.3174,0.3886,0.433,0.3661,0.3583,0.6583,0.4672,0.5228,0.5649,,balanced
char_15265,male,24,athletic_lean,0.1365,0.5272,0.4459,0.5864,0.5523,0.375,0.675,0.6145,0.3766,0.5473,,balanced
char_15266,male,28,normal,0.2301,0.2285,0.3396,0.3172,0.5744,0.4589,0.3949,0.3066,0.3055,0.2744,,balanced
char_15267,male,23,overweight,0.4176,0.2203,0.4018,0.4605,0.6267,0.3513,0.4192,0.6469,0.6513,0.3979,,balanced
char_15268,male,35,athletic_lean,0.0943,0.6127,0.3998,0.5778,0.5319,0.4688,0.6922,0.6603,0.417,0.3922,,pull_dominant
char_15269,male,32,overweight,0.3913,0.2126,0.4505,0.5179,0.4508,0.6477,0.5679,0.5786,0.3931,0.3477,,balanced
char_15270,male,39,normal,0.2008,0.2749,0.4593,0.3462,0.463,0.3063,0.2523,0.5519,0.3521,0.5523,,balanced
char_15271,male,25,overweight,0.4747,0.2252,0.4164,0.5574,0.296,0.3466,0.3356,0.3086,0.2574,0.3828,,balanced
char_15272,male,25,normal,0.2731,0.1929,0.4604,0.4518,0.5783,0.7518,0.5845,0.5704,0.7485,0.4833,,balanced
char_15273,male,15,normal,0.2664,0.2215,0.5298,0.2752,0.2056,0.5056,0.4578,0.3575,0.2067,0.3808,,balanced
char_15274,male,39,normal,0.3209,0.2114,0.4517,0.4981,0.5053,0.6309,0.4478,0.4288,0.619,0.3309,,balanced
char_15275,male,21,athletic_lean,0.0846,0.515,0.3749,0.4457,0.3294,0.4419,0.4713,0.6153,0.3153,0.5025,,lower_dominant
